sk_ato,proposicao_id,documento_id,comissao_sigla,verdict_estrutural,verdict_prosa,clausula,via
76269,5708,38444,GAB DEP MARTINS MACHADO,,,,parecer_autor
76270,5757,38442,GAB DEP MARTINS MACHADO,,,,parecer_autor
76271,5854,38437,GAB DEP MARTINS MACHADO,,,,parecer_autor
76272,5857,50640,GAB DEP IOLANDO,,,,parecer_autor
76273,5864,49352,GAB DEP MARTINS MACHADO,,,,parecer_autor
76274,5864,41205,GAB DEP ROBÉRIO NEGREIROS,,,,parecer_autor
76275,6017,42979,GAB DEP DANIEL DONIZET,,,,parecer_autor
76276,6017,38464,GAB DEP JOÃO CARDOSO,,,,parecer_autor
76277,6020,36245,GAB DEP MARTINS MACHADO,,,,parecer_autor
76278,6024,41273,GAB DEP ROBÉRIO NEGREIROS,,,,parecer_autor
76279,6058,46162,GAB DEP JOÃO CARDOSO,,,,parecer_autor
76280,6073,45110,GAB DEP IOLANDO,,,,parecer_autor
76281,6076,38432,GAB DEP MARTINS MACHADO,,,,parecer_autor
76282,6124,36352,GAB DEP JOÃO CARDOSO,,,,parecer_autor
76283,6126,53313,GAB DEP JAQUELINE SILVA,,,,parecer_autor
76284,6126,40865,GAB DEP MARTINS MACHADO,,,,parecer_autor
76285,6141,49443,GAB DEP ROBÉRIO NEGREIROS,,,,parecer_autor
76286,6278,38519,GAB DEP MARTINS MACHADO,,,,parecer_autor
76287,6278,42995,GAB DEP ROBÉRIO NEGREIROS,,,,parecer_autor
76288,6302,38547,GAB DEP JOÃO CARDOSO,,,,parecer_autor
76289,6304,38555,GAB DEP JOÃO CARDOSO,,,,parecer_autor
76290,6460,36176,GAB DEP MARTINS MACHADO,,,,parecer_autor
76291,6784,41201,GAB DEP ROBÉRIO NEGREIROS,,,,parecer_autor
76292,6826,45015,GAB DEP MARTINS MACHADO,,,,parecer_autor
76293,6908,42992,GAB DEP ROBÉRIO NEGREIROS,,,,parecer_autor
76294,6948,49170,GAB DEP JOÃO CARDOSO,,,,parecer_autor
76295,6972,48310,GAB DEP MARTINS MACHADO,,,,parecer_autor
76296,7074,43066,GAB DEP IOLANDO,,,,parecer_autor
76297,7076,49595,GAB DEP IOLANDO,,,,parecer_autor
76298,7165,41588,GAB DEP ROBÉRIO NEGREIROS,,,,parecer_autor
76299,7175,41171,GAB DEP ROBÉRIO NEGREIROS,,,,parecer_autor
76300,7177,41196,GAB DEP ROBÉRIO NEGREIROS,,,,parecer_autor
76301,7178,41195,GAB DEP ROBÉRIO NEGREIROS,,,,parecer_autor
76302,7179,40863,GAB DEP MARTINS MACHADO,,,,parecer_autor
76303,7190,41187,GAB DEP ROBÉRIO NEGREIROS,,,,parecer_autor
76304,7191,41180,GAB DEP ROBÉRIO NEGREIROS,,,,parecer_autor
76305,7192,41156,GAB DEP ROBÉRIO NEGREIROS,,,,parecer_autor
76306,7200,40862,GAB DEP MARTINS MACHADO,,,,parecer_autor
76307,7201,40861,GAB DEP MARTINS MACHADO,,,,parecer_autor
76308,7202,40858,GAB DEP MARTINS MACHADO,,,,parecer_autor
76309,7203,40857,GAB DEP MARTINS MACHADO,,,,parecer_autor
76310,7204,40854,GAB DEP MARTINS MACHADO,,,,parecer_autor
76311,7206,40864,GAB DEP MARTINS MACHADO,,,,parecer_autor
76312,7207,41198,GAB DEP ROBÉRIO NEGREIROS,,,,parecer_autor
76313,7208,41200,GAB DEP ROBÉRIO NEGREIROS,,,,parecer_autor
76314,7253,50221,GAB DEP DANIEL DONIZET,,,,parecer_autor
76315,7269,40878,GAB DEP MARTINS MACHADO,,,,parecer_autor
76316,7696,52353,GAB DEP JAQUELINE SILVA,,,,parecer_autor
76317,7751,46739,GAB DEP JOÃO CARDOSO,,,,parecer_autor
76318,7772,49549,GAB DEP CHICO VIGILANTE,,,,parecer_autor
76319,7785,43269,GAB DEP MARTINS MACHADO,,,,parecer_autor
76320,7904,47828,GAB DEP ROBÉRIO NEGREIROS,,,,parecer_autor
76321,7996,48007,GAB DEP HERMETO,,,,parecer_autor
76322,8021,45816,GAB DEP MARTINS MACHADO,,,,parecer_autor
76323,8023,48302,GAB DEP MARTINS MACHADO,,,,parecer_autor
76324,8036,49182,GAB DEP JOÃO CARDOSO,,,,parecer_autor
76325,8050,51008,GAB DEP IOLANDO,,,,parecer_autor
76326,8094,48303,GAB DEP MARTINS MACHADO,,,,parecer_autor
76327,8160,47505,GAB DEP ROBÉRIO NEGREIROS,,,,parecer_autor
76328,8181,44904,GAB DEP JAQUELINE SILVA,,,,parecer_autor
76329,8243,49865,GAB DEP MARTINS MACHADO,,,,parecer_autor
76330,8253,48347,GAB DEP MARTINS MACHADO,,,,parecer_autor
76331,8288,51010,GAB DEP IOLANDO,,,,parecer_autor
76332,8353,45609,GAB DEP ROOSEVELT VILELA,,,,parecer_autor
76333,8374,48181,GAB DEP MARTINS MACHADO,,,,parecer_autor
76334,8384,47513,GAB DEP ROBÉRIO NEGREIROS,,,,parecer_autor
76335,8682,50223,GAB DEP DANIEL DONIZET,,,,parecer_autor
76336,8758,50495,GAB DEP JOÃO CARDOSO,,,,parecer_autor
76337,8823,53157,GAB DEP JAQUELINE SILVA,,,,parecer_autor
76338,8942,49339,GAB DEP JAQUELINE SILVA,,,,parecer_autor
76339,8958,50283,GAB DEP FÁBIO FÉLIX,,,,parecer_autor
76340,8963,49336,GAB DEP JAQUELINE SILVA,,,,parecer_autor
76341,8964,48553,GAB DEP JAQUELINE SILVA,,,,parecer_autor
76342,8969,49591,GAB DEP IOLANDO,,,,parecer_autor
76343,9108,49596,GAB DEP IOLANDO,,,,parecer_autor
76344,9137,49338,GAB DEP JAQUELINE SILVA,,,,parecer_autor
76345,9187,49528,GAB DEP JAQUELINE SILVA,,,,parecer_autor
76346,9268,50224,GAB DEP DANIEL DONIZET,,,,parecer_autor
76347,9439,50903,GAB DEP IOLANDO,,,,parecer_autor
76348,9509,51181,GAB DEP ROOSEVELT VILELA,,,,parecer_autor
76349,9618,53638,GAB DEP MARTINS MACHADO,,,,parecer_autor
76350,9831,53024,GAB DEP JORGE VIANNA,,,,parecer_autor
76351,4418,85686,GAB DEP GABRIEL MAGNO,Aprovado(a),merito_favoravel,"Diante do exposto, no âmbito desta CESC, manifestamos voto pela aprovação, no mérito, do Projeto de Lei nº 2710/2022.",parecer_autor
76352,4491,59414,GAB DEP FÁBIO FÉLIX,,,,parecer_autor
76353,5292,61912,GAB DEP PR DANIEL DE CASTRO,,,,parecer_autor
76354,5439,76233,GAB DEP PR DANIEL DE CASTRO,Aprovado(a),merito_favoravel,"Sob os critérios desta Comissão de Assuntos Sociais, somos, pela APROVAÇÃO do Projeto de Decreto Legislativo nº 260/2022, de autoria do nobre deputado JOÃO CARDOSO, por tratar-se de justa e honrosa homenagem a uma ilustre cidadã com relevantes serviços à população desta Capital.",parecer_autor
76355,5439,97784,GAB DEP THIAGO MANZONI,Aprovado(a),admissivel,"da Resolução nº 334/2023. O Projeto em tela foi apenas o primeiro do gênero apresentado pelo Deputado João Cardoso na condição de primeiro subscritor na sessão legislativa do ano de 2022. Pelo exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Decreto Legislativo nº 260/2022 no âmbito desta Comissão de Constituição e Justiça.",parecer_autor
76356,5442,81705,GAB DEP DAYSE AMARILIO,Aprovado(a),merito_favoravel,"Diante do exposto, no âmbito desta Comissão de Assuntos Sociais, o nosso voto é pela APROVAÇÃO do Projeto de Decreto Legislativo n° 261 de 2022.",parecer_autor
76357,5442,97986,GAB DEP THIAGO MANZONI,Aprovado(a),admissivel,"o na condição de primeiro subscritor na sessão legislativa de 2021. Em razão do exposto, e nada havendo qualquer reparo a apontar quanto aos aspectos de juridicidade, legalidade, regimentalidade, manifestamos nosso voto pela ADMISSIBILIDADE do Projeto de Decreto Legislativo nº 261/2022 no âmbito desta Comissão de Constituição e Justiça.",parecer_autor
76358,5826,79589,GAB DEP JOAQUIM RORIZ NETO,Aprovado(a),merito_favoravel,"roíbam a soltura de fogos de artifício e artefatos pirotécnicos que produzam estampido.[2] Por todo exposto, no âmbito da Comissão de Desenvolvimento Econômico, Sustentável, Ciência, Tecnologia, Meio Ambiente e Turismo, somos pela APROVAÇÃO do Projeto de Lei nº 2.521, de 2022.",parecer_autor
76359,5874,60498,GAB DEP PAULA BELMONTE,,,,parecer_autor
76360,6020,84033,GAB DEP JOAQUIM RORIZ NETO,Não apreciado(a),admissivel,"Diante dessas considerações, vota-se, no âmbito da CEOF, pela admissibilidade do PL nº 2.550/2022, nos termos do art. 64, II, do RICLDF.",parecer_autor
76361,6024,62006,GAB DEP RICARDO VALE,,,,parecer_autor
76362,6033,82109,GAB DEP FÁBIO FÉLIX,Aprovado(a),admissivel,"Portanto, a proposição reúne condições de constitucionalidade e juridicidade, motivo pelo qual nosso voto é pela admissibilidade do Projeto de Lei nº 2.473/2022.",parecer_autor
76363,6033,65558,GAB DEP JOAQUIM RORIZ NETO,Aprovado(a),merito_favoravel,"Por todo exposto, na análise desta Comissão de Desenvolvimento Econômico, Sustentável, Ciência, Tecnologia, Meio Ambiente e Turismo, somos pela APROVAÇÃO do Projeto de Lei nº 2.473, de 2022, de iniciativa do Deputado Iolando.",parecer_autor
76364,6035,64201,GAB DEP PR DANIEL DE CASTRO,Aprovado(a),merito_favoravel,"Frente ao exposto, manifestamo-nos pela APROVAÇÃO do Projeto de Lei 2474/2022, no âmbito da CAS.",parecer_autor
76365,6073,106812,GAB DEP JOÃO CARDOSO,Não apreciado(a),sem_clausula,,parecer_autor
76366,6124,101170,GAB DEP JAQUELINE SILVA,Aprovado(a),admissivel,"Ante o exposto, vota-se, no âmbito da CEOF, pela admissibilidade do PL nº 2.513/2022, com acolhimento da Emenda Supressiva nº 1 – CEOF, nos termos do art. 64, II, do RICLDF.",parecer_autor
76367,6126,66838,GAB DEP IOLANDO,Aprovado(a),inadmissivel,"mentário, em descompasso, portanto, com o art. 8º da Lei Complementar nº 13/1996. Por todo o exposto, considerados os insanáveis óbices de ordem constitucional, jurídica e regimental apontados, resta-nos manifestar voto pela INADMISSIBILIDADE do Projeto de Lei n.º 2.490/2022.",parecer_autor
76368,6261,61486,GAB DEP JORGE VIANNA,,,,parecer_autor
76369,6277,77546,GAB DEP IOLANDO,Aprovado(a),admissivel_com_ressalva,"Pelo exposto, nosso voto é pela ADMISSIBILIDADE do Projeto de Lei n° 2.507/2022, na forma do substitutivo da Comissão de Assuntos Sociais.",parecer_autor
76370,6277,59255,GAB DEP PR DANIEL DE CASTRO,,,,parecer_autor
76371,6278,79842,GAB DEP FÁBIO FÉLIX,Aprovado(a),admissivel,"Diante de todo o exposto, manifestamo-nos pela admissibilidade do Projeto de Lei nº 2508/22, no âmbito da CCJ, com uma emenda supressiva.",parecer_autor
76372,6278,59372,GAB DEP DOUTORA JANE,,,,parecer_autor
76373,6279,84043,GAB DEP JOAQUIM RORIZ NETO,Aprovado(a),inadmissivel,"Diante do exposto, vota-se, no âmbito da CEOF, pela inadmissibilidade do PL nº 2.509/2022, nos termos do art. 64, II, e § 2º, do RICLDF.",parecer_autor
76374,6302,60194,GAB DEP CHICO VIGILANTE,,,,parecer_autor
76375,6304,89909,GAB DEP ROBÉRIO NEGREIROS,Não apreciado(a),inadmissivel,"Pelo exposto, manifestamos voto pela INADMISSIBILIDADE do Projeto de Decreto Legislativo nº 253/2022 no âmbito desta Comissão de Constituição e Justiça.",parecer_autor
76376,6305,64550,GAB DEP MARTINS MACHADO,Aprovado(a),merito_favoravel,"Sob os critérios desta Comissão de Assuntos Sociais, somos, no mérito, pela APROVAÇÃO do Projeto de Decreto Legislativo nº 251/2022, por tratar-se de justa e honrosa homenagem.",parecer_autor
76377,6306,64302,GAB DEP PR DANIEL DE CASTRO,Aprovado(a),merito_favoravel,"Sob os critérios desta Comissão de Assuntos Sociais, somos, no mérito, pela APROVAÇÃO do Projeto de Decreto Legislativo nº 250/2022, de autoria do nobre Deputado Delmasso, por tratar-se de justa e honrosa homenagem a um ilustre cidadão desta Capital.",parecer_autor
76378,6307,67277,GAB DEP JOÃO CARDOSO,Aprovado(a),sem_clausula,,parecer_autor
76379,6403,67304,GAB DEP ROGÉRIO MORRO DA CRUZ,Aprovado(a),merito_favoravel,"Com efeito, ante tudo quanto exposto, estritamente no âmbito desta Comissão, somos pela APROVAÇÃO integral do Projeto de Lei nº 2514/2022.",parecer_autor
76380,6521,102061,GAB DEP MAX MACIEL,Aprovado(a),sem_clausula,,parecer_autor
76381,6524,63660,GAB DEP DAYSE AMARILIO,,,,parecer_autor
76382,6575,59746,GAB DEP DAYSE AMARILIO,,,,parecer_autor
76383,6620,61914,GAB DEP PR DANIEL DE CASTRO,,,,parecer_autor
76384,6620,70113,GAB DEP DOUTORA JANE,Aprovado(a),merito_favoravel,"re Secretaria de Segurança Pública, Polícia Civil e concessionárias /prestadoras de serviços públicos. ____________________________________________________________________________________________________ Ante o exposto, somos no âmbito desta Comissão de Segurança, pela APROVAÇÃO, no mérito, do Projeto de Lei nº 2.554, de 2022, na forma do Substitutivo anexo.",parecer_autor
76385,6620,106132,GAB DEP JOAQUIM RORIZ NETO,Não apreciado(a),admissivel_com_ressalva,"Assim, sob todos os critérios desta comissão, votamos pela ADMISSIBILIDADE do Projeto de Lei nº 2254, de 2022, na forma do Substitutivo da Comissão de Segurança.",parecer_autor
76386,6620,106222,GAB DEP THIAGO MANZONI,Aprovado(a),admissivel_com_ressalva,"Antes o exposto, votamos pela ADMISSIBILIDADE do Projeto de Lei n.º 2.554, de 2022, e do Substitutivo da Comissão de Segurança, na forma da subemenda em anexo.",parecer_autor
76387,6653,63927,GAB DEP PAULA BELMONTE,Aprovado(a),merito_favoravel,"Diante do exposto, manifestamos voto pela APROVAÇÃO do Projeto de Lei nº 2.529/2022, quanto ao mérito, no âmbito desta Comissão de Desenvolvimento Econômico Sustentável, Ciência, Tecnologia, Meio Ambiente e Turismo.",parecer_autor
76388,6676,59599,GAB DEP DAYSE AMARILIO,,,,parecer_autor
76389,6706,60237,GAB DEP CHICO VIGILANTE,,,,parecer_autor
76390,6726,84327,GAB DEP DAYSE AMARILIO,Aprovado(a),merito_favoravel,"Ante o exposto, no âmbito da Comissão de Assuntos Sociais, somos pela aprovação, no mérito, do Projeto de Lei nº 2.555, de 2022.",parecer_autor
76391,6784,89633,GAB DEP JAQUELINE SILVA,Aprovado(a),admissivel,"Pelo exposto, vota-se, no âmbito da CEOF, pela admissibilidade do PL nº 2.537/22, nos termos do art. 64, II, do RICLDF.",parecer_autor
76392,6784,71045,GAB DEP ROGÉRIO MORRO DA CRUZ,Aprovado(a),merito_favoravel,"Com efeito, por todo o exposto, no âmbito desta Comissão, somos pela APROVAÇÃO do Projeto de Lei n° 2537/2022. É o Voto.",parecer_autor
76393,6817,67282,GAB DEP DANIEL DONIZET,Aprovado(a),merito_favoravel,"Diante do exposto, no âmbito da Comissão de Defesa do Consumidor, no mérito, manifestamos voto pela APROVAÇÃO do Projeto de Lei n. 2.546/2022, com as duas emendas de relator anexas.",parecer_autor
76394,6827,66767,GAB DEP MARTINS MACHADO,Aprovado(a),merito_favoravel,"Ante o exposto, manifestamo-nos, no mérito, pela APROVAÇÃO do Projeto de Lei nº 2544/2022, nesta Comissão de Transporte e Mobilidade Urbana.",parecer_autor
76395,6866,85197,GAB DEP PR DANIEL DE CASTRO,Aprovado(a),merito_favoravel,"Sob os critérios desta Comissão de Assuntos Sociais, somos, pela APROVAÇÃO do Projeto de Lei nº 2548, de 2022. É o voto.",parecer_autor
76396,6866,68547,GAB DEP GABRIEL MAGNO,Aprovado(a),merito_favoravel,"Diante do exposto, no âmbito desta CESC, manifestamos voto pela aprovação, no mérito, do PL nº 2.548/2022.",parecer_autor
76397,6894,59412,GAB DEP FÁBIO FÉLIX,,,,parecer_autor
76398,7042,98029,GAB DEP CHICO VIGILANTE,Não apreciado(a),inadmissivel,"parágrafo único da Constituição Federal, nos arts. 15, XXII, 53 e 337 da Lei Orgânica do Distrito Federal, bem como nos arts. 7º, I, 12, I, 21, I a III, 22, I, 90, §1º e 91 do Código de Trânsito Brasileiro, nosso voto é pela INADMISSIBILIDADE do Projeto de Lei nº 2.566/2022 e do substitutivo a ele apresentado no âmbito da CMTU.",parecer_autor
76399,7042,74533,GAB DEP GABRIEL MAGNO,Aprovado(a),merito_favoravel,"Por esta razão, somos pela APROVAÇÃO do Projeto de Lei nº 2.566, de 2022, na forma do substitutivo, nesta Comissão de Transporte e Mobilidade Urbana.",parecer_autor
76400,7044,67724,GAB DEP DAYSE AMARILIO,Aprovado(a),merito_favoravel,"Dessa forma, oferecemos emenda, de modo que a presente proposição revogue apenas a Lei n° 6.559/2020, que trata especificamente da pandemia de COVID-19. Feitas essas considerações, quanto ao mérito, manifestamo-nos pela aprovação do Projeto de Lei nº 2.567, de 2022, com a emenda modificativa proposta, no âmbito desta Comissão de Educação, Saúde e Cultura.",parecer_autor
76401,7044,96692,GAB DEP DOUTORA JANE,Não apreciado(a),merito_favoravel,"Seguindo esta linha de intelecção, no âmbito desta Comissão de Desenvolvimento Econômico Sustentável, Ciência, Tecnologia, Meio Ambiente e Turismo – CDESCTMAT, manifestamos voto pela APROVAÇÃO, no mérito, do Projeto de Lei nº 2268/2021 (17434).",parecer_autor
76402,7082,59534,GAB DEP DAYSE AMARILIO,,,,parecer_autor
76403,7160,66901,GAB DEP PR DANIEL DE CASTRO,Não apreciado(a),merito_favoravel,"Sob os critérios desta Comissão de Assuntos Sociais, somos, pela APROVAÇÃO do Projeto de Decreto Legislativo nº 263/2022, de autoria do nobre deputado DELMASSO, por tratar-se de justa e honrosa homenagem a um ilustre cidadão com relevantes serviços aos comerciantes e moradores dessa Capital.",parecer_autor
76404,7161,82696,GAB DEP JOÃO CARDOSO,Não apreciado(a),sem_clausula,,parecer_autor
76405,7224,99430,GAB DEP PR DANIEL DE CASTRO,Não apreciado(a),merito_favoravel,"Com efeito, ante o exposto, no âmbito desta Comissão, somos favoráveis à APROVAÇÃO do Projeto de Lei nº2.648/2023.",parecer_autor
76406,7224,86002,GAB DEP GABRIEL MAGNO,Aprovado(a),merito_favoravel,"Pelo exposto, votamos, no âmbito da CMTU, pela APROVAÇÃO do Projeto de Lei nº 2.648/2022, de autoria da nobre Deputada Jaqueline Silva.",parecer_autor
76407,7250,60197,GAB DEP DOUTORA JANE,,,,parecer_autor
76408,7270,80380,GAB DEP DAYSE AMARILIO,Não apreciado(a),merito_contrario,"Assim, pelos motivos expostos, votamos pela rejeição, no mérito, do Projeto de Lei no 2.635, de 2022, nesta Comissão de Assuntos Sociais.",parecer_autor
76409,7271,79432,GAB DEP JOAQUIM RORIZ NETO,Aprovado(a),merito_favoravel,"Ante o exposto, no âmbito da Comissão de Desenvolvimento Econômico Sustentável, Ciência, Tecnologia, Meio Ambiente e Turismo, somos pela APROVAÇÃO do Projeto de Lei nº 2.636, de 2022.",parecer_autor
76410,7298,101352,GAB DEP MAX MACIEL,Aprovado(a),sem_clausula,,parecer_autor
76411,7298,60181,GAB DEP PEPA,,,,parecer_autor
76412,7707,59518,GAB DEP DAYSE AMARILIO,,,,parecer_autor
76413,7736,77532,GAB DEP IOLANDO,Não apreciado(a),admissivel_com_ressalva,"Diante dessas ponderações, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 2.704/2022, no âmbito da CCJ, na forma do substitutivo apresentado.",parecer_autor
76414,7751,59303,GAB DEP CHICO VIGILANTE,,,,parecer_autor
76415,7772,61892,GAB DEP FÁBIO FÉLIX,,,,parecer_autor
76416,7772,70359,GAB DEP PR DANIEL DE CASTRO,Não apreciado(a),merito_favoravel,"Pelo exposto, verifica-se que em análise à proposição apresentada, reconhecemos a nobre intenção do autor, e votamos pela APROVAÇÃO do Projeto de Lei 2682/2022, na forma do substitutivo proposta na Emenda n 02, no âmbito desta Comissão de Assuntos Sociais.",parecer_autor
76417,7774,78440,GAB DEP MAX MACIEL,Aprovado(a),sem_clausula,,parecer_autor
76418,7786,61786,GAB DEP CHICO VIGILANTE,,,,parecer_autor
76419,7786,101244,GAB DEP ROGÉRIO MORRO DA CRUZ,Não apreciado(a),merito_favoravel,"Com efeito, no âmbito desta Comissão, manifestamos voto pela APROVAÇÃO do Projeto de Lei nº 2.735/2022, na forma do substitutivo n. 2 aprovado na Comissão de Direito do Consumidor.",parecer_autor
76420,7787,94491,GAB DEP JOÃO CARDOSO,Aprovado(a),merito_favoravel,"Pelas razões expostas, manifestamos no âmbito desta CAS pela APROVAÇÃO do Projeto de Lei nº 2739, de 2022. É o voto.",parecer_autor
76421,7791,70411,GAB DEP DAYSE AMARILIO,Não apreciado(a),merito_favoravel,"Diante do exposto, vota-se, no mérito, pela aprovação do PL nº 2.693/2022, no âmbito desta Comissão de Assuntos Sociais.",parecer_autor
76422,7809,61216,GAB DEP DAYSE AMARILIO,,,,parecer_autor
76423,7835,61890,GAB DEP FÁBIO FÉLIX,,,,parecer_autor
76424,7841,100965,GAB DEP JOÃO CARDOSO,Não apreciado(a),sem_clausula,,parecer_autor
76425,7843,104924,GAB DEP PEPA,Aprovado(a),merito_favoravel,"Diante do exposto, no âmbito desta Comissão de Transporte e Mobilidade Urbana, SOMOS pela APROVAÇÃO DO PROJETO DE LEI N° 2694/2023. É o voto.",parecer_autor
76426,7897,65173,GAB DEP JOAQUIM RORIZ NETO,Aprovado(a),merito_favoravel,"Pelo exposto, manifestamo-nos pela APROVAÇÃO do Projeto de Lei nº 2.785/2022, no âmbito da Comissão de Desenvolvimento Econômico Sustentável, Ciência, Tecnologia, Meio Ambiente e Turismo.",parecer_autor
76427,7904,60228,GAB DEP CHICO VIGILANTE,,,,parecer_autor
76428,7914,74691,GAB DEP DAYSE AMARILIO,Aprovado(a),merito_favoravel,"Assim, considerando os aspectos de conveniência, oportunidade, relevância social e viabilidade analisados, votamos, no mérito, pela APROVAÇÃO do Projeto de Lei nº 2.720, de 2022, no âmbito desta Comissão de Assuntos Sociais, na forma do SUBSTITUTIVO.",parecer_autor
76429,7935,64400,GAB DEP THIAGO MANZONI,Não apreciado(a),merito_favoravel,"Nesses termos, manifestamos voto pela APROVAÇÃO, no mérito, do Projeto de Lei nº 2.707/2022, na forma do Substitutivo n. 2 proposto, e pela REJEIÇÃO da emenda substitutiva 1, apresentada pelo Deputado Delmasso.",parecer_autor
76430,7959,78331,GAB DEP GABRIEL MAGNO,Não apreciado(a),merito_favoravel,"Assim, votamos pela aprovação, no mérito, do Projeto de Lei no 2.708, de 2022, nesta Comissão de Educação, Saúde e Cultura, com a aprovação das Emendas nº 01, 02, 03 e 15 e rejeição das Emendas nº 09, 16 e 18, as Emendas nº 07, 08 e 10 restam prejudicadas em razão da apresentação das Emen",parecer_autor
76431,7972,59687,GAB DEP IOLANDO,,,,parecer_autor
76432,7976,71579,GAB DEP DAYSE AMARILIO,Aprovado(a),merito_favoravel,"Assim, manifestamos voto pela APROVAÇÃO, no mérito, do Projeto de Lei nº 2.718 de 2022, nesta Comissão de Assuntos Sociais.",parecer_autor
76433,7978,92117,GAB DEP EDUARDO PEDROSA,Aprovado(a),admissivel,"Diante do exposto, vota-se, no âmbito da CEOF, pela admissibilidade do PL nº 2.734/2022, nos termos do art. 64, II, e § 2º, do RICLDF.",parecer_autor
76434,7978,65260,GAB DEP PAULA BELMONTE,Aprovado(a),merito_favoravel,"Diante do exposto, manifestamos voto pela APROVAÇÃO do Projeto de Lei nº 2.734/2022, quanto ao mérito, no âmbito desta Comissão de Desenvolvimento Econômico Sustentável, Ciência, Tecnologia, Meio Ambiente e Turismo.",parecer_autor
76435,7999,72637,GAB DEP DAYSE AMARILIO,Aprovado(a),merito_favoravel,"Assim, manifestamos voto pela APROVAÇÃO, no mérito, do Projeto de Lei nº 2741 de 2022, nesta Comissão de Assuntos Sociais.",parecer_autor
76436,7999,61327,GAB DEP GABRIEL MAGNO,,,,parecer_autor
76437,8008,66756,GAB DEP MARTINS MACHADO,Aprovado(a),merito_favoravel,"Ante o exposto, manifestamo-nos, especificamente quanto ao mérito, pela APROVAÇÃO do Projeto de Lei nº 2737/2022, nesta Comissão de Assuntos Sociais.",parecer_autor
76438,8008,97314,GAB DEP PAULA BELMONTE,Aprovado(a),merito_favoravel,"Diante do exposto, manifestamos voto pela APROVAÇÃO do Projeto de Lei nº 2.737/2022, quanto ao mérito, no âmbito desta Comissão de Desenvolvimento Econômico Sustentável, Ciência, Tecnologia, Meio Ambiente e Turismo.",parecer_autor
76439,8021,59450,GAB DEP FÁBIO FÉLIX,,,,parecer_autor
76440,8023,60589,GAB DEP PAULA BELMONTE,,,,parecer_autor
76441,8023,85199,GAB DEP THIAGO MANZONI,Aprovado(a),admissivel,"Diante de todo o exposto, manifestamo-nos pela ADMISSIBILIDADE do Projeto de Lei nº 2.746/2022, no âmbito da CCJ, com as emendas supressivas em anexo.",parecer_autor
76442,8050,64396,GAB DEP MARTINS MACHADO,Aprovado(a),merito_favoravel,"Sob os critérios desta Comissão de Assuntos Sociais, somos, no mérito, pela APROVAÇÃO do Projeto de Decreto Legislativo nº 270/2022, de autoria do nobre deputado Robério Negreiros, por tratar-se de justa e honrosa homenagem.",parecer_autor
76443,8050,78710,GAB DEP THIAGO MANZONI,Aprovado(a),admissivel,"Em razão do exposto, e nada havendo qualquer reparo a apontar quanto aos aspectos de juridicidade, legalidade, regimentalidade, manifestamos nosso voto pela ADMISSIBILIDADE do Projeto de Decreto Legislativo nº 270/2022 no âmbito desta Comissão de Constituição e Justiça.",parecer_autor
76444,8065,93743,GAB DEP JOÃO CARDOSO,Aprovado(a),sem_clausula,,parecer_autor
76445,8069,58640,GAB DEP ROBÉRIO NEGREIROS,,,,parecer_autor
76446,8092,89693,GAB DEP PR DANIEL DE CASTRO,Não apreciado(a),merito_favoravel,"Nesse sentido, somos favoráveis à APROVAÇÃO do PL 545/2023 nesta Comissão de Assuntos Sociais.",parecer_autor
76447,8094,93248,GAB DEP FÁBIO FÉLIX,Não apreciado(a),admissivel_com_ressalva,"Pelo exposto, nosso voto é pela ADMISSIBILIDADE do Projeto de Lei n.° 2.777, de 2022, e das emendas da Comissão de Economia, Orçamento e Finanças, na forma do substitutivo anexo.",parecer_autor
76448,8094,60770,GAB DEP JAQUELINE SILVA,,,,parecer_autor
76449,8095,67762,GAB DEP DAYSE AMARILIO,Aprovado(a),merito_favoravel,"Diante dessas considerações, manifestamos voto pela APROVAÇÃO, no mérito, do Projeto de Lei nº 2.742/2022, nesta Comissão de Assuntos Sociais.",parecer_autor
76450,8153,83302,GAB DEP ROBÉRIO NEGREIROS,Não apreciado(a),inadmissivel,"Em razão do exposto, manifesta-se voto pela INADMISSIBILIDADE do Projeto de Lei nº 2.747/2022 no âmbito desta CCJ.",parecer_autor
76451,8160,63855,GAB DEP JOAQUIM RORIZ NETO,Aprovado(a),merito_favoravel,"Dessa forma, tendo em vista que a proposição possui caráter meritório, bem como aperfeiçoa a prestação de política pública vigente, voto, no âmbito da Comissão de Economia, Orçamento e Finanças, pela APROVAÇÃO e ADMISSIBILIDADE do projeto de lei nº 2753/2022, de autoria do Deputado Eduardo Pedrosa, com o acatamento das emendas de nº 01, 02 e 03.",parecer_autor
76452,8160,78660,GAB DEP THIAGO MANZONI,Aprovado(a),admissivel,"Pelo exposto, nosso voto é pela ADMISSIBILIDADE do Projeto de Lei n.º 2.753, de 2022, com as Emendas n.º 1 e 2 da Comissão de Assuntos Sociais e pela INADMISSIBILIDADE da Emenda n.º 3 da mesma Comissão.",parecer_autor
76453,8176,60941,GAB DEP FÁBIO FÉLIX,,,,parecer_autor
76454,8202,59693,GAB DEP IOLANDO,,,,parecer_autor
