sk_ato,chave_deputado,nome_na_api,partido_ultimo,tipo_ato,nome_tipo_ato,data,ano,sessao_legislativa,legislatura,id_objeto,fonte,valor_centavos,regra_chave
17597,67,Deputado Rogério Morro da Cruz,PSD,1,apresentou uma proposição,2024-08-01,2024,34,9,20540,api_i5,,autor_id
17598,67,Deputado Rogério Morro da Cruz,PSD,1,apresentou uma proposição,2024-08-01,2024,34,9,20541,api_i5,,autor_id
17599,67,Deputado Rogério Morro da Cruz,PSD,1,apresentou uma proposição,2024-08-01,2024,34,9,20542,api_i5,,autor_id
17600,19,Deputado Eduardo Pedrosa,UNIÃO,1,apresentou uma proposição,2024-08-01,2024,34,9,20543,api_i5,,autor_id
17601,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2024-08-01,2024,34,9,20543,api_i5,,autor_id
17602,59,Deputado Pastor Daniel de Castro,PP,1,apresentou uma proposição,2024-08-01,2024,34,9,20543,api_i5,,autor_id
17603,60,Deputada Dayse Amarilio,PSB,1,apresentou uma proposição,2024-08-01,2024,34,9,20543,api_i5,,autor_id
17604,61,Deputada Doutora Jane,REPUBLICANOS,1,apresentou uma proposição,2024-08-01,2024,34,9,20543,api_i5,,autor_id
17605,64,Deputada Paula Belmonte,INVÁLIDO,1,apresentou uma proposição,2024-08-01,2024,34,9,20543,api_i5,,autor_id
17606,68,Deputado Gabriel Magno,PT,1,apresentou uma proposição,2024-08-01,2024,34,9,20543,api_i5,,autor_id
17607,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20544,api_i5,,autor_id
17608,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20545,api_i5,,autor_id
17609,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20546,api_i5,,autor_id
17610,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20547,api_i5,,autor_id
17611,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20548,api_i5,,autor_id
17612,19,Deputado Eduardo Pedrosa,UNIÃO,1,apresentou uma proposição,2024-08-01,2024,34,9,20549,api_i5,,autor_id
17613,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2024-08-01,2024,34,9,20549,api_i5,,autor_id
17614,57,Deputado Ricardo Vale,PT,1,apresentou uma proposição,2024-08-01,2024,34,9,20549,api_i5,,autor_id
17615,59,Deputado Pastor Daniel de Castro,PP,1,apresentou uma proposição,2024-08-01,2024,34,9,20549,api_i5,,autor_id
17616,60,Deputada Dayse Amarilio,PSB,1,apresentou uma proposição,2024-08-01,2024,34,9,20549,api_i5,,autor_id
17617,61,Deputada Doutora Jane,REPUBLICANOS,1,apresentou uma proposição,2024-08-01,2024,34,9,20549,api_i5,,autor_id
17618,64,Deputada Paula Belmonte,INVÁLIDO,1,apresentou uma proposição,2024-08-01,2024,34,9,20549,api_i5,,autor_id
17619,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20554,api_i5,,autor_id
17620,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20555,api_i5,,autor_id
17621,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20556,api_i5,,autor_id
17622,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20557,api_i5,,autor_id
17623,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20558,api_i5,,autor_id
17624,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2024-08-01,2024,34,9,20559,api_i5,,autor_id
17625,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2024-08-01,2024,34,9,20561,api_i5,,autor_id
17626,60,Deputada Dayse Amarilio,PSB,1,apresentou uma proposição,2024-08-01,2024,34,9,20562,api_i5,,autor_id
17627,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2024-08-01,2024,34,9,20563,api_i5,,autor_id
17628,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2024-08-01,2024,34,9,20564,api_i5,,autor_id
17629,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2024-08-01,2024,34,9,20565,api_i5,,autor_id
17630,60,Deputada Dayse Amarilio,PSB,1,apresentou uma proposição,2024-08-01,2024,34,9,20566,api_i5,,autor_id
17631,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20569,api_i5,,autor_id
17632,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20570,api_i5,,autor_id
17633,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20571,api_i5,,autor_id
17634,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20572,api_i5,,autor_id
17635,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20573,api_i5,,autor_id
17636,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2024-08-01,2024,34,9,20574,api_i5,,autor_id
17637,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2024-08-01,2024,34,9,20575,api_i5,,autor_id
17638,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2024-08-01,2024,34,9,20577,api_i5,,autor_id
17639,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20578,api_i5,,autor_id
17640,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2024-08-01,2024,34,9,20579,api_i5,,autor_id
17641,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2024-08-01,2024,34,9,20580,api_i5,,autor_id
17642,19,Deputado Eduardo Pedrosa,UNIÃO,1,apresentou uma proposição,2024-08-01,2024,34,9,20582,api_i5,,autor_id
17643,22,Deputado Hermeto,MDB,1,apresentou uma proposição,2024-08-01,2024,34,9,20582,api_i5,,autor_id
17644,30,Deputado Martins Machado,REPUBLICANOS,1,apresentou uma proposição,2024-08-01,2024,34,9,20582,api_i5,,autor_id
17645,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20582,api_i5,,autor_id
17646,64,Deputada Paula Belmonte,INVÁLIDO,1,apresentou uma proposição,2024-08-01,2024,34,9,20582,api_i5,,autor_id
17647,65,Deputado Pepa,PP,1,apresentou uma proposição,2024-08-01,2024,34,9,20582,api_i5,,autor_id
17648,66,Deputado Thiago Manzoni,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20582,api_i5,,autor_id
17649,67,Deputado Rogério Morro da Cruz,PSD,1,apresentou uma proposição,2024-08-01,2024,34,9,20582,api_i5,,autor_id
17650,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2024-08-01,2024,34,9,20583,api_i5,,autor_id
17651,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2024-08-01,2024,34,9,20584,api_i5,,autor_id
17652,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2024-08-01,2024,34,9,20585,api_i5,,autor_id
17653,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2024-08-01,2024,34,9,20586,api_i5,,autor_id
17654,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20588,api_i5,,autor_id
17655,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20589,api_i5,,autor_id
17656,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20590,api_i5,,autor_id
17657,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20591,api_i5,,autor_id
17658,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20592,api_i5,,autor_id
17659,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2024-08-01,2024,34,9,20593,api_i5,,autor_id
17660,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2024-08-01,2024,34,9,20595,api_i5,,autor_id
17661,68,Deputado Gabriel Magno,PT,1,apresentou uma proposição,2024-08-01,2024,34,9,20596,api_i5,,autor_id
17662,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20597,api_i5,,autor_id
17663,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20598,api_i5,,autor_id
17664,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20599,api_i5,,autor_id
17665,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20600,api_i5,,autor_id
17666,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20601,api_i5,,autor_id
17667,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20602,api_i5,,autor_id
17668,19,Deputado Eduardo Pedrosa,UNIÃO,1,apresentou uma proposição,2024-08-01,2024,34,9,20603,api_i5,,autor_id
17669,60,Deputada Dayse Amarilio,PSB,1,apresentou uma proposição,2024-08-01,2024,34,9,20603,api_i5,,autor_id
17670,64,Deputada Paula Belmonte,INVÁLIDO,1,apresentou uma proposição,2024-08-01,2024,34,9,20603,api_i5,,autor_id
17671,64,Deputada Paula Belmonte,INVÁLIDO,1,apresentou uma proposição,2024-08-01,2024,34,9,20604,api_i5,,autor_id
17672,19,Deputado Eduardo Pedrosa,UNIÃO,1,apresentou uma proposição,2024-08-06,2024,34,9,20605,api_i5,,autor_id
17673,20,Deputado Fábio Felix,PSOL,1,apresentou uma proposição,2024-08-06,2024,34,9,20605,api_i5,,autor_id
17674,23,Deputado Iolando,MDB,1,apresentou uma proposição,2024-08-06,2024,34,9,20605,api_i5,,autor_id
17675,33,Deputado Robério Negreiros,PSD,1,apresentou uma proposição,2024-08-06,2024,34,9,20605,api_i5,,autor_id
17676,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-06,2024,34,9,20605,api_i5,,autor_id
17677,63,Deputado Max Maciel,PSOL,1,apresentou uma proposição,2024-08-06,2024,34,9,20605,api_i5,,autor_id
17678,64,Deputada Paula Belmonte,INVÁLIDO,1,apresentou uma proposição,2024-08-06,2024,34,9,20605,api_i5,,autor_id
17679,65,Deputado Pepa,PP,1,apresentou uma proposição,2024-08-06,2024,34,9,20605,api_i5,,autor_id
17680,68,Deputado Gabriel Magno,PT,1,apresentou uma proposição,2024-08-06,2024,34,9,20605,api_i5,,autor_id
17681,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2024-08-01,2024,34,9,20606,api_i5,,autor_id
17682,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2024-08-01,2024,34,9,20607,api_i5,,autor_id
17683,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2024-08-01,2024,34,9,20608,api_i5,,autor_id
17684,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2024-08-01,2024,34,9,20609,api_i5,,autor_id
17685,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2024-08-01,2024,34,9,20610,api_i5,,autor_id
17686,19,Deputado Eduardo Pedrosa,UNIÃO,1,apresentou uma proposição,2024-08-01,2024,34,9,20611,api_i5,,autor_id
17687,22,Deputado Hermeto,MDB,1,apresentou uma proposição,2024-08-01,2024,34,9,20611,api_i5,,autor_id
17688,30,Deputado Martins Machado,REPUBLICANOS,1,apresentou uma proposição,2024-08-01,2024,34,9,20611,api_i5,,autor_id
17689,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20611,api_i5,,autor_id
17690,64,Deputada Paula Belmonte,INVÁLIDO,1,apresentou uma proposição,2024-08-01,2024,34,9,20611,api_i5,,autor_id
17691,65,Deputado Pepa,PP,1,apresentou uma proposição,2024-08-01,2024,34,9,20611,api_i5,,autor_id
17692,66,Deputado Thiago Manzoni,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20611,api_i5,,autor_id
17693,67,Deputado Rogério Morro da Cruz,PSD,1,apresentou uma proposição,2024-08-01,2024,34,9,20611,api_i5,,autor_id
17694,30,Deputado Martins Machado,REPUBLICANOS,1,apresentou uma proposição,2024-08-01,2024,34,9,20612,api_i5,,autor_id
17695,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20613,api_i5,,autor_id
17696,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20614,api_i5,,autor_id
17697,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20615,api_i5,,autor_id
17698,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20616,api_i5,,autor_id
17699,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20617,api_i5,,autor_id
17700,59,Deputado Pastor Daniel de Castro,PP,1,apresentou uma proposição,2024-08-01,2024,34,9,20618,api_i5,,autor_id
17701,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20619,api_i5,,autor_id
17702,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20620,api_i5,,autor_id
17703,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20621,api_i5,,autor_id
17704,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20622,api_i5,,autor_id
17705,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20623,api_i5,,autor_id
17706,20,Deputado Fábio Felix,PSOL,1,apresentou uma proposição,2024-08-20,2024,34,9,20624,api_i5,,autor_id
17707,59,Deputado Pastor Daniel de Castro,PP,1,apresentou uma proposição,2024-08-01,2024,34,9,20625,api_i5,,autor_id
17708,60,Deputada Dayse Amarilio,PSB,1,apresentou uma proposição,2024-08-01,2024,34,9,20626,api_i5,,autor_id
17709,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20628,api_i5,,autor_id
17710,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20629,api_i5,,autor_id
17711,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20631,api_i5,,autor_id
17712,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20632,api_i5,,autor_id
17713,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20633,api_i5,,autor_id
17714,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20634,api_i5,,autor_id
17715,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20635,api_i5,,autor_id
17716,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20637,api_i5,,autor_id
17717,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20638,api_i5,,autor_id
17718,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20639,api_i5,,autor_id
17719,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20640,api_i5,,autor_id
17720,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20641,api_i5,,autor_id
17721,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20642,api_i5,,autor_id
17722,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20643,api_i5,,autor_id
17723,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20644,api_i5,,autor_id
17724,33,Deputado Robério Negreiros,PSD,1,apresentou uma proposição,2024-08-01,2024,34,9,20645,api_i5,,autor_id
17725,33,Deputado Robério Negreiros,PSD,1,apresentou uma proposição,2024-08-01,2024,34,9,20646,api_i5,,autor_id
17726,25,Deputado João Cardoso ,AVANTE,1,apresentou uma proposição,2024-08-01,2024,34,9,20647,api_i5,,autor_id
17727,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20648,api_i5,,autor_id
17728,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20649,api_i5,,autor_id
17729,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20650,api_i5,,autor_id
17730,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20651,api_i5,,autor_id
17731,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20652,api_i5,,autor_id
17732,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20653,api_i5,,autor_id
17733,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20654,api_i5,,autor_id
17734,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20655,api_i5,,autor_id
17735,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20656,api_i5,,autor_id
17736,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20657,api_i5,,autor_id
17737,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20658,api_i5,,autor_id
17738,60,Deputada Dayse Amarilio,PSB,1,apresentou uma proposição,2024-08-01,2024,34,9,20659,api_i5,,autor_id
17739,59,Deputado Pastor Daniel de Castro,PP,1,apresentou uma proposição,2024-08-01,2024,34,9,20661,api_i5,,autor_id
17740,59,Deputado Pastor Daniel de Castro,PP,1,apresentou uma proposição,2024-08-01,2024,34,9,20662,api_i5,,autor_id
17741,59,Deputado Pastor Daniel de Castro,PP,1,apresentou uma proposição,2024-08-01,2024,34,9,20663,api_i5,,autor_id
17742,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20664,api_i5,,autor_id
17743,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20665,api_i5,,autor_id
17744,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20666,api_i5,,autor_id
17745,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20667,api_i5,,autor_id
17746,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20668,api_i5,,autor_id
17747,6,Poder Executivo,,1,apresentou uma proposição,2024-08-01,2024,34,9,20669,api_i5,,autor_id
17748,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20671,api_i5,,autor_id
17749,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20672,api_i5,,autor_id
17750,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20673,api_i5,,autor_id
17751,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20674,api_i5,,autor_id
17752,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20675,api_i5,,autor_id
17753,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20676,api_i5,,autor_id
17754,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20677,api_i5,,autor_id
17755,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20678,api_i5,,autor_id
17756,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20679,api_i5,,autor_id
17757,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20680,api_i5,,autor_id
17758,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20681,api_i5,,autor_id
17759,20,Deputado Fábio Felix,PSOL,1,apresentou uma proposição,2024-08-01,2024,34,9,20682,api_i5,,autor_id
17760,60,Deputada Dayse Amarilio,PSB,1,apresentou uma proposição,2024-08-01,2024,34,9,20682,api_i5,,autor_id
17761,63,Deputado Max Maciel,PSOL,1,apresentou uma proposição,2024-08-01,2024,34,9,20682,api_i5,,autor_id
17762,64,Deputada Paula Belmonte,INVÁLIDO,1,apresentou uma proposição,2024-08-01,2024,34,9,20682,api_i5,,autor_id
17763,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20683,api_i5,,autor_id
17764,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20684,api_i5,,autor_id
17765,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20685,api_i5,,autor_id
17766,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20686,api_i5,,autor_id
17767,57,Deputado Ricardo Vale,PT,1,apresentou uma proposição,2024-08-06,2024,34,9,20687,api_i5,,autor_id
17768,59,Deputado Pastor Daniel de Castro,PP,1,apresentou uma proposição,2024-08-01,2024,34,9,20688,api_i5,,autor_id
17769,68,Deputado Gabriel Magno,PT,1,apresentou uma proposição,2024-08-27,2024,34,9,20690,api_i5,,autor_id
17770,34,Deputado Roosevelt Vilela,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20691,api_i5,,autor_id
17771,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20692,api_i5,,autor_id
17772,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20693,api_i5,,autor_id
17773,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20694,api_i5,,autor_id
17774,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20695,api_i5,,autor_id
17775,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20696,api_i5,,autor_id
17776,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20697,api_i5,,autor_id
17777,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20698,api_i5,,autor_id
17778,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20699,api_i5,,autor_id
17779,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20700,api_i5,,autor_id
17780,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20701,api_i5,,autor_id
17781,34,Deputado Roosevelt Vilela,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20702,api_i5,,autor_id
17782,67,Deputado Rogério Morro da Cruz,PSD,1,apresentou uma proposição,2024-08-01,2024,34,9,20703,api_i5,,autor_id
17783,67,Deputado Rogério Morro da Cruz,PSD,1,apresentou uma proposição,2024-09-18,2024,34,9,20704,api_i5,,autor_id
17784,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20705,api_i5,,autor_id
17785,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20706,api_i5,,autor_id
17786,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20707,api_i5,,autor_id
17787,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20708,api_i5,,autor_id
17788,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20709,api_i5,,autor_id
17789,25,Deputado João Cardoso ,AVANTE,1,apresentou uma proposição,2024-08-01,2024,34,9,20710,api_i5,,autor_id
17790,30,Deputado Martins Machado,REPUBLICANOS,1,apresentou uma proposição,2024-08-01,2024,34,9,20710,api_i5,,autor_id
17791,59,Deputado Pastor Daniel de Castro,PP,1,apresentou uma proposição,2024-08-01,2024,34,9,20710,api_i5,,autor_id
17792,61,Deputada Doutora Jane,REPUBLICANOS,1,apresentou uma proposição,2024-08-01,2024,34,9,20710,api_i5,,autor_id
17793,64,Deputada Paula Belmonte,INVÁLIDO,1,apresentou uma proposição,2024-08-01,2024,34,9,20710,api_i5,,autor_id
17794,67,Deputado Rogério Morro da Cruz,PSD,1,apresentou uma proposição,2024-08-01,2024,34,9,20710,api_i5,,autor_id
17795,68,Deputado Gabriel Magno,PT,1,apresentou uma proposição,2024-08-01,2024,34,9,20710,api_i5,,autor_id
17796,68,Deputado Gabriel Magno,PT,1,apresentou uma proposição,2024-08-01,2024,34,9,20711,api_i5,,autor_id
17797,61,Deputada Doutora Jane,REPUBLICANOS,1,apresentou uma proposição,2024-08-01,2024,34,9,20712,api_i5,,autor_id
17798,61,Deputada Doutora Jane,REPUBLICANOS,1,apresentou uma proposição,2024-08-01,2024,34,9,20713,api_i5,,autor_id
17799,60,Deputada Dayse Amarilio,PSB,1,apresentou uma proposição,2024-08-01,2024,34,9,20714,api_i5,,autor_id
17800,59,Deputado Pastor Daniel de Castro,PP,1,apresentou uma proposição,2024-08-01,2024,34,9,20715,api_i5,,autor_id
17801,59,Deputado Pastor Daniel de Castro,PP,1,apresentou uma proposição,2024-08-01,2024,34,9,20716,api_i5,,autor_id
17802,60,Deputada Dayse Amarilio,PSB,1,apresentou uma proposição,2024-08-01,2024,34,9,20717,api_i5,,autor_id
17803,60,Deputada Dayse Amarilio,PSB,1,apresentou uma proposição,2024-08-01,2024,34,9,20718,api_i5,,autor_id
17804,60,Deputada Dayse Amarilio,PSB,1,apresentou uma proposição,2024-08-01,2024,34,9,20719,api_i5,,autor_id
17805,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20720,api_i5,,autor_id
17806,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20721,api_i5,,autor_id
17807,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20722,api_i5,,autor_id
17808,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20723,api_i5,,autor_id
17809,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2024-08-01,2024,34,9,20724,api_i5,,autor_id
17810,60,Deputada Dayse Amarilio,PSB,1,apresentou uma proposição,2024-08-01,2024,34,9,20726,api_i5,,autor_id
17811,63,Deputado Max Maciel,PSOL,1,apresentou uma proposição,2024-08-01,2024,34,9,20727,api_i5,,autor_id
17812,61,Deputada Doutora Jane,REPUBLICANOS,1,apresentou uma proposição,2024-08-01,2024,34,9,20729,api_i5,,autor_id
