sk_ato,documento_id,proposicao_id,comissao_sigla,marca,assinou,data_documento
88158,98131,15738,CDESCTMAT,favoravel,0,2023-10-19
88159,98131,15738,CDESCTMAT,favoravel,1,2023-10-19
88160,98131,15738,CDESCTMAT,favoravel,1,2023-10-19
88161,98131,15738,CDESCTMAT,,0,2023-10-19
88162,98131,15738,CDESCTMAT,favoravel,1,2023-10-19
88163,98131,15738,CDESCTMAT,,0,2023-10-19
88164,98131,15738,CDESCTMAT,,0,2023-10-19
88165,98131,15738,CDESCTMAT,,0,2023-10-19
88166,98131,15738,CDESCTMAT,,0,2023-10-19
88167,98131,15738,CDESCTMAT,,0,2023-10-19
88168,289740,18857,CAS,favoravel,0,2025-03-14
88169,289740,18857,CAS,favoravel,0,2025-03-14
88170,289740,18857,CAS,,0,2025-03-14
88171,289740,18857,CAS,favoravel,0,2025-03-14
88172,289740,18857,CAS,,0,2025-03-14
88173,289740,18857,CAS,,0,2025-03-14
88174,289740,18857,CAS,,0,2025-03-14
88175,289740,18857,CAS,,0,2025-03-14
88176,289740,18857,CAS,,0,2025-03-14
88177,289740,18857,CAS,,0,2025-03-14
88178,306242,18857,CDDHCLP,favoravel,1,2025-08-15
88179,306242,18857,CDDHCLP,,0,2025-08-15
88180,306242,18857,CDDHCLP,favoravel,0,2025-08-15
88181,306242,18857,CDDHCLP,favoravel,0,2025-08-15
88182,306242,18857,CDDHCLP,favoravel,0,2025-08-15
88183,306242,18857,CDDHCLP,,0,2025-08-15
88184,306242,18857,CDDHCLP,,0,2025-08-15
88185,306242,18857,CDDHCLP,,0,2025-08-15
88186,306242,18857,CDDHCLP,,0,2025-08-15
88187,306242,18857,CDDHCLP,,0,2025-08-15
88188,343110,158713,CSA,favoravel,0,2026-09-10
88189,343110,158713,CSA,favoravel,0,2026-09-10
88190,343110,158713,CSA,favoravel,0,2026-09-10
88191,343110,158713,CSA,favoravel,0,2026-09-10
88192,343110,158713,CSA,favoravel,0,2026-09-10
88193,343110,158713,CSA,,0,2026-09-10
88194,343110,158713,CSA,,0,2026-09-10
88195,343110,158713,CSA,,0,2026-09-10
88196,343110,158713,CSA,,0,2026-09-10
88197,343110,158713,CSA,,0,2026-09-10
88198,85478,14005,CAS,favoravel,1,2023-08-23
88199,85478,14005,CAS,favoravel,1,2023-08-23
88200,85478,14005,CAS,,0,2023-08-23
88201,85478,14005,CAS,favoravel,1,2023-08-23
88202,85478,14005,CAS,,0,2023-08-23
88203,85478,14005,CAS,,0,2023-08-23
88204,85478,14005,CAS,,0,2023-08-23
88205,85478,14005,CAS,,0,2023-08-23
88206,85478,14005,CAS,,0,2023-08-23
88207,279143,22103,CAS,favoravel,0,2024-11-29
88208,279143,22103,CAS,favoravel,1,2024-11-29
88209,279143,22103,CAS,,0,2024-11-29
88210,279143,22103,CAS,,0,2024-11-29
88211,279143,22103,CAS,,0,2024-11-29
88212,279143,22103,CAS,,0,2024-11-29
88213,279143,22103,CAS,,0,2024-11-29
88214,279143,22103,CAS,,0,2024-11-29
88215,279143,22103,CAS,,0,2024-11-29
88216,76454,11134,CTMU,favoravel,1,2023-05-31
88217,76454,11134,CTMU,favoravel,1,2023-05-31
88218,76454,11134,CTMU,favoravel,1,2023-05-31
88219,76454,11134,CTMU,favoravel,1,2023-05-31
88220,76454,11134,CTMU,favoravel,1,2023-05-31
88221,76454,11134,CTMU,,0,2023-05-31
88222,76454,11134,CTMU,,0,2023-05-31
88223,76454,11134,CTMU,,0,2023-05-31
88224,76454,11134,CTMU,,0,2023-05-31
88225,78255,11134,CTMU,favoravel,1,2023-06-13
88226,78255,11134,CTMU,favoravel,1,2023-06-13
88227,78255,11134,CTMU,favoravel,1,2023-06-13
88228,78255,11134,CTMU,favoravel,1,2023-06-13
88229,78255,11134,CTMU,favoravel,1,2023-06-13
88230,78255,11134,CTMU,,0,2023-06-13
88231,78255,11134,CTMU,,0,2023-06-13
88232,78255,11134,CTMU,,0,2023-06-13
88233,78255,11134,CTMU,,0,2023-06-13
88234,79965,9200,CDESCTMAT,favoravel,1,2023-06-23
88235,79965,9200,CDESCTMAT,,0,2023-06-23
88236,79965,9200,CDESCTMAT,favoravel,1,2023-06-23
88237,79965,9200,CDESCTMAT,,0,2023-06-23
88238,79965,9200,CDESCTMAT,favoravel,1,2023-06-23
88239,79965,9200,CDESCTMAT,,0,2023-06-23
88240,79965,9200,CDESCTMAT,,0,2023-06-23
88241,79965,9200,CDESCTMAT,,0,2023-06-23
88242,79965,9200,CDESCTMAT,,0,2023-06-23
88243,79965,9200,CDESCTMAT,,0,2023-06-23
88244,98822,14427,CAS,favoravel,1,2023-10-25
88245,98822,14427,CAS,favoravel,1,2023-10-25
88246,98822,14427,CAS,favoravel,1,2023-10-25
88247,98822,14427,CAS,,0,2023-10-25
88248,98822,14427,CAS,,0,2023-10-25
88249,98822,14427,CAS,,0,2023-10-25
88250,98822,14427,CAS,,0,2023-10-25
88251,98822,14427,CAS,,0,2023-10-25
88252,98822,14427,CAS,,0,2023-10-25
88253,128185,13755,CAS,favoravel,1,2024-08-09
88254,128185,13755,CAS,,0,2024-08-09
88255,128185,13755,CAS,favoravel,1,2024-08-09
88256,128185,13755,CAS,,0,2024-08-09
88257,128185,13755,CAS,,0,2024-08-09
88258,128185,13755,CAS,,0,2024-08-09
88259,128185,13755,CAS,,0,2024-08-09
88260,128185,13755,CAS,,0,2024-08-09
88261,128185,13755,CAS,,0,2024-08-09
88262,295046,13755,CEOF,favoravel,1,2025-05-06
88263,295046,13755,CEOF,,0,2025-05-06
88264,295046,13755,CEOF,,0,2025-05-06
88265,295046,13755,CEOF,,0,2025-05-06
88266,295046,13755,CEOF,favoravel,0,2025-05-06
88267,295046,13755,CEOF,,0,2025-05-06
88268,295046,13755,CEOF,favoravel,0,2025-05-06
88269,295046,13755,CEOF,,0,2025-05-06
88270,295046,13755,CEOF,,0,2025-05-06
88271,295046,13755,CEOF,,0,2025-05-06
88272,124561,18172,CS,favoravel,1,2024-06-12
88273,124561,18172,CS,favoravel,1,2024-06-12
88274,124561,18172,CS,favoravel,1,2024-06-12
88275,124561,18172,CS,,0,2024-06-12
88276,124561,18172,CS,,0,2024-06-12
88277,124561,18172,CS,,0,2024-06-12
88278,124561,18172,CS,,0,2024-06-12
88279,124561,18172,CS,,0,2024-06-12
88280,124561,18172,CS,,0,2024-06-12
88281,124561,18172,CS,,0,2024-06-12
88282,137912,18172,CCJ,favoravel,0,2024-10-17
88283,137912,18172,CCJ,,0,2024-10-17
88284,137912,18172,CCJ,favoravel,1,2024-10-17
88285,137912,18172,CCJ,,0,2024-10-17
88286,137912,18172,CCJ,favoravel,1,2024-10-17
88287,137912,18172,CCJ,,0,2024-10-17
88288,137912,18172,CCJ,,0,2024-10-17
88289,137912,18172,CCJ,,0,2024-10-17
88290,137912,18172,CCJ,,0,2024-10-17
88291,137912,18172,CCJ,,0,2024-10-17
88292,96470,16068,CEOF,favoravel,1,2023-10-07
88293,96470,16068,CEOF,favoravel,1,2023-10-07
88294,96470,16068,CEOF,favoravel,1,2023-10-07
88295,96470,16068,CEOF,favoravel,1,2023-10-07
88296,96470,16068,CEOF,favoravel,1,2023-10-07
88297,96470,16068,CEOF,,0,2023-10-07
88298,96470,16068,CEOF,,0,2023-10-07
88299,96470,16068,CEOF,,0,2023-10-07
88300,96470,16068,CEOF,,0,2023-10-07
88301,96470,16068,CEOF,,0,2023-10-07
88302,102504,16068,CEOF,favoravel,1,2023-11-13
88303,102504,16068,CEOF,,0,2023-11-13
88304,102504,16068,CEOF,favoravel,1,2023-11-13
88305,102504,16068,CEOF,favoravel,1,2023-11-13
88306,102504,16068,CEOF,favoravel,1,2023-11-13
88307,102504,16068,CEOF,,0,2023-11-13
88308,102504,16068,CEOF,,0,2023-11-13
88309,102504,16068,CEOF,,0,2023-11-13
88310,102504,16068,CEOF,,0,2023-11-13
88311,102504,16068,CEOF,,0,2023-11-13
88312,102507,16068,CEOF,favoravel,1,2023-11-13
88313,102507,16068,CEOF,,0,2023-11-13
88314,102507,16068,CEOF,favoravel,1,2023-11-13
88315,102507,16068,CEOF,favoravel,1,2023-11-13
88316,102507,16068,CEOF,favoravel,1,2023-11-13
88317,102507,16068,CEOF,,0,2023-11-13
88318,102507,16068,CEOF,,0,2023-11-13
88319,102507,16068,CEOF,,0,2023-11-13
88320,102507,16068,CEOF,,0,2023-11-13
88321,102507,16068,CEOF,,0,2023-11-13
88322,102495,16068,CEOF,favoravel,1,2023-11-13
88323,102495,16068,CEOF,favoravel,1,2023-11-13
88324,102495,16068,CEOF,favoravel,1,2023-11-13
88325,102495,16068,CEOF,favoravel,1,2023-11-13
88326,102495,16068,CEOF,favoravel,1,2023-11-13
88327,102495,16068,CEOF,,0,2023-11-13
88328,102495,16068,CEOF,,0,2023-11-13
88329,102495,16068,CEOF,,0,2023-11-13
88330,102495,16068,CEOF,,0,2023-11-13
88331,102495,16068,CEOF,,0,2023-11-13
88332,102502,16068,CEOF,favoravel,1,2023-11-13
88333,102502,16068,CEOF,favoravel,1,2023-11-13
88334,102502,16068,CEOF,favoravel,1,2023-11-13
88335,102502,16068,CEOF,favoravel,1,2023-11-13
88336,102502,16068,CEOF,favoravel,1,2023-11-13
88337,102502,16068,CEOF,,0,2023-11-13
88338,102502,16068,CEOF,,0,2023-11-13
88339,102502,16068,CEOF,,0,2023-11-13
88340,102502,16068,CEOF,,0,2023-11-13
88341,102502,16068,CEOF,,0,2023-11-13
88342,105580,16068,CEOF,favoravel,1,2023-11-28
88343,105580,16068,CEOF,favoravel,1,2023-11-28
88344,105580,16068,CEOF,favoravel,1,2023-11-28
88345,105580,16068,CEOF,favoravel,1,2023-11-28
88346,105580,16068,CEOF,favoravel,1,2023-11-28
88347,105580,16068,CEOF,,0,2023-11-28
88348,105580,16068,CEOF,,0,2023-11-28
88349,105580,16068,CEOF,,0,2023-11-28
88350,105580,16068,CEOF,,0,2023-11-28
88351,105580,16068,CEOF,,0,2023-11-28
88352,313989,154331,CSA,favoravel,0,2025-10-14
88353,313989,154331,CSA,,0,2025-10-14
88354,313989,154331,CSA,favoravel,0,2025-10-14
88355,313989,154331,CSA,favoravel,0,2025-10-14
88356,313989,154331,CSA,,0,2025-10-14
88357,313989,154331,CSA,,0,2025-10-14
88358,313989,154331,CSA,,0,2025-10-14
88359,313989,154331,CSA,,0,2025-10-14
88360,313989,154331,CSA,,0,2025-10-14
88361,79954,13896,CEOF,favoravel,1,2023-06-23
88362,79954,13896,CEOF,favoravel,1,2023-06-23
88363,79954,13896,CEOF,,0,2023-06-23
88364,79954,13896,CEOF,favoravel,0,2023-06-23
88365,79954,13896,CEOF,,0,2023-06-23
88366,79954,13896,CEOF,,0,2023-06-23
88367,79954,13896,CEOF,,0,2023-06-23
88368,79954,13896,CEOF,,0,2023-06-23
88369,79954,13896,CEOF,,0,2023-06-23
88370,79954,13896,CEOF,,0,2023-06-23
88371,80240,13896,CEOF,favoravel,1,2023-06-27
88372,80240,13896,CEOF,favoravel,1,2023-06-27
88373,80240,13896,CEOF,,0,2023-06-27
88374,80240,13896,CEOF,favoravel,1,2023-06-27
88375,80240,13896,CEOF,,0,2023-06-27
88376,80240,13896,CEOF,,0,2023-06-27
88377,80240,13896,CEOF,,0,2023-06-27
88378,80240,13896,CEOF,,0,2023-06-27
88379,80240,13896,CEOF,,0,2023-06-27
88380,80240,13896,CEOF,,0,2023-06-27
88381,79456,12391,CEC,favoravel,1,2023-06-21
88382,79456,12391,CEC,favoravel,1,2023-06-21
88383,79456,12391,CEC,favoravel,1,2023-06-21
88384,79456,12391,CEC,,0,2023-06-21
88385,79456,12391,CEC,favoravel,1,2023-06-21
88386,79456,12391,CEC,,0,2023-06-21
88387,79456,12391,CEC,,0,2023-06-21
88388,79456,12391,CEC,,0,2023-06-21
88389,79456,12391,CEC,,0,2023-06-21
88390,137951,12391,CCJ,favoravel,0,2024-10-17
88391,137951,12391,CCJ,,0,2024-10-17
88392,137951,12391,CCJ,favoravel,1,2024-10-17
88393,137951,12391,CCJ,,0,2024-10-17
88394,137951,12391,CCJ,favoravel,1,2024-10-17
88395,137951,12391,CCJ,,0,2024-10-17
88396,137951,12391,CCJ,,0,2024-10-17
88397,137951,12391,CCJ,,0,2024-10-17
88398,137951,12391,CCJ,,0,2024-10-17
88399,137951,12391,CCJ,,0,2024-10-17
88400,289329,21863,CS,favoravel,1,2025-03-11
88401,289329,21863,CS,,0,2025-03-11
88402,289329,21863,CS,favoravel,0,2025-03-11
88403,289329,21863,CS,,0,2025-03-11
88404,289329,21863,CS,favoravel,0,2025-03-11
88405,289329,21863,CS,,0,2025-03-11
88406,289329,21863,CS,,0,2025-03-11
88407,289329,21863,CS,,0,2025-03-11
88408,289329,21863,CS,,0,2025-03-11
88409,289329,21863,CS,,0,2025-03-11
88410,38844,6124,CAS,favoravel,0,2022-04-11
88411,38844,6124,CAS,favoravel,1,2022-04-11
88412,38844,6124,CAS,,0,2022-04-11
88413,38844,6124,CAS,favoravel,1,2022-04-11
88414,38844,6124,CAS,,0,2022-04-11
88415,38844,6124,CAS,,0,2022-04-11
88416,38844,6124,CAS,,0,2022-04-11
88417,104005,6124,CEOF,favoravel,1,2023-11-21
88418,104005,6124,CEOF,favoravel,1,2023-11-21
88419,104005,6124,CEOF,,0,2023-11-21
88420,104005,6124,CEOF,favoravel,1,2023-11-21
88421,104005,6124,CEOF,favoravel,1,2023-11-21
88422,104005,6124,CEOF,,0,2023-11-21
88423,104005,6124,CEOF,,0,2023-11-21
88424,104005,6124,CEOF,,0,2023-11-21
88425,104005,6124,CEOF,,0,2023-11-21
88426,104005,6124,CEOF,,0,2023-11-21
88427,138249,22042,CDESCTMAT,favoravel,0,2024-10-18
88428,138249,22042,CDESCTMAT,favoravel,1,2024-10-18
88429,138249,22042,CDESCTMAT,,0,2024-10-18
88430,138249,22042,CDESCTMAT,favoravel,1,2024-10-18
88431,138249,22042,CDESCTMAT,favoravel,1,2024-10-18
88432,138249,22042,CDESCTMAT,,0,2024-10-18
88433,138249,22042,CDESCTMAT,,0,2024-10-18
88434,138249,22042,CDESCTMAT,,0,2024-10-18
88435,138249,22042,CDESCTMAT,,0,2024-10-18
88436,138249,22042,CDESCTMAT,,0,2024-10-18
88437,113808,17130,CAS,favoravel,1,2024-03-12
88438,113808,17130,CAS,favoravel,1,2024-03-12
88439,113808,17130,CAS,,0,2024-03-12
88440,113808,17130,CAS,favoravel,1,2024-03-12
88441,113808,17130,CAS,,0,2024-03-12
88442,113808,17130,CAS,,0,2024-03-12
88443,113808,17130,CAS,,0,2024-03-12
88444,113808,17130,CAS,,0,2024-03-12
88445,113808,17130,CAS,,0,2024-03-12
88446,121839,17130,CCJ,favoravel,1,2024-05-20
88447,121839,17130,CCJ,favoravel,1,2024-05-20
88448,121839,17130,CCJ,favoravel,1,2024-05-20
88449,121839,17130,CCJ,,0,2024-05-20
88450,121839,17130,CCJ,favoravel,1,2024-05-20
88451,121839,17130,CCJ,,0,2024-05-20
88452,121839,17130,CCJ,,0,2024-05-20
88453,121839,17130,CCJ,,0,2024-05-20
88454,121839,17130,CCJ,,0,2024-05-20
88455,121839,17130,CCJ,,0,2024-05-20
88456,116904,15298,CAS,favoravel,1,2024-04-09
88457,116904,15298,CAS,favoravel,1,2024-04-09
88458,116904,15298,CAS,,0,2024-04-09
88459,116904,15298,CAS,favoravel,1,2024-04-09
88460,116904,15298,CAS,,0,2024-04-09
88461,116904,15298,CAS,,0,2024-04-09
88462,116904,15298,CAS,,0,2024-04-09
88463,116904,15298,CAS,,0,2024-04-09
88464,116904,15298,CAS,,0,2024-04-09
88465,290554,9432,CAS,favoravel,0,2025-03-24
88466,290554,9432,CAS,favoravel,0,2025-03-24
88467,290554,9432,CAS,,0,2025-03-24
88468,290554,9432,CAS,favoravel,0,2025-03-24
88469,290554,9432,CAS,,0,2025-03-24
88470,290554,9432,CAS,,0,2025-03-24
88471,290554,9432,CAS,,0,2025-03-24
88472,290554,9432,CAS,,0,2025-03-24
88473,290554,9432,CAS,,0,2025-03-24
88474,290554,9432,CAS,,0,2025-03-24
88475,314279,9432,CDDHCLP,favoravel,1,2025-10-17
88476,314279,9432,CDDHCLP,favoravel,0,2025-10-17
88477,314279,9432,CDDHCLP,favoravel,0,2025-10-17
88478,314279,9432,CDDHCLP,,0,2025-10-17
88479,314279,9432,CDDHCLP,,0,2025-10-17
88480,314279,9432,CDDHCLP,,0,2025-10-17
88481,314279,9432,CDDHCLP,,0,2025-10-17
88482,314279,9432,CDDHCLP,,0,2025-10-17
88483,314279,9432,CDDHCLP,,0,2025-10-17
88484,314279,9432,CDDHCLP,,0,2025-10-17
88485,316024,9432,CDDHCLP,favoravel,1,2025-10-30
88486,316024,9432,CDDHCLP,favoravel,0,2025-10-30
88487,316024,9432,CDDHCLP,favoravel,0,2025-10-30
88488,316024,9432,CDDHCLP,,0,2025-10-30
88489,316024,9432,CDDHCLP,,0,2025-10-30
88490,316024,9432,CDDHCLP,,0,2025-10-30
88491,316024,9432,CDDHCLP,,0,2025-10-30
88492,316024,9432,CDDHCLP,,0,2025-10-30
88493,316024,9432,CDDHCLP,,0,2025-10-30
88494,316024,9432,CDDHCLP,,0,2025-10-30
88495,131593,12853,CEC,favoravel,1,2024-09-09
88496,131593,12853,CEC,,0,2024-09-09
88497,131593,12853,CEC,favoravel,1,2024-09-09
88498,131593,12853,CEC,favoravel,1,2024-09-09
88499,131593,12853,CEC,favoravel,1,2024-09-09
88500,131593,12853,CEC,,0,2024-09-09
88501,131593,12853,CEC,,0,2024-09-09
88502,131593,12853,CEC,,0,2024-09-09
88503,131593,12853,CEC,,0,2024-09-09
88504,131593,12853,CEC,,0,2024-09-09
88505,321784,154954,CSA,favoravel,0,2025-12-05
88506,321784,154954,CSA,favoravel,0,2025-12-05
88507,321784,154954,CSA,favoravel,0,2025-12-05
88508,321784,154954,CSA,favoravel,0,2025-12-05
88509,321784,154954,CSA,,0,2025-12-05
88510,321784,154954,CSA,,0,2025-12-05
88511,321784,154954,CSA,,0,2025-12-05
88512,321784,154954,CSA,,0,2025-12-05
88513,321784,154954,CSA,,0,2025-12-05
88514,290607,151396,CAS,favoravel,0,2025-03-24
88515,290607,151396,CAS,favoravel,0,2025-03-24
88516,290607,151396,CAS,,0,2025-03-24
88517,290607,151396,CAS,favoravel,0,2025-03-24
88518,290607,151396,CAS,,0,2025-03-24
88519,290607,151396,CAS,,0,2025-03-24
88520,290607,151396,CAS,,0,2025-03-24
88521,290607,151396,CAS,,0,2025-03-24
88522,290607,151396,CAS,,0,2025-03-24
88523,290607,151396,CAS,,0,2025-03-24
88524,61374,9207,CAF,favoravel,0,2023-03-09
88525,61374,9207,CAF,favoravel,1,2023-03-09
88526,61374,9207,CAF,favoravel,1,2023-03-09
88527,61374,9207,CAF,favoravel,1,2023-03-09
88528,61374,9207,CAF,,0,2023-03-09
88529,61374,9207,CAF,,0,2023-03-09
88530,61374,9207,CAF,,0,2023-03-09
88531,61374,9207,CAF,,0,2023-03-09
88532,61374,9207,CAF,,0,2023-03-09
88533,61374,9207,CAF,,0,2023-03-09
88534,321794,154965,CSA,favoravel,0,2025-12-05
88535,321794,154965,CSA,favoravel,0,2025-12-05
88536,321794,154965,CSA,favoravel,0,2025-12-05
88537,321794,154965,CSA,favoravel,0,2025-12-05
88538,321794,154965,CSA,,0,2025-12-05
88539,321794,154965,CSA,,0,2025-12-05
88540,321794,154965,CSA,,0,2025-12-05
88541,321794,154965,CSA,,0,2025-12-05
88542,321794,154965,CSA,,0,2025-12-05
88543,50452,8963,CCJ,favoravel,0,2022-10-26
88544,50452,8963,CCJ,,0,2022-10-26
88545,50452,8963,CCJ,,0,2022-10-26
88546,50452,8963,CCJ,favoravel,0,2022-10-26
88547,50452,8963,CCJ,favoravel,1,2022-10-26
88548,50452,8963,CCJ,,0,2022-10-26
88549,50452,8963,CCJ,,0,2022-10-26
88550,50452,8963,CCJ,,0,2022-10-26
88551,50452,8963,CCJ,,0,2022-10-26
88552,50452,8963,CCJ,,0,2022-10-26
88553,116687,18738,CEC,favoravel,1,2024-04-05
88554,116687,18738,CEC,favoravel,1,2024-04-05
88555,116687,18738,CEC,favoravel,1,2024-04-05
88556,116687,18738,CEC,,0,2024-04-05
88557,116687,18738,CEC,,0,2024-04-05
88558,116687,18738,CEC,,0,2024-04-05
88559,116687,18738,CEC,,0,2024-04-05
88560,116687,18738,CEC,,0,2024-04-05
88561,116687,18738,CEC,,0,2024-04-05
88562,116687,18738,CEC,,0,2024-04-05
88563,42462,6676,CEC,favoravel,0,2022-05-12
88564,42462,6676,CEC,favoravel,0,2022-05-12
88565,42462,6676,CEC,,0,2022-05-12
88566,42462,6676,CEC,,0,2022-05-12
88567,42462,6676,CEC,favoravel,0,2022-05-12
88568,42462,6676,CEC,,0,2022-05-12
88569,42462,6676,CEC,,0,2022-05-12
88570,42462,6676,CEC,,0,2022-05-12
88571,42462,6676,CEC,,0,2022-05-12
88572,62272,6676,CAS,favoravel,1,2023-03-15
88573,62272,6676,CAS,favoravel,1,2023-03-15
88574,62272,6676,CAS,,0,2023-03-15
88575,62272,6676,CAS,favoravel,1,2023-03-15
88576,62272,6676,CAS,,0,2023-03-15
88577,62272,6676,CAS,,0,2023-03-15
88578,62272,6676,CAS,,0,2023-03-15
88579,62272,6676,CAS,,0,2023-03-15
88580,62272,6676,CAS,,0,2023-03-15
88581,303748,12371,CAS,favoravel,0,2025-06-23
88582,303748,12371,CAS,favoravel,0,2025-06-23
88583,303748,12371,CAS,,0,2025-06-23
88584,303748,12371,CAS,,0,2025-06-23
88585,303748,12371,CAS,favoravel,0,2025-06-23
88586,303748,12371,CAS,,0,2025-06-23
88587,303748,12371,CAS,,0,2025-06-23
88588,303748,12371,CAS,,0,2025-06-23
88589,303748,12371,CAS,,0,2025-06-23
88590,303748,12371,CAS,,0,2025-06-23
88591,79647,12017,CEC,favoravel,1,2023-06-21
88592,79647,12017,CEC,,0,2023-06-21
88593,79647,12017,CEC,favoravel,1,2023-06-21
88594,79647,12017,CEC,favoravel,1,2023-06-21
88595,79647,12017,CEC,favoravel,1,2023-06-21
88596,79647,12017,CEC,,0,2023-06-21
88597,79647,12017,CEC,,0,2023-06-21
88598,79647,12017,CEC,,0,2023-06-21
88599,79647,12017,CEC,,0,2023-06-21
88600,92973,12017,CAS,favoravel,1,2023-09-27
88601,92973,12017,CAS,favoravel,1,2023-09-27
88602,92973,12017,CAS,,0,2023-09-27
88603,92973,12017,CAS,,0,2023-09-27
88604,92973,12017,CAS,,0,2023-09-27
88605,92973,12017,CAS,,0,2023-09-27
88606,92973,12017,CAS,,0,2023-09-27
88607,92973,12017,CAS,,0,2023-09-27
88608,92973,12017,CAS,,0,2023-09-27
88609,60233,10554,CAS,favoravel,1,2023-03-01
88610,60233,10554,CAS,favoravel,1,2023-03-01
88611,60233,10554,CAS,,0,2023-03-01
88612,60233,10554,CAS,favoravel,1,2023-03-01
88613,60233,10554,CAS,,0,2023-03-01
88614,60233,10554,CAS,,0,2023-03-01
88615,60233,10554,CAS,favoravel,1,2023-03-01
88616,60233,10554,CAS,,0,2023-03-01
88617,60233,10554,CAS,,0,2023-03-01
88618,286918,20415,CEC,favoravel,1,2025-02-21
88619,286918,20415,CEC,favoravel,0,2025-02-21
88620,286918,20415,CEC,favoravel,0,2025-02-21
88621,286918,20415,CEC,,0,2025-02-21
88622,286918,20415,CEC,favoravel,0,2025-02-21
88623,286918,20415,CEC,,0,2025-02-21
88624,286918,20415,CEC,,0,2025-02-21
88625,286918,20415,CEC,,0,2025-02-21
88626,286918,20415,CEC,,0,2025-02-21
88627,286918,20415,CEC,,0,2025-02-21
88628,303716,20415,CCJ,favoravel,0,2025-06-23
88629,303716,20415,CCJ,favoravel,0,2025-06-23
88630,303716,20415,CCJ,,0,2025-06-23
88631,303716,20415,CCJ,favoravel,0,2025-06-23
88632,303716,20415,CCJ,favoravel,0,2025-06-23
88633,303716,20415,CCJ,,0,2025-06-23
88634,303716,20415,CCJ,,0,2025-06-23
88635,303716,20415,CCJ,,0,2025-06-23
88636,303716,20415,CCJ,,0,2025-06-23
88637,303716,20415,CCJ,,0,2025-06-23
88638,70840,10468,CCJ,favoravel,1,2023-05-09
88639,70840,10468,CCJ,favoravel,1,2023-05-09
88640,70840,10468,CCJ,favoravel,1,2023-05-09
88641,70840,10468,CCJ,favoravel,1,2023-05-09
88642,70840,10468,CCJ,favoravel,1,2023-05-09
88643,70840,10468,CCJ,,0,2023-05-09
88644,70840,10468,CCJ,,0,2023-05-09
88645,70840,10468,CCJ,,0,2023-05-09
88646,70840,10468,CCJ,,0,2023-05-09
88647,70840,10468,CCJ,,0,2023-05-09
88648,68860,11659,CS,favoravel,1,2023-04-24
88649,68860,11659,CS,favoravel,1,2023-04-24
88650,68860,11659,CS,,0,2023-04-24
88651,68860,11659,CS,,0,2023-04-24
88652,68860,11659,CS,,0,2023-04-24
88653,68860,11659,CS,,0,2023-04-24
88654,68860,11659,CS,,0,2023-04-24
88655,68860,11659,CS,favoravel,1,2023-04-24
88656,68860,11659,CS,,0,2023-04-24
88657,68860,11659,CS,,0,2023-04-24
88658,83421,13538,CAS,favoravel,1,2023-08-09
88659,83421,13538,CAS,favoravel,1,2023-08-09
88660,83421,13538,CAS,favoravel,1,2023-08-09
88661,83421,13538,CAS,,0,2023-08-09
88662,83421,13538,CAS,,0,2023-08-09
88663,83421,13538,CAS,,0,2023-08-09
88664,83421,13538,CAS,,0,2023-08-09
88665,83421,13538,CAS,,0,2023-08-09
88666,83421,13538,CAS,,0,2023-08-09
88667,295299,151198,CTMU,favoravel,1,2025-05-07
88668,295299,151198,CTMU,favoravel,0,2025-05-07
88669,295299,151198,CTMU,favoravel,0,2025-05-07
88670,295299,151198,CTMU,favoravel,0,2025-05-07
88671,295299,151198,CTMU,favoravel,0,2025-05-07
88672,295299,151198,CTMU,,0,2025-05-07
88673,295299,151198,CTMU,,0,2025-05-07
88674,295299,151198,CTMU,,0,2025-05-07
88675,295299,151198,CTMU,,0,2025-05-07
88676,295299,151198,CTMU,,0,2025-05-07
88677,324684,151198,CEOF,favoravel,1,2026-02-06
88678,324684,151198,CEOF,,0,2026-02-06
88679,324684,151198,CEOF,favoravel,0,2026-02-06
88680,324684,151198,CEOF,,0,2026-02-06
88681,324684,151198,CEOF,favoravel,0,2026-02-06
88682,324684,151198,CEOF,,0,2026-02-06
88683,324684,151198,CEOF,,0,2026-02-06
88684,324684,151198,CEOF,,0,2026-02-06
88685,324684,151198,CEOF,,0,2026-02-06
88686,324684,151198,CEOF,,0,2026-02-06
88687,301109,150861,CPRA,favoravel,0,2025-06-02
88688,301109,150861,CPRA,,0,2025-06-02
88689,301109,150861,CPRA,favoravel,0,2025-06-02
88690,301109,150861,CPRA,favoravel,0,2025-06-02
88691,301109,150861,CPRA,,0,2025-06-02
88692,301109,150861,CPRA,,0,2025-06-02
88693,301109,150861,CPRA,,0,2025-06-02
88694,301109,150861,CPRA,,0,2025-06-02
88695,301109,150861,CPRA,,0,2025-06-02
88696,301109,150861,CPRA,,0,2025-06-02
88697,301295,150861,CPRA,favoravel,0,2025-06-04
88698,301295,150861,CPRA,,0,2025-06-04
88699,301295,150861,CPRA,favoravel,0,2025-06-04
88700,301295,150861,CPRA,favoravel,0,2025-06-04
88701,301295,150861,CPRA,,0,2025-06-04
88702,301295,150861,CPRA,,0,2025-06-04
88703,301295,150861,CPRA,,0,2025-06-04
88704,301295,150861,CPRA,,0,2025-06-04
88705,301295,150861,CPRA,,0,2025-06-04
88706,301295,150861,CPRA,,0,2025-06-04
88707,295434,11174,CDESCTMAT,,0,2025-05-08
88708,295434,11174,CDESCTMAT,,0,2025-05-08
