sk_ato,documento_id,proposicao_id,comissao_sigla,marca,assinou,data_documento
91091,325848,20357,CAS,,0,2026-03-02
91092,325848,20357,CAS,,0,2026-03-02
91093,325848,20357,CAS,,0,2026-03-02
91094,325848,20357,CAS,,0,2026-03-02
91095,325848,20357,CAS,,0,2026-03-02
91096,68862,12147,CS,favoravel,1,2023-04-24
91097,68862,12147,CS,favoravel,1,2023-04-24
91098,68862,12147,CS,,0,2023-04-24
91099,68862,12147,CS,,0,2023-04-24
91100,68862,12147,CS,,0,2023-04-24
91101,68862,12147,CS,,0,2023-04-24
91102,68862,12147,CS,,0,2023-04-24
91103,68862,12147,CS,favoravel,1,2023-04-24
91104,68862,12147,CS,,0,2023-04-24
91105,68862,12147,CS,,0,2023-04-24
91106,307329,152540,CSA,favoravel,0,2025-08-28
91107,307329,152540,CSA,,0,2025-08-28
91108,307329,152540,CSA,favoravel,0,2025-08-28
91109,307329,152540,CSA,favoravel,0,2025-08-28
91110,307329,152540,CSA,,0,2025-08-28
91111,307329,152540,CSA,,0,2025-08-28
91112,307329,152540,CSA,,0,2025-08-28
91113,307329,152540,CSA,,0,2025-08-28
91114,307329,152540,CSA,,0,2025-08-28
91115,131606,17918,CEC,favoravel,1,2024-09-09
91116,131606,17918,CEC,,0,2024-09-09
91117,131606,17918,CEC,,0,2024-09-09
91118,131606,17918,CEC,favoravel,1,2024-09-09
91119,131606,17918,CEC,favoravel,1,2024-09-09
91120,131606,17918,CEC,,0,2024-09-09
91121,131606,17918,CEC,,0,2024-09-09
91122,131606,17918,CEC,,0,2024-09-09
91123,131606,17918,CEC,,0,2024-09-09
91124,131606,17918,CEC,,0,2024-09-09
91125,283098,17918,CCJ,favoravel,0,2025-02-10
91126,283098,17918,CCJ,favoravel,0,2025-02-10
91127,283098,17918,CCJ,,0,2025-02-10
91128,283098,17918,CCJ,favoravel,0,2025-02-10
91129,283098,17918,CCJ,favoravel,0,2025-02-10
91130,283098,17918,CCJ,,0,2025-02-10
91131,283098,17918,CCJ,,0,2025-02-10
91132,283098,17918,CCJ,,0,2025-02-10
91133,283098,17918,CCJ,,0,2025-02-10
91134,283098,17918,CCJ,,0,2025-02-10
91135,131563,16049,CAS,favoravel,1,2024-09-09
91136,131563,16049,CAS,favoravel,1,2024-09-09
91137,131563,16049,CAS,,0,2024-09-09
91138,131563,16049,CAS,favoravel,1,2024-09-09
91139,131563,16049,CAS,,0,2024-09-09
91140,131563,16049,CAS,,0,2024-09-09
91141,131563,16049,CAS,,0,2024-09-09
91142,131563,16049,CAS,,0,2024-09-09
91143,131563,16049,CAS,,0,2024-09-09
91144,283099,16049,CCJ,favoravel,0,2025-02-10
91145,283099,16049,CCJ,favoravel,0,2025-02-10
91146,283099,16049,CCJ,,0,2025-02-10
91147,283099,16049,CCJ,favoravel,0,2025-02-10
91148,283099,16049,CCJ,favoravel,0,2025-02-10
91149,283099,16049,CCJ,,0,2025-02-10
91150,283099,16049,CCJ,,0,2025-02-10
91151,283099,16049,CCJ,,0,2025-02-10
91152,283099,16049,CCJ,,0,2025-02-10
91153,283099,16049,CCJ,,0,2025-02-10
91154,98908,11682,CDDHCLP,favoravel,1,2023-10-26
91155,98908,11682,CDDHCLP,favoravel,1,2023-10-26
91156,98908,11682,CDDHCLP,favoravel,1,2023-10-26
91157,98908,11682,CDDHCLP,,0,2023-10-26
91158,98908,11682,CDDHCLP,,0,2023-10-26
91159,98908,11682,CDDHCLP,,0,2023-10-26
91160,98908,11682,CDDHCLP,,0,2023-10-26
91161,98908,11682,CDDHCLP,,0,2023-10-26
91162,98908,11682,CDDHCLP,,0,2023-10-26
91163,98908,11682,CDDHCLP,,0,2023-10-26
91164,306775,153268,CAS,favoravel,0,2025-08-21
91165,306775,153268,CAS,favoravel,0,2025-08-21
91166,306775,153268,CAS,,0,2025-08-21
91167,306775,153268,CAS,,0,2025-08-21
91168,306775,153268,CAS,favoravel,0,2025-08-21
91169,306775,153268,CAS,,0,2025-08-21
91170,306775,153268,CAS,,0,2025-08-21
91171,306775,153268,CAS,,0,2025-08-21
91172,306775,153268,CAS,,0,2025-08-21
91173,306775,153268,CAS,,0,2025-08-21
91174,79545,9973,CEC,favoravel,1,2023-06-21
91175,79545,9973,CEC,favoravel,1,2023-06-21
91176,79545,9973,CEC,,0,2023-06-21
91177,79545,9973,CEC,favoravel,1,2023-06-21
91178,79545,9973,CEC,favoravel,1,2023-06-21
91179,79545,9973,CEC,,0,2023-06-21
91180,79545,9973,CEC,,0,2023-06-21
91181,79545,9973,CEC,,0,2023-06-21
91182,79545,9973,CEC,,0,2023-06-21
91183,131851,9973,CAS,favoravel,1,2024-09-11
91184,131851,9973,CAS,favoravel,1,2024-09-11
91185,131851,9973,CAS,,0,2024-09-11
91186,131851,9973,CAS,favoravel,1,2024-09-11
91187,131851,9973,CAS,,0,2024-09-11
91188,131851,9973,CAS,,0,2024-09-11
91189,131851,9973,CAS,,0,2024-09-11
91190,131851,9973,CAS,,0,2024-09-11
91191,131851,9973,CAS,,0,2024-09-11
91192,293927,9973,CEOF,favoravel,1,2025-04-22
91193,293927,9973,CEOF,favoravel,0,2025-04-22
91194,293927,9973,CEOF,,0,2025-04-22
91195,293927,9973,CEOF,,0,2025-04-22
91196,293927,9973,CEOF,favoravel,0,2025-04-22
91197,293927,9973,CEOF,,0,2025-04-22
91198,293927,9973,CEOF,,0,2025-04-22
91199,293927,9973,CEOF,,0,2025-04-22
91200,293927,9973,CEOF,,0,2025-04-22
91201,293927,9973,CEOF,,0,2025-04-22
91202,342131,158479,CDESCTMAT,favoravel,0,2026-09-01
91203,342131,158479,CDESCTMAT,favoravel,0,2026-09-01
91204,342131,158479,CDESCTMAT,favoravel,0,2026-09-01
91205,342131,158479,CDESCTMAT,favoravel,0,2026-09-01
91206,342131,158479,CDESCTMAT,favoravel,0,2026-09-01
91207,342131,158479,CDESCTMAT,,0,2026-09-01
91208,342131,158479,CDESCTMAT,,0,2026-09-01
91209,342131,158479,CDESCTMAT,,0,2026-09-01
91210,342131,158479,CDESCTMAT,,0,2026-09-01
91211,342131,158479,CDESCTMAT,,0,2026-09-01
91212,307333,152974,CSA,favoravel,0,2025-08-28
91213,307333,152974,CSA,,0,2025-08-28
91214,307333,152974,CSA,favoravel,0,2025-08-28
91215,307333,152974,CSA,favoravel,0,2025-08-28
91216,307333,152974,CSA,,0,2025-08-28
91217,307333,152974,CSA,,0,2025-08-28
91218,307333,152974,CSA,,0,2025-08-28
91219,307333,152974,CSA,,0,2025-08-28
91220,307333,152974,CSA,,0,2025-08-28
91221,329537,151599,CDDHCLP,favoravel,1,2026-04-07
91222,329537,151599,CDDHCLP,favoravel,0,2026-04-07
91223,329537,151599,CDDHCLP,favoravel,0,2026-04-07
91224,329537,151599,CDDHCLP,favoravel,0,2026-04-07
91225,329537,151599,CDDHCLP,,0,2026-04-07
91226,329537,151599,CDDHCLP,,0,2026-04-07
91227,329537,151599,CDDHCLP,,0,2026-04-07
91228,329537,151599,CDDHCLP,,0,2026-04-07
91229,329537,151599,CDDHCLP,,0,2026-04-07
91230,329537,151599,CDDHCLP,,0,2026-04-07
91231,123837,19390,CFGTC,favoravel,1,2024-06-04
91232,123837,19390,CFGTC,,0,2024-06-04
91233,123837,19390,CFGTC,,0,2024-06-04
91234,123837,19390,CFGTC,favoravel,1,2024-06-04
91235,123837,19390,CFGTC,,0,2024-06-04
91236,123837,19390,CFGTC,,0,2024-06-04
91237,123837,19390,CFGTC,favoravel,1,2024-06-04
91238,123837,19390,CFGTC,,0,2024-06-04
91239,123837,19390,CFGTC,,0,2024-06-04
91240,321779,154949,CSA,favoravel,0,2025-12-05
91241,321779,154949,CSA,favoravel,0,2025-12-05
91242,321779,154949,CSA,favoravel,0,2025-12-05
91243,321779,154949,CSA,favoravel,0,2025-12-05
91244,321779,154949,CSA,,0,2025-12-05
91245,321779,154949,CSA,,0,2025-12-05
91246,321779,154949,CSA,,0,2025-12-05
91247,321779,154949,CSA,,0,2025-12-05
91248,321779,154949,CSA,,0,2025-12-05
91249,326707,21675,CEC,favoravel,0,2026-03-12
91250,326707,21675,CEC,favoravel,0,2026-03-12
91251,326707,21675,CEC,favoravel,0,2026-03-12
91252,326707,21675,CEC,,0,2026-03-12
91253,326707,21675,CEC,favoravel,0,2026-03-12
91254,326707,21675,CEC,,0,2026-03-12
91255,326707,21675,CEC,,0,2026-03-12
91256,326707,21675,CEC,,0,2026-03-12
91257,326707,21675,CEC,,0,2026-03-12
91258,326707,21675,CEC,,0,2026-03-12
91259,284349,150844,CAS,favoravel,0,2025-02-17
91260,284349,150844,CAS,favoravel,0,2025-02-17
91261,284349,150844,CAS,,0,2025-02-17
91262,284349,150844,CAS,favoravel,0,2025-02-17
91263,284349,150844,CAS,,0,2025-02-17
91264,284349,150844,CAS,,0,2025-02-17
91265,284349,150844,CAS,,0,2025-02-17
91266,284349,150844,CAS,,0,2025-02-17
91267,284349,150844,CAS,,0,2025-02-17
91268,284349,150844,CAS,,0,2025-02-17
91269,79708,7774,CAS,favoravel,1,2023-06-21
91270,79708,7774,CAS,favoravel,1,2023-06-21
91271,79708,7774,CAS,,0,2023-06-21
91272,79708,7774,CAS,,0,2023-06-21
91273,79708,7774,CAS,,0,2023-06-21
91274,79708,7774,CAS,,0,2023-06-21
91275,79708,7774,CAS,,0,2023-06-21
91276,79708,7774,CAS,,0,2023-06-21
91277,79708,7774,CAS,,0,2023-06-21
91278,98812,10575,CAS,favoravel,1,2023-10-25
91279,98812,10575,CAS,favoravel,1,2023-10-25
91280,98812,10575,CAS,favoravel,1,2023-10-25
91281,98812,10575,CAS,,0,2023-10-25
91282,98812,10575,CAS,,0,2023-10-25
91283,98812,10575,CAS,,0,2023-10-25
91284,98812,10575,CAS,,0,2023-10-25
91285,98812,10575,CAS,,0,2023-10-25
91286,98812,10575,CAS,,0,2023-10-25
91287,122420,10575,CEOF,favoravel,1,2024-05-24
91288,122420,10575,CEOF,,0,2024-05-24
91289,122420,10575,CEOF,,0,2024-05-24
91290,122420,10575,CEOF,favoravel,1,2024-05-24
91291,122420,10575,CEOF,favoravel,1,2024-05-24
91292,122420,10575,CEOF,,0,2024-05-24
91293,122420,10575,CEOF,,0,2024-05-24
91294,122420,10575,CEOF,,0,2024-05-24
91295,122420,10575,CEOF,,0,2024-05-24
91296,122420,10575,CEOF,,0,2024-05-24
91297,336053,157297,CDESCTMAT,,0,2026-06-11
91298,336053,157297,CDESCTMAT,,0,2026-06-11
91299,336053,157297,CDESCTMAT,,0,2026-06-11
91300,336053,157297,CDESCTMAT,,0,2026-06-11
91301,336053,157297,CDESCTMAT,,0,2026-06-11
91302,336053,157297,CDESCTMAT,,0,2026-06-11
91303,336053,157297,CDESCTMAT,,0,2026-06-11
91304,336053,157297,CDESCTMAT,,0,2026-06-11
91305,336053,157297,CDESCTMAT,,0,2026-06-11
91306,336053,157297,CDESCTMAT,,0,2026-06-11
91307,342031,158764,CDESCTMAT,favoravel,0,2026-09-01
91308,342031,158764,CDESCTMAT,favoravel,0,2026-09-01
91309,342031,158764,CDESCTMAT,favoravel,0,2026-09-01
91310,342031,158764,CDESCTMAT,favoravel,0,2026-09-01
91311,342031,158764,CDESCTMAT,favoravel,0,2026-09-01
91312,342031,158764,CDESCTMAT,,0,2026-09-01
91313,342031,158764,CDESCTMAT,,0,2026-09-01
91314,342031,158764,CDESCTMAT,,0,2026-09-01
91315,342031,158764,CDESCTMAT,,0,2026-09-01
91316,342031,158764,CDESCTMAT,,0,2026-09-01
91317,82952,14350,CEOF,favoravel,1,2023-08-04
91318,82952,14350,CEOF,favoravel,1,2023-08-04
91319,82952,14350,CEOF,favoravel,1,2023-08-04
91320,82952,14350,CEOF,favoravel,1,2023-08-04
91321,82952,14350,CEOF,favoravel,1,2023-08-04
91322,82952,14350,CEOF,,0,2023-08-04
91323,82952,14350,CEOF,,0,2023-08-04
91324,82952,14350,CEOF,,0,2023-08-04
91325,82952,14350,CEOF,,0,2023-08-04
91326,82952,14350,CEOF,,0,2023-08-04
91327,84505,14350,CCJ,favoravel,1,2023-08-15
91328,84505,14350,CCJ,favoravel,1,2023-08-15
91329,84505,14350,CCJ,,0,2023-08-15
91330,84505,14350,CCJ,favoravel,1,2023-08-15
91331,84505,14350,CCJ,,0,2023-08-15
91332,84505,14350,CCJ,,0,2023-08-15
91333,84505,14350,CCJ,,0,2023-08-15
91334,84505,14350,CCJ,,0,2023-08-15
91335,84505,14350,CCJ,,0,2023-08-15
91336,84505,14350,CCJ,,0,2023-08-15
91337,282098,150498,CAS,favoravel,0,2025-02-03
91338,282098,150498,CAS,favoravel,1,2025-02-03
91339,282098,150498,CAS,,0,2025-02-03
91340,282098,150498,CAS,favoravel,1,2025-02-03
91341,282098,150498,CAS,,0,2025-02-03
91342,282098,150498,CAS,,0,2025-02-03
91343,282098,150498,CAS,,0,2025-02-03
91344,282098,150498,CAS,,0,2025-02-03
91345,282098,150498,CAS,,0,2025-02-03
91346,282098,150498,CAS,,0,2025-02-03
91347,86797,10428,CTMU,favoravel,1,2023-08-30
91348,86797,10428,CTMU,favoravel,1,2023-08-30
91349,86797,10428,CTMU,favoravel,1,2023-08-30
91350,86797,10428,CTMU,favoravel,1,2023-08-30
91351,86797,10428,CTMU,favoravel,1,2023-08-30
91352,86797,10428,CTMU,,0,2023-08-30
91353,86797,10428,CTMU,,0,2023-08-30
91354,86797,10428,CTMU,,0,2023-08-30
91355,86797,10428,CTMU,,0,2023-08-30
91356,308358,22346,CEC,favoravel,1,2025-09-04
91357,308358,22346,CEC,,0,2025-09-04
91358,308358,22346,CEC,favoravel,0,2025-09-04
91359,308358,22346,CEC,,0,2025-09-04
91360,308358,22346,CEC,favoravel,0,2025-09-04
91361,308358,22346,CEC,,0,2025-09-04
91362,308358,22346,CEC,,0,2025-09-04
91363,308358,22346,CEC,,0,2025-09-04
91364,308358,22346,CEC,,0,2025-09-04
91365,308358,22346,CEC,,0,2025-09-04
91366,326935,22346,CCJ,favoravel,0,2026-03-17
91367,326935,22346,CCJ,favoravel,0,2026-03-17
91368,326935,22346,CCJ,favoravel,0,2026-03-17
91369,326935,22346,CCJ,favoravel,0,2026-03-17
91370,326935,22346,CCJ,,0,2026-03-17
91371,326935,22346,CCJ,,0,2026-03-17
91372,326935,22346,CCJ,,0,2026-03-17
91373,326935,22346,CCJ,,0,2026-03-17
91374,326935,22346,CCJ,,0,2026-03-17
91375,326935,22346,CCJ,,0,2026-03-17
91376,284389,150187,CAS,favoravel,0,2025-02-17
91377,284389,150187,CAS,favoravel,0,2025-02-17
91378,284389,150187,CAS,,0,2025-02-17
91379,284389,150187,CAS,favoravel,0,2025-02-17
91380,284389,150187,CAS,,0,2025-02-17
91381,284389,150187,CAS,,0,2025-02-17
91382,284389,150187,CAS,,0,2025-02-17
91383,284389,150187,CAS,,0,2025-02-17
91384,284389,150187,CAS,,0,2025-02-17
91385,284389,150187,CAS,,0,2025-02-17
91386,338106,151055,CPRA,favoravel,1,2026-06-22
91387,338106,151055,CPRA,favoravel,0,2026-06-22
91388,338106,151055,CPRA,,0,2026-06-22
91389,338106,151055,CPRA,favoravel,0,2026-06-22
91390,338106,151055,CPRA,favoravel,0,2026-06-22
91391,338106,151055,CPRA,,0,2026-06-22
91392,338106,151055,CPRA,,0,2026-06-22
91393,338106,151055,CPRA,,0,2026-06-22
91394,338106,151055,CPRA,,0,2026-06-22
91395,338106,151055,CPRA,,0,2026-06-22
91396,116665,17394,CEC,favoravel,1,2024-04-05
91397,116665,17394,CEC,favoravel,1,2024-04-05
91398,116665,17394,CEC,contrario,1,2024-04-05
91399,116665,17394,CEC,,0,2024-04-05
91400,116665,17394,CEC,,0,2024-04-05
91401,116665,17394,CEC,,0,2024-04-05
91402,116665,17394,CEC,,0,2024-04-05
91403,116665,17394,CEC,,0,2024-04-05
91404,116665,17394,CEC,,0,2024-04-05
91405,116867,17394,CDESCTMAT,favoravel,0,2024-04-08
91406,116867,17394,CDESCTMAT,,0,2024-04-08
91407,116867,17394,CDESCTMAT,favoravel,1,2024-04-08
91408,116867,17394,CDESCTMAT,,0,2024-04-08
91409,116867,17394,CDESCTMAT,favoravel,1,2024-04-08
91410,116867,17394,CDESCTMAT,,0,2024-04-08
91411,116867,17394,CDESCTMAT,,0,2024-04-08
91412,116867,17394,CDESCTMAT,,0,2024-04-08
91413,116867,17394,CDESCTMAT,,0,2024-04-08
91414,116867,17394,CDESCTMAT,,0,2024-04-08
91415,116892,17394,CCJ,favoravel,1,2024-04-08
91416,116892,17394,CCJ,,0,2024-04-08
91417,116892,17394,CCJ,favoravel,1,2024-04-08
91418,116892,17394,CCJ,favoravel,1,2024-04-08
91419,116892,17394,CCJ,favoravel,1,2024-04-08
91420,116892,17394,CCJ,,0,2024-04-08
91421,116892,17394,CCJ,favoravel,1,2024-04-08
91422,116892,17394,CCJ,,0,2024-04-08
91423,116892,17394,CCJ,,0,2024-04-08
91424,116892,17394,CCJ,,0,2024-04-08
91425,59806,10121,CDESCTMAT,favoravel,1,2023-02-24
91426,59806,10121,CDESCTMAT,favoravel,1,2023-02-24
91427,59806,10121,CDESCTMAT,,0,2023-02-24
91428,59806,10121,CDESCTMAT,favoravel,1,2023-02-24
91429,59806,10121,CDESCTMAT,favoravel,1,2023-02-24
91430,59806,10121,CDESCTMAT,,0,2023-02-24
91431,59806,10121,CDESCTMAT,,0,2023-02-24
91432,59806,10121,CDESCTMAT,,0,2023-02-24
91433,59806,10121,CDESCTMAT,,0,2023-02-24
91434,59806,10121,CDESCTMAT,,0,2023-02-24
91435,136604,19615,CDDHCLP,favoravel,1,2024-10-15
91436,136604,19615,CDDHCLP,favoravel,1,2024-10-15
91437,136604,19615,CDDHCLP,,0,2024-10-15
91438,136604,19615,CDDHCLP,,0,2024-10-15
91439,136604,19615,CDDHCLP,favoravel,1,2024-10-15
91440,136604,19615,CDDHCLP,,0,2024-10-15
91441,136604,19615,CDDHCLP,,0,2024-10-15
91442,136604,19615,CDDHCLP,,0,2024-10-15
91443,136604,19615,CDDHCLP,,0,2024-10-15
91444,136604,19615,CDDHCLP,,0,2024-10-15
91445,303367,19615,CDDM,favoravel,1,2025-06-18
91446,303367,19615,CDDM,,0,2025-06-18
91447,303367,19615,CDDM,,0,2025-06-18
91448,303367,19615,CDDM,favoravel,0,2025-06-18
91449,303367,19615,CDDM,favoravel,0,2025-06-18
91450,303367,19615,CDDM,,0,2025-06-18
91451,303367,19615,CDDM,,0,2025-06-18
91452,303367,19615,CDDM,,0,2025-06-18
91453,303367,19615,CDDM,,0,2025-06-18
91454,303367,19615,CDDM,,0,2025-06-18
91455,312310,19615,CDDM,favoravel,1,2025-09-24
91456,312310,19615,CDDM,,0,2025-09-24
91457,312310,19615,CDDM,favoravel,0,2025-09-24
91458,312310,19615,CDDM,,0,2025-09-24
91459,312310,19615,CDDM,favoravel,0,2025-09-24
91460,312310,19615,CDDM,,0,2025-09-24
91461,312310,19615,CDDM,,0,2025-09-24
91462,312310,19615,CDDM,,0,2025-09-24
91463,312310,19615,CDDM,,0,2025-09-24
91464,312310,19615,CDDM,,0,2025-09-24
91465,312547,19615,CDDM,favoravel,1,2025-09-29
91466,312547,19615,CDDM,,0,2025-09-29
91467,312547,19615,CDDM,favoravel,0,2025-09-29
91468,312547,19615,CDDM,,0,2025-09-29
91469,312547,19615,CDDM,favoravel,0,2025-09-29
91470,312547,19615,CDDM,,0,2025-09-29
91471,312547,19615,CDDM,,0,2025-09-29
91472,312547,19615,CDDM,,0,2025-09-29
91473,312547,19615,CDDM,,0,2025-09-29
91474,312547,19615,CDDM,,0,2025-09-29
91475,335586,19615,CEOF,,0,2026-06-09
91476,335586,19615,CEOF,,0,2026-06-09
91477,335586,19615,CEOF,,0,2026-06-09
91478,335586,19615,CEOF,,0,2026-06-09
91479,335586,19615,CEOF,,0,2026-06-09
91480,335586,19615,CEOF,,0,2026-06-09
91481,335586,19615,CEOF,,0,2026-06-09
91482,335586,19615,CEOF,,0,2026-06-09
91483,335586,19615,CEOF,,0,2026-06-09
91484,335586,19615,CEOF,,0,2026-06-09
91485,279139,21062,CAS,favoravel,0,2024-11-29
91486,279139,21062,CAS,favoravel,1,2024-11-29
91487,279139,21062,CAS,,0,2024-11-29
91488,279139,21062,CAS,,0,2024-11-29
91489,279139,21062,CAS,,0,2024-11-29
91490,279139,21062,CAS,,0,2024-11-29
91491,279139,21062,CAS,,0,2024-11-29
91492,279139,21062,CAS,,0,2024-11-29
91493,279139,21062,CAS,,0,2024-11-29
91494,290696,21964,CSA,favoravel,0,2025-03-24
91495,290696,21964,CSA,favoravel,0,2025-03-24
91496,290696,21964,CSA,favoravel,0,2025-03-24
91497,290696,21964,CSA,favoravel,0,2025-03-24
91498,290696,21964,CSA,,0,2025-03-24
91499,290696,21964,CSA,,0,2025-03-24
91500,290696,21964,CSA,,0,2025-03-24
91501,290696,21964,CSA,,0,2025-03-24
91502,290696,21964,CSA,,0,2025-03-24
91503,342133,158498,CDESCTMAT,favoravel,0,2026-09-01
91504,342133,158498,CDESCTMAT,favoravel,0,2026-09-01
91505,342133,158498,CDESCTMAT,favoravel,0,2026-09-01
91506,342133,158498,CDESCTMAT,favoravel,0,2026-09-01
91507,342133,158498,CDESCTMAT,favoravel,0,2026-09-01
91508,342133,158498,CDESCTMAT,,0,2026-09-01
91509,342133,158498,CDESCTMAT,,0,2026-09-01
91510,342133,158498,CDESCTMAT,,0,2026-09-01
91511,342133,158498,CDESCTMAT,,0,2026-09-01
91512,342133,158498,CDESCTMAT,,0,2026-09-01
91513,337405,157196,CEC,favoravel,0,2026-06-17
91514,337405,157196,CEC,favoravel,0,2026-06-17
91515,337405,157196,CEC,favoravel,0,2026-06-17
91516,337405,157196,CEC,favoravel,0,2026-06-17
91517,337405,157196,CEC,favoravel,0,2026-06-17
91518,337405,157196,CEC,,0,2026-06-17
91519,337405,157196,CEC,,0,2026-06-17
91520,337405,157196,CEC,,0,2026-06-17
91521,337405,157196,CEC,,0,2026-06-17
91522,337405,157196,CEC,,0,2026-06-17
91523,293999,18635,CEC,favoravel,1,2025-04-22
91524,293999,18635,CEC,,0,2025-04-22
91525,293999,18635,CEC,,0,2025-04-22
91526,293999,18635,CEC,favoravel,0,2025-04-22
91527,293999,18635,CEC,favoravel,0,2025-04-22
91528,293999,18635,CEC,,0,2025-04-22
91529,293999,18635,CEC,,0,2025-04-22
91530,293999,18635,CEC,,0,2025-04-22
91531,293999,18635,CEC,,0,2025-04-22
91532,293999,18635,CEC,,0,2025-04-22
91533,325868,18635,CAS,favoravel,1,2026-03-02
91534,325868,18635,CAS,favoravel,0,2026-03-02
91535,325868,18635,CAS,,0,2026-03-02
91536,325868,18635,CAS,favoravel,0,2026-03-02
91537,325868,18635,CAS,,0,2026-03-02
91538,325868,18635,CAS,,0,2026-03-02
91539,325868,18635,CAS,,0,2026-03-02
91540,325868,18635,CAS,,0,2026-03-02
91541,325868,18635,CAS,,0,2026-03-02
91542,325868,18635,CAS,,0,2026-03-02
91543,295420,18635,CDESCTMAT,,0,2025-05-08
91544,295420,18635,CDESCTMAT,,0,2025-05-08
91545,295420,18635,CDESCTMAT,,0,2025-05-08
91546,295420,18635,CDESCTMAT,,0,2025-05-08
91547,295420,18635,CDESCTMAT,,0,2025-05-08
91548,295420,18635,CDESCTMAT,,0,2025-05-08
91549,295420,18635,CDESCTMAT,,0,2025-05-08
91550,295420,18635,CDESCTMAT,,0,2025-05-08
91551,295420,18635,CDESCTMAT,,0,2025-05-08
91552,295420,18635,CDESCTMAT,,0,2025-05-08
91553,342120,158593,CDESCTMAT,favoravel,0,2026-09-01
91554,342120,158593,CDESCTMAT,favoravel,0,2026-09-01
91555,342120,158593,CDESCTMAT,favoravel,0,2026-09-01
91556,342120,158593,CDESCTMAT,favoravel,0,2026-09-01
91557,342120,158593,CDESCTMAT,favoravel,0,2026-09-01
91558,342120,158593,CDESCTMAT,,0,2026-09-01
91559,342120,158593,CDESCTMAT,,0,2026-09-01
91560,342120,158593,CDESCTMAT,,0,2026-09-01
91561,342120,158593,CDESCTMAT,,0,2026-09-01
91562,342120,158593,CDESCTMAT,,0,2026-09-01
91563,342155,158173,CDESCTMAT,favoravel,0,2026-09-01
91564,342155,158173,CDESCTMAT,favoravel,0,2026-09-01
91565,342155,158173,CDESCTMAT,favoravel,0,2026-09-01
91566,342155,158173,CDESCTMAT,favoravel,0,2026-09-01
91567,342155,158173,CDESCTMAT,favoravel,0,2026-09-01
91568,342155,158173,CDESCTMAT,,0,2026-09-01
91569,342155,158173,CDESCTMAT,,0,2026-09-01
91570,342155,158173,CDESCTMAT,,0,2026-09-01
91571,342155,158173,CDESCTMAT,,0,2026-09-01
91572,342155,158173,CDESCTMAT,,0,2026-09-01
91573,292080,22498,CEC,favoravel,1,2025-04-02
91574,292080,22498,CEC,favoravel,0,2025-04-02
91575,292080,22498,CEC,favoravel,0,2025-04-02
91576,292080,22498,CEC,favoravel,0,2025-04-02
91577,292080,22498,CEC,favoravel,0,2025-04-02
91578,292080,22498,CEC,,0,2025-04-02
91579,292080,22498,CEC,,0,2025-04-02
91580,292080,22498,CEC,,0,2025-04-02
91581,292080,22498,CEC,,0,2025-04-02
91582,292080,22498,CEC,,0,2025-04-02
91583,337410,157381,CEC,favoravel,0,2026-06-17
91584,337410,157381,CEC,favoravel,0,2026-06-17
91585,337410,157381,CEC,favoravel,0,2026-06-17
91586,337410,157381,CEC,favoravel,0,2026-06-17
91587,337410,157381,CEC,favoravel,0,2026-06-17
91588,337410,157381,CEC,,0,2026-06-17
91589,337410,157381,CEC,,0,2026-06-17
91590,337410,157381,CEC,,0,2026-06-17
91591,337410,157381,CEC,,0,2026-06-17
91592,337410,157381,CEC,,0,2026-06-17
91593,295409,151129,CEC,favoravel,1,2025-05-08
91594,295409,151129,CEC,,0,2025-05-08
91595,295409,151129,CEC,contrario,0,2025-05-08
91596,295409,151129,CEC,favoravel,0,2025-05-08
91597,295409,151129,CEC,,0,2025-05-08
91598,295409,151129,CEC,,0,2025-05-08
91599,295409,151129,CEC,,0,2025-05-08
91600,295409,151129,CEC,,0,2025-05-08
91601,295409,151129,CEC,,0,2025-05-08
91602,295409,151129,CEC,,0,2025-05-08
91603,61314,10171,CDESCTMAT,favoravel,1,2023-03-08
91604,61314,10171,CDESCTMAT,favoravel,1,2023-03-08
91605,61314,10171,CDESCTMAT,,0,2023-03-08
91606,61314,10171,CDESCTMAT,favoravel,1,2023-03-08
91607,61314,10171,CDESCTMAT,favoravel,1,2023-03-08
91608,61314,10171,CDESCTMAT,,0,2023-03-08
91609,61314,10171,CDESCTMAT,,0,2023-03-08
91610,61314,10171,CDESCTMAT,,0,2023-03-08
91611,61314,10171,CDESCTMAT,,0,2023-03-08
91612,61314,10171,CDESCTMAT,,0,2023-03-08
91613,106458,10171,CCJ,favoravel,1,2023-12-05
91614,106458,10171,CCJ,favoravel,1,2023-12-05
91615,106458,10171,CCJ,favoravel,1,2023-12-05
91616,106458,10171,CCJ,favoravel,1,2023-12-05
91617,106458,10171,CCJ,favoravel,1,2023-12-05
91618,106458,10171,CCJ,,0,2023-12-05
91619,106458,10171,CCJ,,0,2023-12-05
91620,106458,10171,CCJ,,0,2023-12-05
91621,106458,10171,CCJ,,0,2023-12-05
91622,106458,10171,CCJ,,0,2023-12-05
91623,343128,158657,CSA,favoravel,0,2026-09-10
91624,343128,158657,CSA,favoravel,0,2026-09-10
91625,343128,158657,CSA,favoravel,0,2026-09-10
91626,343128,158657,CSA,favoravel,0,2026-09-10
91627,343128,158657,CSA,favoravel,0,2026-09-10
91628,343128,158657,CSA,,0,2026-09-10
91629,343128,158657,CSA,,0,2026-09-10
91630,343128,158657,CSA,,0,2026-09-10
