sk_ato,chave_deputado,tipo_ato,data,ano,sessao_legislativa,legislatura,id_objeto,fonte,consulta_digest,n_autores,valor_centavos,regra_chave,sk_ato:1,documento_id,proposicao_id,comissao_sigla,marca,assinou,data_documento
88158,17,4,2023-10-19,2023,33,9,folha/98131,documento_ativas,00020976958bf8d4,1,,normalizar,88158,98131,15738,CDESCTMAT,favoravel,0,2023-10-19
88159,64,4,2023-10-19,2023,33,9,folha/98131,documento_ativas,00020976958bf8d4,1,,normalizar,88159,98131,15738,CDESCTMAT,favoravel,1,2023-10-19
88160,61,4,2023-10-19,2023,33,9,folha/98131,documento_ativas,00020976958bf8d4,1,,normalizar,88160,98131,15738,CDESCTMAT,favoravel,1,2023-10-19
88162,62,4,2023-10-19,2023,33,9,folha/98131,documento_ativas,00020976958bf8d4,1,,normalizar,88162,98131,15738,CDESCTMAT,favoravel,1,2023-10-19
88168,67,4,2025-03-14,2025,35,9,folha/289740,documento_ativas,0025d6c2eb999a38,1,,normalizar,88168,289740,18857,CAS,favoravel,0,2025-03-14
88169,63,4,2025-03-14,2025,35,9,folha/289740,documento_ativas,0025d6c2eb999a38,1,,normalizar,88169,289740,18857,CAS,favoravel,0,2025-03-14
88171,30,4,2025-03-14,2025,35,9,folha/289740,documento_ativas,0025d6c2eb999a38,1,,normalizar,88171,289740,18857,CAS,favoravel,0,2025-03-14
88178,20,4,2025-08-15,2025,35,9,folha/306242,documento_ativas,0025d6c2eb999a38,1,,normalizar,88178,306242,18857,CDDHCLP,favoravel,1,2025-08-15
88180,25,4,2025-08-15,2025,35,9,folha/306242,documento_ativas,0025d6c2eb999a38,1,,normalizar,88180,306242,18857,CDDHCLP,favoravel,0,2025-08-15
88181,67,4,2025-08-15,2025,35,9,folha/306242,documento_ativas,0025d6c2eb999a38,1,,normalizar,88181,306242,18857,CDDHCLP,favoravel,0,2025-08-15
88182,24,4,2025-08-15,2025,35,9,folha/306242,documento_ativas,0025d6c2eb999a38,1,,normalizar,88182,306242,18857,CDDHCLP,favoravel,0,2025-08-15
88188,60,4,2026-09-10,2026,36,9,folha/343110,documento_ativas,002c3c0f33538c06,1,,normalizar,88188,343110,158713,CSA,favoravel,0,2026-09-10
88189,26,4,2026-09-10,2026,36,9,folha/343110,documento_ativas,002c3c0f33538c06,1,,normalizar,88189,343110,158713,CSA,favoravel,0,2026-09-10
88190,30,4,2026-09-10,2026,36,9,folha/343110,documento_ativas,002c3c0f33538c06,1,,normalizar,88190,343110,158713,CSA,favoravel,0,2026-09-10
88191,59,4,2026-09-10,2026,36,9,folha/343110,documento_ativas,002c3c0f33538c06,1,,normalizar,88191,343110,158713,CSA,favoravel,0,2026-09-10
88192,68,4,2026-09-10,2026,36,9,folha/343110,documento_ativas,002c3c0f33538c06,1,,normalizar,88192,343110,158713,CSA,favoravel,0,2026-09-10
88198,60,4,2023-08-23,2023,33,9,folha/85478,documento_ativas,003e94d77be54af8,1,,normalizar,88198,85478,14005,CAS,favoravel,1,2023-08-23
88199,63,4,2023-08-23,2023,33,9,folha/85478,documento_ativas,003e94d77be54af8,1,,normalizar,88199,85478,14005,CAS,favoravel,1,2023-08-23
88201,30,4,2023-08-23,2023,33,9,folha/85478,documento_ativas,003e94d77be54af8,1,,normalizar,88201,85478,14005,CAS,favoravel,1,2023-08-23
88207,60,4,2024-11-29,2024,34,9,folha/279143,documento_ativas,0065a7978c6f846d,1,,normalizar,88207,279143,22103,CAS,favoravel,0,2024-11-29
88208,63,4,2024-11-29,2024,34,9,folha/279143,documento_ativas,0065a7978c6f846d,1,,normalizar,88208,279143,22103,CAS,favoravel,1,2024-11-29
88216,63,4,2023-05-31,2023,33,9,folha/76454,documento_ativas,00915ce6067d6fd9,1,,normalizar,88216,76454,11134,CTMU,favoravel,1,2023-05-31
88217,30,4,2023-05-31,2023,33,9,folha/76454,documento_ativas,00915ce6067d6fd9,1,,normalizar,88217,76454,11134,CTMU,favoravel,1,2023-05-31
88218,20,4,2023-05-31,2023,33,9,folha/76454,documento_ativas,00915ce6067d6fd9,1,,normalizar,88218,76454,11134,CTMU,favoravel,1,2023-05-31
88219,68,4,2023-05-31,2023,33,9,folha/76454,documento_ativas,00915ce6067d6fd9,1,,normalizar,88219,76454,11134,CTMU,favoravel,1,2023-05-31
88220,65,4,2023-05-31,2023,33,9,folha/76454,documento_ativas,00915ce6067d6fd9,1,,normalizar,88220,76454,11134,CTMU,favoravel,1,2023-05-31
88225,63,4,2023-06-13,2023,33,9,folha/78255,documento_ativas,00915ce6067d6fd9,1,,normalizar,88225,78255,11134,CTMU,favoravel,1,2023-06-13
88226,30,4,2023-06-13,2023,33,9,folha/78255,documento_ativas,00915ce6067d6fd9,1,,normalizar,88226,78255,11134,CTMU,favoravel,1,2023-06-13
88227,20,4,2023-06-13,2023,33,9,folha/78255,documento_ativas,00915ce6067d6fd9,1,,normalizar,88227,78255,11134,CTMU,favoravel,1,2023-06-13
88228,68,4,2023-06-13,2023,33,9,folha/78255,documento_ativas,00915ce6067d6fd9,1,,normalizar,88228,78255,11134,CTMU,favoravel,1,2023-06-13
88229,65,4,2023-06-13,2023,33,9,folha/78255,documento_ativas,00915ce6067d6fd9,1,,normalizar,88229,78255,11134,CTMU,favoravel,1,2023-06-13
88234,17,4,2023-06-23,2023,33,9,folha/79965,documento_ativas,00b80da7714aea12,1,,normalizar,88234,79965,9200,CDESCTMAT,favoravel,1,2023-06-23
88236,61,4,2023-06-23,2023,33,9,folha/79965,documento_ativas,00b80da7714aea12,1,,normalizar,88236,79965,9200,CDESCTMAT,favoravel,1,2023-06-23
88238,62,4,2023-06-23,2023,33,9,folha/79965,documento_ativas,00b80da7714aea12,1,,normalizar,88238,79965,9200,CDESCTMAT,favoravel,1,2023-06-23
88244,60,4,2023-10-25,2023,33,9,folha/98822,documento_ativas,010bba8ffd7e8927,1,,normalizar,88244,98822,14427,CAS,favoravel,1,2023-10-25
88245,63,4,2023-10-25,2023,33,9,folha/98822,documento_ativas,010bba8ffd7e8927,1,,normalizar,88245,98822,14427,CAS,favoravel,1,2023-10-25
88246,25,4,2023-10-25,2023,33,9,folha/98822,documento_ativas,010bba8ffd7e8927,1,,normalizar,88246,98822,14427,CAS,favoravel,1,2023-10-25
88253,60,4,2024-08-09,2024,34,9,folha/128185,documento_ativas,010d4b4092d26008,1,,normalizar,88253,128185,13755,CAS,favoravel,1,2024-08-09
88255,25,4,2024-08-09,2024,34,9,folha/128185,documento_ativas,010d4b4092d26008,1,,normalizar,88255,128185,13755,CAS,favoravel,1,2024-08-09
88262,19,4,2025-05-06,2025,35,9,folha/295046,documento_ativas,010d4b4092d26008,1,,normalizar,88262,295046,13755,CEOF,favoravel,1,2025-05-06
88266,26,4,2025-05-06,2025,35,9,folha/295046,documento_ativas,010d4b4092d26008,1,,normalizar,88266,295046,13755,CEOF,favoravel,0,2025-05-06
88268,17,4,2025-05-06,2025,35,9,folha/295046,documento_ativas,010d4b4092d26008,1,,normalizar,88268,295046,13755,CEOF,favoravel,0,2025-05-06
88272,61,4,2024-06-12,2024,34,9,folha/124561,documento_ativas,01166d1c29e87592,1,,normalizar,88272,124561,18172,CS,favoravel,1,2024-06-12
88273,59,4,2024-06-12,2024,34,9,folha/124561,documento_ativas,01166d1c29e87592,1,,normalizar,88273,124561,18172,CS,favoravel,1,2024-06-12
88274,34,4,2024-06-12,2024,34,9,folha/124561,documento_ativas,01166d1c29e87592,1,,prefixo,88274,124561,18172,CS,favoravel,1,2024-06-12
88282,66,4,2024-10-17,2024,34,9,folha/137912,documento_ativas,01166d1c29e87592,1,,normalizar,88282,137912,18172,CCJ,favoravel,0,2024-10-17
88284,33,4,2024-10-17,2024,34,9,folha/137912,documento_ativas,01166d1c29e87592,1,,normalizar,88284,137912,18172,CCJ,favoravel,1,2024-10-17
88286,23,4,2024-10-17,2024,34,9,folha/137912,documento_ativas,01166d1c29e87592,1,,normalizar,88286,137912,18172,CCJ,favoravel,1,2024-10-17
88292,19,4,2023-10-07,2023,33,9,folha/96470,documento_ativas,011ccf0dbfb95383,1,,normalizar,88292,96470,16068,CEOF,favoravel,1,2023-10-07
88293,62,4,2023-10-07,2023,33,9,folha/96470,documento_ativas,011ccf0dbfb95383,1,,normalizar,88293,96470,16068,CEOF,favoravel,1,2023-10-07
88294,64,4,2023-10-07,2023,33,9,folha/96470,documento_ativas,011ccf0dbfb95383,1,,normalizar,88294,96470,16068,CEOF,favoravel,1,2023-10-07
88295,24,4,2023-10-07,2023,33,9,folha/96470,documento_ativas,011ccf0dbfb95383,1,,normalizar,88295,96470,16068,CEOF,favoravel,1,2023-10-07
88296,26,4,2023-10-07,2023,33,9,folha/96470,documento_ativas,011ccf0dbfb95383,1,,normalizar,88296,96470,16068,CEOF,favoravel,1,2023-10-07
88302,19,4,2023-11-13,2023,33,9,folha/102504,documento_ativas,011ccf0dbfb95383,1,,normalizar,88302,102504,16068,CEOF,favoravel,1,2023-11-13
88304,64,4,2023-11-13,2023,33,9,folha/102504,documento_ativas,011ccf0dbfb95383,1,,normalizar,88304,102504,16068,CEOF,favoravel,1,2023-11-13
88305,24,4,2023-11-13,2023,33,9,folha/102504,documento_ativas,011ccf0dbfb95383,1,,normalizar,88305,102504,16068,CEOF,favoravel,1,2023-11-13
88306,26,4,2023-11-13,2023,33,9,folha/102504,documento_ativas,011ccf0dbfb95383,1,,normalizar,88306,102504,16068,CEOF,favoravel,1,2023-11-13
88312,19,4,2023-11-13,2023,33,9,folha/102507,documento_ativas,011ccf0dbfb95383,1,,normalizar,88312,102507,16068,CEOF,favoravel,1,2023-11-13
88314,64,4,2023-11-13,2023,33,9,folha/102507,documento_ativas,011ccf0dbfb95383,1,,normalizar,88314,102507,16068,CEOF,favoravel,1,2023-11-13
88315,24,4,2023-11-13,2023,33,9,folha/102507,documento_ativas,011ccf0dbfb95383,1,,normalizar,88315,102507,16068,CEOF,favoravel,1,2023-11-13
88316,26,4,2023-11-13,2023,33,9,folha/102507,documento_ativas,011ccf0dbfb95383,1,,normalizar,88316,102507,16068,CEOF,favoravel,1,2023-11-13
88322,19,4,2023-11-13,2023,33,9,folha/102495,documento_ativas,011ccf0dbfb95383,1,,normalizar,88322,102495,16068,CEOF,favoravel,1,2023-11-13
88323,62,4,2023-11-13,2023,33,9,folha/102495,documento_ativas,011ccf0dbfb95383,1,,normalizar,88323,102495,16068,CEOF,favoravel,1,2023-11-13
88324,64,4,2023-11-13,2023,33,9,folha/102495,documento_ativas,011ccf0dbfb95383,1,,normalizar,88324,102495,16068,CEOF,favoravel,1,2023-11-13
88325,24,4,2023-11-13,2023,33,9,folha/102495,documento_ativas,011ccf0dbfb95383,1,,normalizar,88325,102495,16068,CEOF,favoravel,1,2023-11-13
88326,26,4,2023-11-13,2023,33,9,folha/102495,documento_ativas,011ccf0dbfb95383,1,,normalizar,88326,102495,16068,CEOF,favoravel,1,2023-11-13
88332,19,4,2023-11-13,2023,33,9,folha/102502,documento_ativas,011ccf0dbfb95383,1,,normalizar,88332,102502,16068,CEOF,favoravel,1,2023-11-13
88333,62,4,2023-11-13,2023,33,9,folha/102502,documento_ativas,011ccf0dbfb95383,1,,normalizar,88333,102502,16068,CEOF,favoravel,1,2023-11-13
88334,64,4,2023-11-13,2023,33,9,folha/102502,documento_ativas,011ccf0dbfb95383,1,,normalizar,88334,102502,16068,CEOF,favoravel,1,2023-11-13
88335,24,4,2023-11-13,2023,33,9,folha/102502,documento_ativas,011ccf0dbfb95383,1,,normalizar,88335,102502,16068,CEOF,favoravel,1,2023-11-13
88336,26,4,2023-11-13,2023,33,9,folha/102502,documento_ativas,011ccf0dbfb95383,1,,normalizar,88336,102502,16068,CEOF,favoravel,1,2023-11-13
88342,19,4,2023-11-28,2023,33,9,folha/105580,documento_ativas,011ccf0dbfb95383,1,,normalizar,88342,105580,16068,CEOF,favoravel,1,2023-11-28
88343,62,4,2023-11-28,2023,33,9,folha/105580,documento_ativas,011ccf0dbfb95383,1,,normalizar,88343,105580,16068,CEOF,favoravel,1,2023-11-28
88344,64,4,2023-11-28,2023,33,9,folha/105580,documento_ativas,011ccf0dbfb95383,1,,normalizar,88344,105580,16068,CEOF,favoravel,1,2023-11-28
88345,24,4,2023-11-28,2023,33,9,folha/105580,documento_ativas,011ccf0dbfb95383,1,,normalizar,88345,105580,16068,CEOF,favoravel,1,2023-11-28
88346,26,4,2023-11-28,2023,33,9,folha/105580,documento_ativas,011ccf0dbfb95383,1,,normalizar,88346,105580,16068,CEOF,favoravel,1,2023-11-28
88352,60,4,2025-10-14,2025,35,9,folha/313989,documento_ativas,015f5db73afecab7,1,,normalizar,88352,313989,154331,CSA,favoravel,0,2025-10-14
88354,30,4,2025-10-14,2025,35,9,folha/313989,documento_ativas,015f5db73afecab7,1,,normalizar,88354,313989,154331,CSA,favoravel,0,2025-10-14
88355,68,4,2025-10-14,2025,35,9,folha/313989,documento_ativas,015f5db73afecab7,1,,normalizar,88355,313989,154331,CSA,favoravel,0,2025-10-14
88361,19,4,2023-06-23,2023,33,9,folha/79954,documento_ativas,01668e51c1bd8e0d,1,,normalizar,88361,79954,13896,CEOF,favoravel,1,2023-06-23
88362,62,4,2023-06-23,2023,33,9,folha/79954,documento_ativas,01668e51c1bd8e0d,1,,normalizar,88362,79954,13896,CEOF,favoravel,1,2023-06-23
88364,24,4,2023-06-23,2023,33,9,folha/79954,documento_ativas,01668e51c1bd8e0d,1,,normalizar,88364,79954,13896,CEOF,favoravel,0,2023-06-23
88371,19,4,2023-06-27,2023,33,9,folha/80240,documento_ativas,01668e51c1bd8e0d,1,,normalizar,88371,80240,13896,CEOF,favoravel,1,2023-06-27
88372,62,4,2023-06-27,2023,33,9,folha/80240,documento_ativas,01668e51c1bd8e0d,1,,normalizar,88372,80240,13896,CEOF,favoravel,1,2023-06-27
88374,24,4,2023-06-27,2023,33,9,folha/80240,documento_ativas,01668e51c1bd8e0d,1,,normalizar,88374,80240,13896,CEOF,favoravel,1,2023-06-27
88381,68,4,2023-06-21,2023,33,9,folha/79456,documento_ativas,0184a98a2be3f13d,1,,normalizar,88381,79456,12391,CEC,favoravel,1,2023-06-21
88382,60,4,2023-06-21,2023,33,9,folha/79456,documento_ativas,0184a98a2be3f13d,1,,normalizar,88382,79456,12391,CEC,favoravel,1,2023-06-21
88383,66,4,2023-06-21,2023,33,9,folha/79456,documento_ativas,0184a98a2be3f13d,1,,normalizar,88383,79456,12391,CEC,favoravel,1,2023-06-21
88385,57,4,2023-06-21,2023,33,9,folha/79456,documento_ativas,0184a98a2be3f13d,1,,normalizar,88385,79456,12391,CEC,favoravel,1,2023-06-21
88390,66,4,2024-10-17,2024,34,9,folha/137951,documento_ativas,0184a98a2be3f13d,1,,normalizar,88390,137951,12391,CCJ,favoravel,0,2024-10-17
88392,33,4,2024-10-17,2024,34,9,folha/137951,documento_ativas,0184a98a2be3f13d,1,,normalizar,88392,137951,12391,CCJ,favoravel,1,2024-10-17
88394,23,4,2024-10-17,2024,34,9,folha/137951,documento_ativas,0184a98a2be3f13d,1,,normalizar,88394,137951,12391,CCJ,favoravel,1,2024-10-17
88400,25,4,2025-03-11,2025,35,9,folha/289329,documento_ativas,0195f25a13000415,1,,normalizar,88400,289329,21863,CS,favoravel,1,2025-03-11
88402,34,4,2025-03-11,2025,35,9,folha/289329,documento_ativas,0195f25a13000415,1,,prefixo,88402,289329,21863,CS,favoravel,0,2025-03-11
88404,23,4,2025-03-11,2025,35,9,folha/289329,documento_ativas,0195f25a13000415,1,,normalizar,88404,289329,21863,CS,favoravel,0,2025-03-11
88410,30,4,2022-04-11,2022,32,8,folha/38844,documento_ativas,01a6f742c70fed51,1,,normalizar,88410,38844,6124,CAS,favoravel,0,2022-04-11
88411,33,4,2022-04-11,2022,32,8,folha/38844,documento_ativas,01a6f742c70fed51,1,,normalizar,88411,38844,6124,CAS,favoravel,1,2022-04-11
88413,25,4,2022-04-11,2022,32,8,folha/38844,documento_ativas,01a6f742c70fed51,1,,normalizar,88413,38844,6124,CAS,favoravel,1,2022-04-11
88417,19,4,2023-11-21,2023,33,9,folha/104005,documento_ativas,01a6f742c70fed51,1,,normalizar,88417,104005,6124,CEOF,favoravel,1,2023-11-21
88418,62,4,2023-11-21,2023,33,9,folha/104005,documento_ativas,01a6f742c70fed51,1,,normalizar,88418,104005,6124,CEOF,favoravel,1,2023-11-21
88420,24,4,2023-11-21,2023,33,9,folha/104005,documento_ativas,01a6f742c70fed51,1,,normalizar,88420,104005,6124,CEOF,favoravel,1,2023-11-21
88421,26,4,2023-11-21,2023,33,9,folha/104005,documento_ativas,01a6f742c70fed51,1,,normalizar,88421,104005,6124,CEOF,favoravel,1,2023-11-21
88427,17,4,2024-10-18,2024,34,9,folha/138249,documento_ativas,01a77aa8dc5f4e72,1,,normalizar,88427,138249,22042,CDESCTMAT,favoravel,0,2024-10-18
88428,64,4,2024-10-18,2024,34,9,folha/138249,documento_ativas,01a77aa8dc5f4e72,1,,normalizar,88428,138249,22042,CDESCTMAT,favoravel,1,2024-10-18
88430,67,4,2024-10-18,2024,34,9,folha/138249,documento_ativas,01a77aa8dc5f4e72,1,,normalizar,88430,138249,22042,CDESCTMAT,favoravel,1,2024-10-18
88431,62,4,2024-10-18,2024,34,9,folha/138249,documento_ativas,01a77aa8dc5f4e72,1,,normalizar,88431,138249,22042,CDESCTMAT,favoravel,1,2024-10-18
88437,60,4,2024-03-12,2024,34,9,folha/113808,documento_ativas,01aff226008ce822,1,,normalizar,88437,113808,17130,CAS,favoravel,1,2024-03-12
88438,63,4,2024-03-12,2024,34,9,folha/113808,documento_ativas,01aff226008ce822,1,,normalizar,88438,113808,17130,CAS,favoravel,1,2024-03-12
88440,30,4,2024-03-12,2024,34,9,folha/113808,documento_ativas,01aff226008ce822,1,,normalizar,88440,113808,17130,CAS,favoravel,1,2024-03-12
88446,66,4,2024-05-20,2024,34,9,folha/121839,documento_ativas,01aff226008ce822,1,,normalizar,88446,121839,17130,CCJ,favoravel,1,2024-05-20
88447,15,4,2024-05-20,2024,34,9,folha/121839,documento_ativas,01aff226008ce822,1,,normalizar,88447,121839,17130,CCJ,favoravel,1,2024-05-20
88448,33,4,2024-05-20,2024,34,9,folha/121839,documento_ativas,01aff226008ce822,1,,normalizar,88448,121839,17130,CCJ,favoravel,1,2024-05-20
88450,23,4,2024-05-20,2024,34,9,folha/121839,documento_ativas,01aff226008ce822,1,,normalizar,88450,121839,17130,CCJ,favoravel,1,2024-05-20
88456,60,4,2024-04-09,2024,34,9,folha/116904,documento_ativas,01d03ec1e4135d43,1,,normalizar,88456,116904,15298,CAS,favoravel,1,2024-04-09
88457,63,4,2024-04-09,2024,34,9,folha/116904,documento_ativas,01d03ec1e4135d43,1,,normalizar,88457,116904,15298,CAS,favoravel,1,2024-04-09
88459,30,4,2024-04-09,2024,34,9,folha/116904,documento_ativas,01d03ec1e4135d43,1,,normalizar,88459,116904,15298,CAS,favoravel,1,2024-04-09
88465,67,4,2025-03-24,2025,35,9,folha/290554,documento_ativas,02078ad95545768e,1,,normalizar,88465,290554,9432,CAS,favoravel,0,2025-03-24
88466,63,4,2025-03-24,2025,35,9,folha/290554,documento_ativas,02078ad95545768e,1,,normalizar,88466,290554,9432,CAS,favoravel,0,2025-03-24
88468,30,4,2025-03-24,2025,35,9,folha/290554,documento_ativas,02078ad95545768e,1,,normalizar,88468,290554,9432,CAS,favoravel,0,2025-03-24
88475,20,4,2025-10-17,2025,35,9,folha/314279,documento_ativas,02078ad95545768e,1,,normalizar,88475,314279,9432,CDDHCLP,favoravel,1,2025-10-17
88476,57,4,2025-10-17,2025,35,9,folha/314279,documento_ativas,02078ad95545768e,1,,normalizar,88476,314279,9432,CDDHCLP,favoravel,0,2025-10-17
88477,25,4,2025-10-17,2025,35,9,folha/314279,documento_ativas,02078ad95545768e,1,,normalizar,88477,314279,9432,CDDHCLP,favoravel,0,2025-10-17
88485,20,4,2025-10-30,2025,35,9,folha/316024,documento_ativas,02078ad95545768e,1,,normalizar,88485,316024,9432,CDDHCLP,favoravel,1,2025-10-30
88486,57,4,2025-10-30,2025,35,9,folha/316024,documento_ativas,02078ad95545768e,1,,normalizar,88486,316024,9432,CDDHCLP,favoravel,0,2025-10-30
88487,25,4,2025-10-30,2025,35,9,folha/316024,documento_ativas,02078ad95545768e,1,,normalizar,88487,316024,9432,CDDHCLP,favoravel,0,2025-10-30
88495,68,4,2024-09-09,2024,34,9,folha/131593,documento_ativas,0219fc6a58582142,1,,normalizar,88495,131593,12853,CEC,favoravel,1,2024-09-09
88497,66,4,2024-09-09,2024,34,9,folha/131593,documento_ativas,0219fc6a58582142,1,,normalizar,88497,131593,12853,CEC,favoravel,1,2024-09-09
88498,26,4,2024-09-09,2024,34,9,folha/131593,documento_ativas,0219fc6a58582142,1,,normalizar,88498,131593,12853,CEC,favoravel,1,2024-09-09
88499,57,4,2024-09-09,2024,34,9,folha/131593,documento_ativas,0219fc6a58582142,1,,normalizar,88499,131593,12853,CEC,favoravel,1,2024-09-09
88505,60,4,2025-12-05,2025,35,9,folha/321784,documento_ativas,021f5521b1a9c4bc,1,,normalizar,88505,321784,154954,CSA,favoravel,0,2025-12-05
88506,26,4,2025-12-05,2025,35,9,folha/321784,documento_ativas,021f5521b1a9c4bc,1,,normalizar,88506,321784,154954,CSA,favoravel,0,2025-12-05
88507,30,4,2025-12-05,2025,35,9,folha/321784,documento_ativas,021f5521b1a9c4bc,1,,normalizar,88507,321784,154954,CSA,favoravel,0,2025-12-05
88508,68,4,2025-12-05,2025,35,9,folha/321784,documento_ativas,021f5521b1a9c4bc,1,,normalizar,88508,321784,154954,CSA,favoravel,0,2025-12-05
88514,67,4,2025-03-24,2025,35,9,folha/290607,documento_ativas,0224186c715d5429,1,,normalizar,88514,290607,151396,CAS,favoravel,0,2025-03-24
88515,63,4,2025-03-24,2025,35,9,folha/290607,documento_ativas,0224186c715d5429,1,,normalizar,88515,290607,151396,CAS,favoravel,0,2025-03-24
88517,30,4,2025-03-24,2025,35,9,folha/290607,documento_ativas,0224186c715d5429,1,,normalizar,88517,290607,151396,CAS,favoravel,0,2025-03-24
88524,22,4,2023-03-09,2023,33,9,folha/61374,documento_ativas,02406d359d4d4aeb,1,,normalizar,88524,61374,9207,CAF,favoravel,0,2023-03-09
88525,65,4,2023-03-09,2023,33,9,folha/61374,documento_ativas,02406d359d4d4aeb,1,,normalizar,88525,61374,9207,CAF,favoravel,1,2023-03-09
88526,68,4,2023-03-09,2023,33,9,folha/61374,documento_ativas,02406d359d4d4aeb,1,,normalizar,88526,61374,9207,CAF,favoravel,1,2023-03-09
88527,17,4,2023-03-09,2023,33,9,folha/61374,documento_ativas,02406d359d4d4aeb,1,,normalizar,88527,61374,9207,CAF,favoravel,1,2023-03-09
88534,60,4,2025-12-05,2025,35,9,folha/321794,documento_ativas,0266c6619757b497,1,,normalizar,88534,321794,154965,CSA,favoravel,0,2025-12-05
88535,26,4,2025-12-05,2025,35,9,folha/321794,documento_ativas,0266c6619757b497,1,,normalizar,88535,321794,154965,CSA,favoravel,0,2025-12-05
88536,30,4,2025-12-05,2025,35,9,folha/321794,documento_ativas,0266c6619757b497,1,,normalizar,88536,321794,154965,CSA,favoravel,0,2025-12-05
88537,68,4,2025-12-05,2025,35,9,folha/321794,documento_ativas,0266c6619757b497,1,,normalizar,88537,321794,154965,CSA,favoravel,0,2025-12-05
88543,24,4,2022-10-26,2022,32,8,folha/50452,documento_ativas,02a4ab14a65dbdf3,1,,normalizar,88543,50452,8963,CCJ,favoravel,0,2022-10-26
88546,32,4,2022-10-26,2022,32,8,folha/50452,documento_ativas,02a4ab14a65dbdf3,1,,normalizar,88546,50452,8963,CCJ,favoravel,0,2022-10-26
88547,17,4,2022-10-26,2022,32,8,folha/50452,documento_ativas,02a4ab14a65dbdf3,1,,normalizar,88547,50452,8963,CCJ,favoravel,1,2022-10-26
88553,68,4,2024-04-05,2024,34,9,folha/116687,documento_ativas,02cc33da3867402f,1,,normalizar,88553,116687,18738,CEC,favoravel,1,2024-04-05
88554,60,4,2024-04-05,2024,34,9,folha/116687,documento_ativas,02cc33da3867402f,1,,normalizar,88554,116687,18738,CEC,favoravel,1,2024-04-05
88555,66,4,2024-04-05,2024,34,9,folha/116687,documento_ativas,02cc33da3867402f,1,,normalizar,88555,116687,18738,CEC,favoravel,1,2024-04-05
88563,14,4,2022-05-12,2022,32,8,folha/42462,documento_ativas,02e5950fd65064d8,1,,normalizar,88563,42462,6676,CEC,favoravel,0,2022-05-12
88564,29,4,2022-05-12,2022,32,8,folha/42462,documento_ativas,02e5950fd65064d8,1,,normalizar,88564,42462,6676,CEC,favoravel,0,2022-05-12
88567,21,4,2022-05-12,2022,32,8,folha/42462,documento_ativas,02e5950fd65064d8,1,,normalizar,88567,42462,6676,CEC,favoravel,0,2022-05-12
88572,60,4,2023-03-15,2023,33,9,folha/62272,documento_ativas,02e5950fd65064d8,1,,normalizar,88572,62272,6676,CAS,favoravel,1,2023-03-15
88573,63,4,2023-03-15,2023,33,9,folha/62272,documento_ativas,02e5950fd65064d8,1,,normalizar,88573,62272,6676,CAS,favoravel,1,2023-03-15
88575,30,4,2023-03-15,2023,33,9,folha/62272,documento_ativas,02e5950fd65064d8,1,,normalizar,88575,62272,6676,CAS,favoravel,1,2023-03-15
88581,67,4,2025-06-23,2025,35,9,folha/303748,documento_ativas,02e8eb0557f7695a,1,,normalizar,88581,303748,12371,CAS,favoravel,0,2025-06-23
88582,63,4,2025-06-23,2025,35,9,folha/303748,documento_ativas,02e8eb0557f7695a,1,,normalizar,88582,303748,12371,CAS,favoravel,0,2025-06-23
88585,60,4,2025-06-23,2025,35,9,folha/303748,documento_ativas,02e8eb0557f7695a,1,,normalizar,88585,303748,12371,CAS,favoravel,0,2025-06-23
88591,68,4,2023-06-21,2023,33,9,folha/79647,documento_ativas,034b702746114163,1,,normalizar,88591,79647,12017,CEC,favoravel,1,2023-06-21
88593,66,4,2023-06-21,2023,33,9,folha/79647,documento_ativas,034b702746114163,1,,normalizar,88593,79647,12017,CEC,favoravel,1,2023-06-21
88594,26,4,2023-06-21,2023,33,9,folha/79647,documento_ativas,034b702746114163,1,,normalizar,88594,79647,12017,CEC,favoravel,1,2023-06-21
88595,57,4,2023-06-21,2023,33,9,folha/79647,documento_ativas,034b702746114163,1,,normalizar,88595,79647,12017,CEC,favoravel,1,2023-06-21
88600,60,4,2023-09-27,2023,33,9,folha/92973,documento_ativas,034b702746114163,1,,normalizar,88600,92973,12017,CAS,favoravel,1,2023-09-27
88601,63,4,2023-09-27,2023,33,9,folha/92973,documento_ativas,034b702746114163,1,,normalizar,88601,92973,12017,CAS,favoravel,1,2023-09-27
88609,60,4,2023-03-01,2023,33,9,folha/60233,documento_ativas,034c38cf5b313117,1,,normalizar,88609,60233,10554,CAS,favoravel,1,2023-03-01
88610,63,4,2023-03-01,2023,33,9,folha/60233,documento_ativas,034c38cf5b313117,1,,normalizar,88610,60233,10554,CAS,favoravel,1,2023-03-01
88612,30,4,2023-03-01,2023,33,9,folha/60233,documento_ativas,034c38cf5b313117,1,,normalizar,88612,60233,10554,CAS,favoravel,1,2023-03-01
88615,64,4,2023-03-01,2023,33,9,folha/60233,documento_ativas,034c38cf5b313117,1,,normalizar,88615,60233,10554,CAS,favoravel,1,2023-03-01
88618,68,4,2025-02-21,2025,35,9,folha/286918,documento_ativas,037349b906b319e6,1,,normalizar,88618,286918,20415,CEC,favoravel,1,2025-02-21
88619,57,4,2025-02-21,2025,35,9,folha/286918,documento_ativas,037349b906b319e6,1,,normalizar,88619,286918,20415,CEC,favoravel,0,2025-02-21
