sk_ato,chave_deputado,nome_na_api,partido_ultimo,tipo_ato,nome_tipo_ato,data,ano,sessao_legislativa,legislatura,id_objeto,fonte,valor_centavos,regra_chave,proposicao_id,sigla_numero_ano,sigla,id_tipo_proposicao,ordem_autoria,ementa,etapa,data_leitura
13611,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2023-10-31,2023,33,9,17226,api_i5,,autor_id,17226,IND 4010/2023,IND,,,"Sugere ao Poder Executivo que, por intermédio da Companhia Urbanizadora da Nova Capital - NOVACAP, promova a restauração do parque infantil da quadra 100, conjunto D, Região Administrativa de Santa Maria - RA XIII.",Apresentação,2023-10-31
13612,6,Poder Executivo,,1,apresentou uma proposição,2023-10-31,2023,33,9,17228,api_i5,,autor_id,17228,PL 725/2023,PL,,,Dispõe sobre os direitos trabalhistas dos empregados públicos que integram o quadro de Empregados Permanentes em Extinção do IPEDF CODEPLAN.,"Sanção Veto ou Promulgação, Retorno(Emenda)",2023-10-31
13613,64,Deputada Paula Belmonte,INVÁLIDO,1,apresentou uma proposição,2023-11-23,2023,33,9,17229,api_i5,,autor_id,17229,IND 4170/2023,IND,,,"Sugere ao Poder Executivo, por intermédio da NOVACAP ou das administrações regionais correspondentes, a construção de estacionamento na entrada do Campus do IFB - Plano Piloto, pelo lado da Av. L3 Norte (fundos); estacionamento ao lado do Campus do IFB - Cidade Estrutural, SCIA, Qda. 16, AE nº 01, Cidade do Automóvel; estacionamento em frente ao Campus do IFB - Riacho Fundo I, na Av. Cedro, AE nº 15, QS 16; construção de calçada de acesso ao Campus do IFB de Ceilândia, na QNN 26, Área Especial, entre a Faculdade da Unb, extensão Ceilândia e a Linha do Metrô; e calçada no acesso ao IFB - Gama, no Setor de Múltiplas Atividades, Lote 01, DF-480; construção de ciclovia, urbanização e calçamento em frente do Campus do IFB - Planaltina-DF, na Rodovia DF-128, km 21, Zona Rural de Planaltina; Construção de ciclovia, ligando a Estação do Metrô ao Campus do IFB de Taguatinga, QNM 40, AE nº 01, às margens da BR-070; construção de ciclovia, ligando a Cidade do Automóvel à Cidade Estrutural, SCIA, Qda. 16, AE nº 01, Cidade do Automóvel; Construção do recuo de pista, na entrada do Campus do IFB - Gama, com pavimentação asfáltica, no Setor de Múltiplas Atividades, Lote 01, DF-480; urbanização de área utilizada para descarte de resíduos sólidos,  na Av. Monjolo, Chácara nº 22, Núcleo Rural Monjolo - Recanto das Emas (atrás da Qda. 300), com vistas à construção de PEC, parque infantil, quadra esportiva e praça, no local; implantação de cerca viva, na área externa do Campus do IFB, próxima ao Metrô de Samambaia, na Rodovia DF-460 - Subcentro Leste, Complexo Boca da Mata, Lote 01, Taguatinga; Implantação de PEC, em frente ao Campus do IFB - Taguatinga, na QNM 40, AE nº 01, às margens da BR-070.",Apresentação,2023-11-23
13614,64,Deputada Paula Belmonte,INVÁLIDO,1,apresentou uma proposição,2023-10-31,2023,33,9,17230,api_i5,,autor_id,17230,REQ 995/2023,REQ,,,Requer seja apresentado um comparativo  entre as normas legais e infralegais que tratar da Preservação Urbanística de Brasília e os dispositivos propostos no Projeto de Lei do PPCUB elaborado pela SEDUH/DF. ,Apresentação,2023-10-31
13615,64,Deputada Paula Belmonte,INVÁLIDO,1,apresentou uma proposição,2023-11-23,2023,33,9,17231,api_i5,,autor_id,17231,IND 4169/2023,IND,,,"Sugere ao Poder Executivo, por intermédio da Secretaria de Estado de Segurança Pública, melhoria nas ações de segurança pública, nas imediações do Campus do IFB - Recanto das Emas,  na Av. Monjolo, Chácara 22, Núcleo Rural Monjolo (atrás da Qda. 300).",Apresentação,2023-11-23
13616,64,Deputada Paula Belmonte,INVÁLIDO,1,apresentou uma proposição,2023-11-22,2023,33,9,17232,api_i5,,autor_id,17232,IND 4162/2023,IND,,,"Sugere ao Poder Executivo, por intermédio do Serviço de Limpeza Urbana - SLU, apoio ao recolhimento de inservíveis, nos terrenos localizados no entorno do Campus do IFB - São Sebastião, na Área Especial nº 2, S/N, Bairro São Bartolomeu.  ",Apresentação,2023-11-22
13617,64,Deputada Paula Belmonte,INVÁLIDO,1,apresentou uma proposição,2023-11-22,2023,33,9,17233,api_i5,,autor_id,17233,IND 4163/2023,IND,,,"Sugere ao Poder Executivo, por intermédio da Secretaria de Estado de Desenvolvimento Social - SEDS, a análise técnica sobre a possibilidade de conceder isenção nas refeições dos restaurantes comunitários do Distrito Federal aos alunos do IFB, com alto índice de vulnerabilidade social.",Apresentação,2023-11-22
13618,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2023-10-31,2023,33,9,17234,api_i5,,autor_id,17234,IND 4011/2023,IND,,,"Sugere ao Poder Executivo, por intermédio da Companhia Energética de Brasília - CEB, promova a Manutenção da Iluminação Pública no calçadão do Gama Oeste, quadras 12/13, localizada na Região Administrativa do Gama - RA II",Apresentação,2023-10-31
13619,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2023-10-31,2023,33,9,17235,api_i5,,autor_id,17235,IND 4012/2023,IND,,,"Sugere ao Poder Executivo que, por intermédio da Companhia de Saneamento Ambiental do Distrito Federal – CAESB, promova a revisão da rede de esgoto da quadra 17, 18 e 19 do Gama Leste, na Região Administrativa do Gama - RA II",Apresentação,2023-10-31
13620,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2023-10-31,2023,33,9,17236,api_i5,,autor_id,17236,IND 4013/2023,IND,,,"Sugere ao Poder Executivo que, por intermédio da Administração Regional do Riacho Fundo II, promova a reforma e cobertura da quadra de esportes na QN 21 Conjunto 02 – ao Lado do Condomínio Ipê Roxo, na Região Administrativa do Riacho Fundo II - RA XXII.",Apresentação,2023-10-31
13621,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2023-10-31,2023,33,9,17237,api_i5,,autor_id,17237,IND 4014/2023,IND,,,"Sugere ao Poder Executivo, por intermédio da Companhia Energética de Brasília - CEB, a instalação de iluminação pública ao redor do Condomínio Ipê Roxo, na QN 21 Conjunto, na Região Administrativa do Riacho Fundo II - RA XXII.",Apresentação,2023-10-31
13622,6,Poder Executivo,,1,apresentou uma proposição,2023-10-31,2023,33,9,17238,api_i5,,autor_id,17238,PL 724/2023,PL,,,"Concede remissão, anistia e isenção do Imposto sobre a Propriedade Predial e Territorial Urbana - IPTU, do Imposto sobre a Transmissão Causa Mortis e Doação de Quaisquer Bens ou Direitos - ITCD, do Imposto sobre a Transmissão Inter Vivos de Bens Imóveis por Natureza ou Acessão Física e de Direitos Reais sobre Imóveis - ITBI e da Taxa de Limpeza Pública - TLP relativos aos imóveis pertencentes ao Fundo Garantidor de Parcerias Público-Privadas do Distrito Federal - FGP-DF, instituído pela Lei nº 5.004, de 21 de dezembro de 2012.","Sanção Veto ou Promulgação, Retorno(Emenda)",2023-10-31
13623,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2023-10-31,2023,33,9,17239,api_i5,,autor_id,17239,IND 4015/2023,IND,,,"Sugere ao Poder Executivo que, por intermédio do Departamento de Estradas e Rodagem – DER e Secretaria de Transporte e Mobilidade – SEMOB, promova a construção de ciclovia no Condomínio Ipê Roxo, na QN 21 Conjunto, na Região Administrativa do Riacho Fundo II - RA XXII.",Apresentação,2023-10-31
13624,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2023-10-31,2023,33,9,17240,api_i5,,autor_id,17240,IND 4016/2023,IND,,,"Sugere ao Poder Executivo que, por intermédio da Companhia Urbanizadora da Nova Capital – NOVACAP, promova a construção de uma rampa de Skate no Condomínio Ipê Roxo, na QN 21 Conjunto, na Região Administrativa do Riacho Fundo II - RA XXII.

",Apresentação,2023-10-31
13625,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2023-10-31,2023,33,9,17241,api_i5,,autor_id,17241,IND 4017/2023,IND,,,"Sugere ao Poder Executivo que, por intermédio da Secretaria de Estado de Saúde – SESDF, promova a reforma da Unidade Básica de Saúde – UBS 3 localizada na quadra 100, na Região Administrativa de Santa Maria – RA XIII.",Apresentação,2023-10-31
13626,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2023-10-31,2023,33,9,17242,api_i5,,autor_id,17242,IND 4018/2023,IND,,,"Sugere ao Poder Executivo que, por intermédio da Administração Regional do Gama, promova a substituição da iluminação pública por LED na Quadra 21,  na Região Administrativa do Gama - RA II",Apresentação,2023-10-31
13627,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2023-10-31,2023,33,9,17243,api_i5,,autor_id,17243,IND 4019/2023,IND,,,"Sugere ao Poder Executivo que, por intermédio da Administração Regional do Gama, promova a roçagem do mato alto em área verde na Quadra 21, na Região Administrativa do Gama - RA II",Apresentação,2023-10-31
13628,64,Deputada Paula Belmonte,INVÁLIDO,1,apresentou uma proposição,2023-11-22,2023,33,9,17244,api_i5,,autor_id,17244,IND 4164/2023,IND,,,"Sugere ao Poder Executivo, por intermédio da Secretaria de Estado de Transporte e Mobilidade, a análise técnica sobre a possibilidade de ampliação de horário de linhas de ônibus que passam próximos dos IFB's, no horário noturno.",Apresentação,2023-11-22
13629,61,Deputada Doutora Jane,REPUBLICANOS,1,apresentou uma proposição,2023-10-31,2023,33,9,17245,api_i5,,autor_id,17245,MO 472/2023,MO,,,"Moção de Louvor em homenagem e reconhecimento aos Policiais Militares do Distrito Federal, lotados no 13º Batalhão, abaixo descritos, pela demonstração de compromisso, bravura e profissionalismo exemplares durante o atendimento de ocorrência criminal na tarde do dia 07 de setembro de 2023, na região de Sobradinho I, a qual exigiu uma atuação exemplar e incansável por parte dos policiais envolvidos.",Apresentação,2023-10-31
13630,19,Deputado Eduardo Pedrosa,UNIÃO,1,apresentou uma proposição,2023-10-31,2023,33,9,17246,api_i5,,autor_id,17246,PL 728/2023,PL,,,Institui e inclui no Calendário Oficial de Eventos do Distrito Federal o Dia do Agente de Trânsito do Distrito Federal.,"Sanção Veto ou Promulgação, Retorno(Emenda)",2023-10-31
13631,19,Deputado Eduardo Pedrosa,UNIÃO,1,apresentou uma proposição,2023-10-31,2023,33,9,17247,api_i5,,autor_id,17247,REQ 997/2023,REQ,,,Requer a criação e o registro da Frente Parlamentar em Defesa e Fortalecimento dos Agentes Comunitário de Saúde – ACS e dos Agentes de Vigilância Ambiental em Saúde - AVAS.,Apresentação,2023-10-31
13632,20,Deputado Fábio Felix,PSOL,1,apresentou uma proposição,2023-10-31,2023,33,9,17247,api_i5,,autor_id,17247,REQ 997/2023,REQ,,,Requer a criação e o registro da Frente Parlamentar em Defesa e Fortalecimento dos Agentes Comunitário de Saúde – ACS e dos Agentes de Vigilância Ambiental em Saúde - AVAS.,Apresentação,2023-10-31
13633,22,Deputado Hermeto,MDB,1,apresentou uma proposição,2023-10-31,2023,33,9,17247,api_i5,,autor_id,17247,REQ 997/2023,REQ,,,Requer a criação e o registro da Frente Parlamentar em Defesa e Fortalecimento dos Agentes Comunitário de Saúde – ACS e dos Agentes de Vigilância Ambiental em Saúde - AVAS.,Apresentação,2023-10-31
13634,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2023-10-31,2023,33,9,17247,api_i5,,autor_id,17247,REQ 997/2023,REQ,,,Requer a criação e o registro da Frente Parlamentar em Defesa e Fortalecimento dos Agentes Comunitário de Saúde – ACS e dos Agentes de Vigilância Ambiental em Saúde - AVAS.,Apresentação,2023-10-31
13635,25,Deputado João Cardoso ,AVANTE,1,apresentou uma proposição,2023-10-31,2023,33,9,17247,api_i5,,autor_id,17247,REQ 997/2023,REQ,,,Requer a criação e o registro da Frente Parlamentar em Defesa e Fortalecimento dos Agentes Comunitário de Saúde – ACS e dos Agentes de Vigilância Ambiental em Saúde - AVAS.,Apresentação,2023-10-31
13636,26,Deputado Jorge Vianna,INVÁLIDO,1,apresentou uma proposição,2023-10-31,2023,33,9,17247,api_i5,,autor_id,17247,REQ 997/2023,REQ,,,Requer a criação e o registro da Frente Parlamentar em Defesa e Fortalecimento dos Agentes Comunitário de Saúde – ACS e dos Agentes de Vigilância Ambiental em Saúde - AVAS.,Apresentação,2023-10-31
13637,58,Deputado Wellington Luiz,MDB,1,apresentou uma proposição,2023-10-31,2023,33,9,17247,api_i5,,autor_id,17247,REQ 997/2023,REQ,,,Requer a criação e o registro da Frente Parlamentar em Defesa e Fortalecimento dos Agentes Comunitário de Saúde – ACS e dos Agentes de Vigilância Ambiental em Saúde - AVAS.,Apresentação,2023-10-31
13638,60,Deputada Dayse Amarilio,PSB,1,apresentou uma proposição,2023-10-31,2023,33,9,17247,api_i5,,autor_id,17247,REQ 997/2023,REQ,,,Requer a criação e o registro da Frente Parlamentar em Defesa e Fortalecimento dos Agentes Comunitário de Saúde – ACS e dos Agentes de Vigilância Ambiental em Saúde - AVAS.,Apresentação,2023-10-31
13639,61,Deputada Doutora Jane,REPUBLICANOS,1,apresentou uma proposição,2023-10-31,2023,33,9,17247,api_i5,,autor_id,17247,REQ 997/2023,REQ,,,Requer a criação e o registro da Frente Parlamentar em Defesa e Fortalecimento dos Agentes Comunitário de Saúde – ACS e dos Agentes de Vigilância Ambiental em Saúde - AVAS.,Apresentação,2023-10-31
13640,63,Deputado Max Maciel,PSOL,1,apresentou uma proposição,2023-10-31,2023,33,9,17247,api_i5,,autor_id,17247,REQ 997/2023,REQ,,,Requer a criação e o registro da Frente Parlamentar em Defesa e Fortalecimento dos Agentes Comunitário de Saúde – ACS e dos Agentes de Vigilância Ambiental em Saúde - AVAS.,Apresentação,2023-10-31
13641,64,Deputada Paula Belmonte,INVÁLIDO,1,apresentou uma proposição,2023-10-31,2023,33,9,17247,api_i5,,autor_id,17247,REQ 997/2023,REQ,,,Requer a criação e o registro da Frente Parlamentar em Defesa e Fortalecimento dos Agentes Comunitário de Saúde – ACS e dos Agentes de Vigilância Ambiental em Saúde - AVAS.,Apresentação,2023-10-31
13642,65,Deputado Pepa,PP,1,apresentou uma proposição,2023-10-31,2023,33,9,17247,api_i5,,autor_id,17247,REQ 997/2023,REQ,,,Requer a criação e o registro da Frente Parlamentar em Defesa e Fortalecimento dos Agentes Comunitário de Saúde – ACS e dos Agentes de Vigilância Ambiental em Saúde - AVAS.,Apresentação,2023-10-31
13643,67,Deputado Rogério Morro da Cruz,PSD,1,apresentou uma proposição,2023-10-31,2023,33,9,17247,api_i5,,autor_id,17247,REQ 997/2023,REQ,,,Requer a criação e o registro da Frente Parlamentar em Defesa e Fortalecimento dos Agentes Comunitário de Saúde – ACS e dos Agentes de Vigilância Ambiental em Saúde - AVAS.,Apresentação,2023-10-31
13644,68,Deputado Gabriel Magno,PT,1,apresentou uma proposição,2023-10-31,2023,33,9,17247,api_i5,,autor_id,17247,REQ 997/2023,REQ,,,Requer a criação e o registro da Frente Parlamentar em Defesa e Fortalecimento dos Agentes Comunitário de Saúde – ACS e dos Agentes de Vigilância Ambiental em Saúde - AVAS.,Apresentação,2023-10-31
13645,22,Deputado Hermeto,MDB,1,apresentou uma proposição,2023-10-31,2023,33,9,17249,api_i5,,autor_id,17249,MO 474/2023,MO,,,"Reconhece e apresenta Votos de Louvor aos Policiais Militares lotados no 15º BPM, pelo comprometimento, profissionalismo e dedicação demonstrados em “ATO DE BRAVURA”, durante atendimento de violência doméstica, fato ocorrido dia 24/08/2023, na Cidade Estrutural. ",Apresentação,2023-10-31
13646,6,Poder Executivo,,1,apresentou uma proposição,2023-10-31,2023,33,9,17250,api_i5,,autor_id,17250,PL 726/2023,PL,,,"Estabelece a pauta de valores venais de veículos automotores usados registrados e licenciados no Distrito Federal para efeito de lançamento do Imposto sobre a Propriedade de Veículos Automotores - IPVA, relativamente ao exercício de 2024, e dá outras providências.","Sanção Veto ou Promulgação, Retorno(Emenda)",2023-10-31
13647,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2023-11-01,2023,33,9,17251,api_i5,,autor_id,17251,IND 4030/2023,IND,,,"Sugere ao Poder Executivo que, por intermédio da Administração Regional de Taguatinga, promova o recapeamento das pistas descendo do pistão norte para a comercial norte, entre as quadras QNA 40 a 30 e QNA 39 a 29, na Região Administrativa de Taguatinga – RA III.",Apresentação,2023-11-01
13648,6,Poder Executivo,,1,apresentou uma proposição,2023-10-31,2023,33,9,17252,api_i5,,autor_id,17252,PL 727/2023,PL,,,"Altera a Lei nº 5.279, de 24 de dezembro de 2013, que institui o ""Programa Bolsa Atleta para Pessoas com Deficiência"".","Sanção Veto ou Promulgação, Disponibilizada(Parecer)",2023-10-31
13649,22,Deputado Hermeto,MDB,1,apresentou uma proposição,2023-10-31,2023,33,9,17253,api_i5,,autor_id,17253,MO 473/2023,MO,,,"Parabeniza e manifesta votos de louvor e aplausos a todos os homenageados da Sessão Solene em homenagem ao aniversário da Cidade, que prestaram serviços relevantes a Cidade da Candangolândia.",Apresentação,2023-10-31
13650,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2023-11-01,2023,33,9,17254,api_i5,,autor_id,17254,IND 4031/2023,IND,,,"Sugere ao Poder Executivo do Distrito Federal, por intermédio do Departamento de Trânsito do Distrito Federal – DETRAN/DF, a instalação de quebra-molas na quadra 1 conjunto H em frente à casa 304, Setor Norte, na Região Administrativa do Gama – RA II.",Apresentação,2023-11-01
13651,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2023-11-01,2023,33,9,17255,api_i5,,autor_id,17255,IND 4032/2023,IND,,,"Sugere ao Poder Executivo, por intermédio da Secretaria de Estado de Saúde do Distrito Federal – SES, a instalação de uma Unidade Básica de Saúde – UBS, no Núcleo Rural Capão Comprido, na Região Administrativa de São Sebastião – RA XVI.",Apresentação,2023-11-01
13652,34,Deputado Roosevelt Vilela,PL,1,apresentou uma proposição,2023-10-31,2023,33,9,17256,api_i5,,autor_id,17256,IND 4026/2023,IND,,,"Sugere ao Poder Executivo, por intermédio da Casa Civil, Secretaria de Planejamento, Orçamento e Administração e Secretaria de Fazenda, o envio de Projeto de Lei prorrogando a vigência da Lei nº 6.421, de 16 de dezembro de 2019, que ""Dispõe sobre a redução da base de cálculo do Imposto sobre Operações Relativas à Circulação de Mercadorias e sobre Prestações de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação - ICMS nas operações com a cesta básica de alimentos"".",Apresentação,2023-10-31
13653,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2023-11-01,2023,33,9,17257,api_i5,,autor_id,17257,IND 4033/2023,IND,,,"Sugere ao Poder Executivo, por intermédio da Secretaria de Estado de Saúde do Distrito Federal – SES, a instalação de uma Unidade Básica de Saúde – UBS, na área central da Região Administrativa de Santa Maria – RA XIII",Apresentação,2023-11-01
13654,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2023-10-31,2023,33,9,17258,api_i5,,autor_id,17258,REQ 999/2023,REQ,,,Requer a realização de Sessão Solene em homenagem a artistas e movimentos da Cultura Hip Hop do Distrito Federal e fechamento da Semana Distrital do Hip Hop.,Apresentação,2023-10-31
13655,30,Deputado Martins Machado,REPUBLICANOS,1,apresentou uma proposição,2023-10-31,2023,33,9,17258,api_i5,,autor_id,17258,REQ 999/2023,REQ,,,Requer a realização de Sessão Solene em homenagem a artistas e movimentos da Cultura Hip Hop do Distrito Federal e fechamento da Semana Distrital do Hip Hop.,Apresentação,2023-10-31
13656,33,Deputado Robério Negreiros,PSD,1,apresentou uma proposição,2023-10-31,2023,33,9,17258,api_i5,,autor_id,17258,REQ 999/2023,REQ,,,Requer a realização de Sessão Solene em homenagem a artistas e movimentos da Cultura Hip Hop do Distrito Federal e fechamento da Semana Distrital do Hip Hop.,Apresentação,2023-10-31
13657,57,Deputado Ricardo Vale,PT,1,apresentou uma proposição,2023-10-31,2023,33,9,17258,api_i5,,autor_id,17258,REQ 999/2023,REQ,,,Requer a realização de Sessão Solene em homenagem a artistas e movimentos da Cultura Hip Hop do Distrito Federal e fechamento da Semana Distrital do Hip Hop.,Apresentação,2023-10-31
13658,59,Deputado Pastor Daniel de Castro,PP,1,apresentou uma proposição,2023-10-31,2023,33,9,17258,api_i5,,autor_id,17258,REQ 999/2023,REQ,,,Requer a realização de Sessão Solene em homenagem a artistas e movimentos da Cultura Hip Hop do Distrito Federal e fechamento da Semana Distrital do Hip Hop.,Apresentação,2023-10-31
13659,60,Deputada Dayse Amarilio,PSB,1,apresentou uma proposição,2023-10-31,2023,33,9,17258,api_i5,,autor_id,17258,REQ 999/2023,REQ,,,Requer a realização de Sessão Solene em homenagem a artistas e movimentos da Cultura Hip Hop do Distrito Federal e fechamento da Semana Distrital do Hip Hop.,Apresentação,2023-10-31
13660,63,Deputado Max Maciel,PSOL,1,apresentou uma proposição,2023-10-31,2023,33,9,17258,api_i5,,autor_id,17258,REQ 999/2023,REQ,,,Requer a realização de Sessão Solene em homenagem a artistas e movimentos da Cultura Hip Hop do Distrito Federal e fechamento da Semana Distrital do Hip Hop.,Apresentação,2023-10-31
13661,64,Deputada Paula Belmonte,INVÁLIDO,1,apresentou uma proposição,2023-10-31,2023,33,9,17258,api_i5,,autor_id,17258,REQ 999/2023,REQ,,,Requer a realização de Sessão Solene em homenagem a artistas e movimentos da Cultura Hip Hop do Distrito Federal e fechamento da Semana Distrital do Hip Hop.,Apresentação,2023-10-31
13662,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2023-11-01,2023,33,9,17259,api_i5,,autor_id,17259,IND 4034/2023,IND,,,"Sugere ao Poder Executivo, por intermédio da Secretaria de Mobilidade - SEMOB, a ampliação das linhas de ônibus que atendem ao Condomínio Total Ville, na Região Administrativa de Santa Maria – RA XIII. ",Apresentação,2023-11-01
13663,64,Deputada Paula Belmonte,INVÁLIDO,1,apresentou uma proposição,2023-11-14,2023,33,9,17260,api_i5,,autor_id,17260,IND 4113/2023,IND,,,"Sugere ao Poder Executivo, por meio da Secretaria de Estado de Obras e Infraestrutura do Distrito Federal - SODF, em conjunto com a CEB IPES e NEOENERGIA, que promovam, com urgência, a identificação e substituição dos postes de energia elétrica do Distrito Federal, que se encontram em condições precárias e com risco de queda. ",Apresentação,2023-11-14
13664,64,Deputada Paula Belmonte,INVÁLIDO,1,apresentou uma proposição,2023-11-22,2023,33,9,17261,api_i5,,autor_id,17261,IND 4165/2023,IND,,,"Sugere ao Poder Executivo, por intermédio do Departamento de Estradas de Rodagem do Distrito Federal - DER/DF, a análise de viabilidade da execução de obras de duplicação da DF-460 - Subcentro Leste, pista que liga Taguatinga à Samambaia, passando pelo Complexo Boca da Mata.


",Apresentação,2023-11-22
13665,68,Deputado Gabriel Magno,PT,1,apresentou uma proposição,2023-10-31,2023,33,9,17262,api_i5,,autor_id,17262,REQ 998/2023,REQ,,,"Requer explicações e posicionamento da Secretaria de Estado de Saúde do Distrito Federal – SES/DF, sobre óbito de uma criança de 2 anos na Unidade de Pronto Atendimento – UPA de São Sebastião, sob gestão do Instituto de Gestão Estratégica de Saúde do Distrito Federal – Iges/DF.",Apresentação,2023-10-31
13666,59,Deputado Pastor Daniel de Castro,PP,1,apresentou uma proposição,2023-10-31,2023,33,9,17263,api_i5,,autor_id,17263,PL 730/2023,PL,,,"Determina a Exibição de Vídeos Educativos nas Sessões de Cinemas sobre a Conscientização, Prevenção e Combate a Violência Contra a Mulher, no Âmbito do Distrito Federal. ","Apresentação, Retorno(Parecer)",2023-10-31
13667,59,Deputado Pastor Daniel de Castro,PP,1,apresentou uma proposição,2023-10-31,2023,33,9,17264,api_i5,,autor_id,17264,IND 4025/2023,IND,,,Sugere ao Poder Executivo que envie para esta Casa Legislativa um Projeto de Lei que autorize o fechamento de condomínios horizontais em Vicente Pires.,Apresentação,2023-10-31
13668,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2023-11-01,2023,33,9,17265,api_i5,,autor_id,17265,IND 4035/2023,IND,,,"Sugere ao Poder Executivo que, por intermédio da Administração Regional do Lago Sul, e da Companhia Urbanizadora da Nova Capital – NOVACAP, promovam a manutenção das calçadas na SMDB, Conjunto 26/27, localizado na Região Administrativa do Lago Sul – RA XVI",Apresentação,2023-11-01
13669,6,Poder Executivo,,1,apresentou uma proposição,2023-10-31,2023,33,9,17266,api_i5,,autor_id,17266,PL 732/2023,PL,,,"Estabelece a pauta de valores venais de terrenos e edificações do Distrito Federal para efeito de lançamento do Imposto sobre a Propriedade Predial e Territorial Urbana - IPTU, relativamente ao exercício de 2024, e dá outras providências.","Sanção Veto ou Promulgação, Disponibilizada(Emenda)",2023-10-31
13670,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2023-11-01,2023,33,9,17267,api_i5,,autor_id,17267,IND 4036/2023,IND,,,"Sugere ao Poder Executivo que, por intermédio da Administração Regional do Lago Sul, promova a Pavimentação Asfáltica da Via que liga a QI 25 com o Setor de Chácaras, localizado na Região Administrativa do Lago Sul - RA XVI",Apresentação,2023-11-01
13671,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2023-11-01,2023,33,9,17268,api_i5,,autor_id,17268,IND 4037/2023,IND,,,"Sugere ao Poder Executivo, por intermédio da Companhia Energética de Brasília - CEB, promova a Manutenção da Iluminação Pública no calçadão do Gama Oeste, Quadras 12 e 13, localizado na Região Administrativa do Gama - RA II",Apresentação,2023-11-01
13672,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2023-11-01,2023,33,9,17269,api_i5,,autor_id,17269,IND 4038/2023,IND,,,"Sugere ao Poder Executivo que, por intermédio da Companhia Energética de Brasília – CEB, adote medidas necessárias para instalação de iluminação pública de LED em toda a QNL, localizada na Região Administrativa de Taguatinga – RA III",Apresentação,2023-11-01
13673,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2023-11-01,2023,33,9,17270,api_i5,,autor_id,17270,IND 4039/2023,IND,,,"Sugere ao Poder Executivo que, por intermédio da Administração Regional de Santa Maria, promova a substituição da iluminação por LED na QR 416, Conjunto K, da Região Administrativa de Santa Maria - RA XIII",Apresentação,2023-11-01
13674,30,Deputado Martins Machado,REPUBLICANOS,1,apresentou uma proposição,2023-11-07,2023,33,9,17272,api_i5,,autor_id,17272,IND 4069/2023,IND,,,"Sugere providências à Companhia Urbanizadora da Nova Capital do Brasil- NOVACAP junto à Administração Regional de São Sebastião, a construção de um parque infantil e campo de futebol na Rodovia DF 270, na região do Café sem Troco em São Sebastião- RA XIV.

",Apresentação,2023-11-07
13675,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2023-11-01,2023,33,9,17273,api_i5,,autor_id,17273,IND 4040/2023,IND,,,"Sugere ao Poder Executivo, por intermédio da Secretaria de Estado de Obras e Infraestrutura do Distrito Federal, a construção de calçada pública de acesso aos pedestres  no SHA, conjunto 5, localizada na Região Administrativa de Arniqueira RA – XXXIII",Apresentação,2023-11-01
13676,58,Deputado Wellington Luiz,MDB,1,apresentou uma proposição,2023-10-31,2023,33,9,17274,api_i5,,autor_id,17274,PDL 60/2023,PDL,,,Concede o Título de Cidadã Honorária de Brasília excelentíssima Celina Leão Hizim.,Apresentação,2023-10-31
13677,30,Deputado Martins Machado,REPUBLICANOS,1,apresentou uma proposição,2023-11-07,2023,33,9,17275,api_i5,,autor_id,17275,IND 4070/2023,IND,,,"Sugere ao Departamento de Estradas de Rodagem- DER junto à CEB Iluminação Pública e Serviços, providências para a implantação de iluminação pública na Rodovia DF 130, na Região do Café sem Troco em São Sebastião- RA XIV.",Apresentação,2023-11-07
13678,30,Deputado Martins Machado,REPUBLICANOS,1,apresentou uma proposição,2023-11-07,2023,33,9,17276,api_i5,,autor_id,17276,IND 4071/2023,IND,,,"Sugere à Secretaria de Obras e Infraestrutura do Distrito Federal, providências para pavimentação nas vias paralelas da Rodovia DF 130, km 34, na Região do Café sem Troco em São Sebastião- RA XIV.",Apresentação,2023-11-07
