sk_ato,chave_deputado,nome_na_api,partido_ultimo,tipo_ato,nome_tipo_ato,data,ano,sessao_legislativa,legislatura,id_objeto,fonte,valor_centavos,regra_chave,proposicao_id,documento_id,comissao_sigla,verdict_estrutural,verdict_prosa,clausula,via
76502,62,Deputado Joaquim Roriz Neto,PL,3,relatou (parecer),2023-06-20,2023,33,9,8832,api_i8,,normalizar,8832,79434,GAB DEP JOAQUIM RORIZ NETO,Aprovado(a),merito_favoravel,"Ante o exposto, no âmbito da Comissão de Desenvolvimento Econômico Sustentável, Ciência, Tecnologia, Meio Ambiente e Turismo, somos pela APROVAÇÃO do Projeto de Lei nº 2.898, de 2022.",parecer_autor
76503,66,Deputado Thiago Manzoni,PL,3,relatou (parecer),2023-08-02,2023,33,9,8854,api_i8,,normalizar,8854,82694,GAB DEP THIAGO MANZONI,Aprovado(a),merito_favoravel,"Diante do exposto, restringindo-se a análise ao mérito da proposição, manifesta-se voto pela APROVAÇÃO do Projeto de Lei nº 2.905/2022 no âmbito desta Comissão de Educação, Saúde e Cultura.",parecer_autor
76504,15,Deputado Chico Vigilante,PT,3,relatou (parecer),2023-06-14,2023,33,9,8931,api_i8,,normalizar,8931,78598,GAB DEP CHICO VIGILANTE,Aprovado(a),admissivel,"Diante do exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 2.936/2022, no âmbito da Comissão de Constituição e Justiça, nos termos da emenda modificativa anexa.",parecer_autor
76505,64,Deputada Paula Belmonte,INVÁLIDO,3,relatou (parecer),2023-03-27,2023,33,9,8931,api_i8,,normalizar,8931,65254,GAB DEP PAULA BELMONTE,Aprovado(a),merito_favoravel,"Diante do exposto, manifestamos voto pela APROVAÇÃO do Projeto de Lei nº 2.936/2022, quanto ao mérito, no âmbito desta Comissão de Desenvolvimento Econômico Sustentável, Ciência, Tecnologia, Meio Ambiente e Turismo.",parecer_autor
76506,60,Deputada Dayse Amarilio,PSB,3,relatou (parecer),2023-06-30,2023,33,9,8936,api_i8,,normalizar,8936,81642,GAB DEP DAYSE AMARILIO,Aprovado(a),merito_favoravel,"Diante das considerações apresentadas, manifestamos voto pela APROVAÇÃO, no mérito, do Projeto de Lei nº 2.926 de 2022, nesta Comissão de Assuntos Sociais.",parecer_autor
76507,62,Deputado Joaquim Roriz Neto,PL,3,relatou (parecer),2023-04-12,2023,33,9,8936,api_i8,,normalizar,8936,67584,GAB DEP JOAQUIM RORIZ NETO,Aprovado(a),sem_clausula,,parecer_autor
76508,64,Deputada Paula Belmonte,INVÁLIDO,3,relatou (parecer),2023-03-27,2023,33,9,8938,api_i8,,normalizar,8938,65066,GAB DEP PAULA BELMONTE,Não apreciado(a),merito_favoravel,"Diante do exposto, manifestamos voto pela APROVAÇÃO do Projeto de Lei nº 2.928/2022, quanto ao mérito, no âmbito desta Comissão de Desenvolvimento Econômico Sustentável, Ciência, Tecnologia, Meio Ambiente e Turismo.",parecer_autor
76509,68,Deputado Gabriel Magno,PT,3,relatou (parecer),2023-08-18,2023,33,9,8939,api_i8,,normalizar,8939,84995,GAB DEP GABRIEL MAGNO,Aprovado(a),merito_favoravel,"Diante do exposto, somos pela APROVAÇÃO, no mérito, do Projeto de Lei nº 2.927/2022, no âmbito desta Comissão de Educação, Saúde e Cultura.",parecer_autor
76510,59,Deputado Pastor Daniel de Castro,PP,3,relatou (parecer),2023-03-17,2023,33,9,8941,api_i8,,normalizar,8941,63598,GAB DEP PR DANIEL DE CASTRO,,,,parecer_autor
76511,64,Deputada Paula Belmonte,INVÁLIDO,3,relatou (parecer),2023-06-21,2023,33,9,8941,api_i8,,normalizar,8941,79625,GAB DEP PAULA BELMONTE,Aprovado(a),admissivel,"Diante do exposto, vota-se, no âmbito da CEOF, pela admissibilidade do PL nº 2.910, de 2022, nos termos do art. 64, II, “a”, e §2º, do RICLDF.",parecer_autor
76512,19,Deputado Eduardo Pedrosa,UNIÃO,3,relatou (parecer),2023-03-03,2023,33,9,8942,api_i8,,normalizar,8942,60750,CEOF,,,,parecer_autor
76513,60,Deputada Dayse Amarilio,PSB,3,relatou (parecer),2023-02-23,2023,33,9,8942,api_i8,,normalizar,8942,59545,GAB DEP DAYSE AMARILIO,,,,parecer_autor
76514,61,Deputada Doutora Jane,REPUBLICANOS,3,relatou (parecer),2023-02-07,2023,33,9,8942,api_i8,,normalizar,8942,57861,GAB DEP DOUTORA JANE,,,,parecer_autor
76515,60,Deputada Dayse Amarilio,PSB,3,relatou (parecer),2023-05-29,2023,33,9,8952,api_i8,,normalizar,8952,75517,GAB DEP DAYSE AMARILIO,Não apreciado(a),merito_favoravel,"Ante o exposto, manifestamo-nos, no âmbito desta Comissão de Assuntos Sociais, quanto ao mérito, pela aprovação do Projeto de Lei nº 2.935, de 2022, na forma do Substitutivo anexo.",parecer_autor
76516,66,Deputado Thiago Manzoni,PL,3,relatou (parecer),2023-03-22,2023,33,9,8955,api_i8,,normalizar,8955,64434,GAB DEP THIAGO MANZONI,Aprovado(a),merito_favoravel,"Diante do exposto, somos pela APROVAÇÃO, no mérito, do Projeto de Lei nº 2.921/2022, no âmbito da Comissão de Educação, Saúde e Cultura.",parecer_autor
76517,66,Deputado Thiago Manzoni,PL,3,relatou (parecer),2023-02-23,2023,33,9,8966,api_i8,,normalizar,8966,59475,GAB DEP THIAGO MANZONI,,,,parecer_autor
76518,19,Deputado Eduardo Pedrosa,UNIÃO,3,relatou (parecer),2023-05-09,2023,33,9,8969,api_i8,,normalizar,8969,71013,GAB DEP EDUARDO PEDROSA,Aprovado(a),admissivel_com_ressalva,"Pelo exposto, vota-se, no âmbito da CEOF, pela ADMISSIBILIDADE do PL nº 2.916/2022, na forma da Emenda nº 01 da CAS.",parecer_autor
76519,60,Deputada Dayse Amarilio,PSB,3,relatou (parecer),2023-02-23,2023,33,9,8975,api_i8,,normalizar,8975,59559,GAB DEP DAYSE AMARILIO,,,,parecer_autor
76520,60,Deputada Dayse Amarilio,PSB,3,relatou (parecer),2023-03-28,2023,33,9,9000,api_i8,,normalizar,9000,65373,GAB DEP DAYSE AMARILIO,Aprovado(a),merito_favoravel,"Diante dessas considerações, manifestamos voto pela APROVAÇÃO, no mérito, do Projeto de Lei nº 2.907 de 2022, nesta Comissão de Assuntos Sociais.",parecer_autor
76521,66,Deputado Thiago Manzoni,PL,3,relatou (parecer),2023-12-05,2023,33,9,9029,api_i8,,normalizar,9029,106412,GAB DEP THIAGO MANZONI,Aprovado(a),merito_favoravel,"Diante do exposto, somos pela APROVAÇÃO, no mérito, do Projeto de Lei nº 2911/2022, na forma do substitutivo, no âmbito da Comissão de Educação, Saúde e Cultura.",parecer_autor
76522,61,Deputada Doutora Jane,REPUBLICANOS,3,relatou (parecer),2023-05-30,2023,33,9,9200,api_i8,,normalizar,9200,76132,GAB DEP DOUTORA JANE,Aprovado(a),merito_favoravel,"Diante do exposto, no mérito, manifestamos voto pela APROVAÇÃO do Projeto de Lei 2955/2022, no âmbito desta Comissão de Desenvolvimento Econômico Sustentável, Ciência, Tecnologia, Meio Ambiente e Turismo.",parecer_autor
76523,59,Deputado Pastor Daniel de Castro,PP,3,relatou (parecer),2023-03-30,2023,33,9,9232,api_i8,,normalizar,9232,65898,GAB DEP PR DANIEL DE CASTRO,Não apreciado(a),merito_favoravel,"Portanto, nosso voto é pela APROVAÇÃO do Projeto de Lei 2969/2022 no âmbito desta Comissão de Assuntos Sociais.",parecer_autor
76524,60,Deputada Dayse Amarilio,PSB,3,relatou (parecer),2023-02-23,2023,33,9,9234,api_i8,,normalizar,9234,59555,GAB DEP DAYSE AMARILIO,,,,parecer_autor
76525,64,Deputada Paula Belmonte,INVÁLIDO,3,relatou (parecer),2023-03-02,2023,33,9,9234,api_i8,,normalizar,9234,60591,GAB DEP PAULA BELMONTE,,,,parecer_autor
76526,66,Deputado Thiago Manzoni,PL,3,relatou (parecer),2023-04-03,2023,33,9,9234,api_i8,,normalizar,9234,66843,GAB DEP THIAGO MANZONI,Aprovado(a),admissivel_com_ressalva,"Por todo o exposto, nosso voto é pela ADMISSIBILIDADE constitucional e jurídica do Projeto de Lei nº 2.958, de 2022, na forma do substitutivo em anexo.",parecer_autor
76527,63,Deputado Max Maciel,PSOL,3,relatou (parecer),2023-07-04,2023,33,9,9242,api_i8,,normalizar,9242,81931,GAB DEP MAX MACIEL,Aprovado(a),sem_clausula,,parecer_autor
76528,22,Deputado Hermeto,MDB,3,relatou (parecer),2023-08-23,2023,33,9,9265,api_i8,,normalizar,9265,85358,GAB DEP HERMETO,Não apreciado(a),sem_clausula,,parecer_autor
76529,59,Deputado Pastor Daniel de Castro,PP,3,relatou (parecer),2023-03-24,2023,33,9,9265,api_i8,,normalizar,9265,64820,GAB DEP PR DANIEL DE CASTRO,Aprovado(a),merito_favoravel,"Feitas essas considerações, concluímos pelo mérito da temática e votamos pela APROVAÇÃO do PROJETO DE LEI Nº 2968/2022, no âmbito desta Comissão.",parecer_autor
76530,20,Deputado Fábio Felix,PSOL,3,relatou (parecer),2023-06-16,2023,33,9,9268,api_i8,,normalizar,9268,78807,GAB DEP FÁBIO FÉLIX,Aprovado(a),admissivel,"Diante de todo o exposto, manifestamo-nos pela admissibilidade do Projeto de Lei nº 2963/2022, no âmbito da CCJ.",parecer_autor
76531,59,Deputado Pastor Daniel de Castro,PP,3,relatou (parecer),2023-03-17,2023,33,9,9321,api_i8,,normalizar,9321,63339,GAB DEP PR DANIEL DE CASTRO,,,,parecer_autor
76532,60,Deputada Dayse Amarilio,PSB,3,relatou (parecer),2023-03-28,2023,33,9,9348,api_i8,,normalizar,9348,65393,GAB DEP DAYSE AMARILIO,Aprovado(a),merito_favoravel,"Portanto, manifestamo-nos, no mérito, pela aprovação do Projeto de Lei nº 2979, de 2022.",parecer_autor
76533,59,Deputado Pastor Daniel de Castro,PP,3,relatou (parecer),2023-04-03,2023,33,9,9371,api_i8,,normalizar,9371,66671,GAB DEP PR DANIEL DE CASTRO,Não apreciado(a),merito_contrario,"Do exposto, manifestamos voto pela REJEIÇÃO do Projeto de Lei n.º 2.983/2022, bem como das Emendas n.º 1 e 2.",parecer_autor
76534,60,Deputada Dayse Amarilio,PSB,3,relatou (parecer),2023-05-11,2023,33,9,9377,api_i8,,normalizar,9377,71593,GAB DEP DAYSE AMARILIO,Aprovado(a),merito_favoravel,"Diante do exposto, votamos pela aprovação, no mérito, do Projeto de Lei nº 2.984, de 2022, no âmbito desta Comissão de Assuntos Sociais.",parecer_autor
76535,68,Deputado Gabriel Magno,PT,3,relatou (parecer),2023-04-24,2023,33,9,9413,api_i8,,normalizar,9413,68935,GAB DEP GABRIEL MAGNO,Não apreciado(a),merito_favoravel,"Portanto apresento a Emenda Supressiva nº 3 retirando do Art. 3º, a letra i. Ante o exposto, no âmbito da Comissão de Educação, Saúde e Cultura, somos pela APROVAÇÃO, no mérito, do Projeto de Lei nº 3.005, de 2022, com as Emendas nº 1, Emenda nº 2 e Emenda nº3.",parecer_autor
76536,63,Deputado Max Maciel,PSOL,3,relatou (parecer),2023-07-03,2023,33,9,9418,api_i8,,normalizar,9418,81854,GAB DEP MAX MACIEL,Aprovado(a),sem_clausula,,parecer_autor
76537,60,Deputada Dayse Amarilio,PSB,3,relatou (parecer),2023-08-10,2023,33,9,9432,api_i8,,normalizar,9432,83558,GAB DEP DAYSE AMARILIO,Aprovado(a),merito_favoravel,"Dessa forma, por considerarmos a proposição meritória, manifestamos voto pela APROVAÇÃO do Projeto de Lei nº 2995 de 2022, nesta Comissão de Assuntos Sociais.",parecer_autor
76538,60,Deputada Dayse Amarilio,PSB,3,relatou (parecer),2023-05-17,2023,33,9,9472,api_i8,,normalizar,9472,72829,GAB DEP DAYSE AMARILIO,Não apreciado(a),merito_favoravel,"Sob os critérios desta Comissão de Assuntos Sociais, somos, no mérito, pela APROVAÇÃO do Projeto de Decreto Legislativo nº 295/2022, por tratar-se de justa e honrosa homenagem.",parecer_autor
76539,15,Deputado Chico Vigilante,PT,3,relatou (parecer),2023-09-14,2023,33,9,9507,api_i8,,normalizar,9507,90416,GAB DEP CHICO VIGILANTE,Aprovado(a),admissivel,"Pelo exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Decreto Legislativo nº 287/2022 no âmbito desta Comissão de Constituição e Justiça.",parecer_autor
76540,30,Deputado Martins Machado,REPUBLICANOS,3,relatou (parecer),2023-03-22,2023,33,9,9507,api_i8,,normalizar,9507,64402,GAB DEP MARTINS MACHADO,Aprovado(a),merito_favoravel,"Sob os critérios desta Comissão de Assuntos Sociais, somos, no mérito, pela APROVAÇÃO do Projeto de Decreto Legislativo nº 287/2022, por tratar-se de justa e honrosa homenagem.",parecer_autor
76541,23,Deputado Iolando,MDB,3,relatou (parecer),2023-06-28,2023,33,9,9509,api_i8,,normalizar,9509,81071,GAB DEP IOLANDO,Aprovado(a),admissivel,"Diante do exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 3.009/2022, no âmbito da Comissão de Constituição e Justiça.",parecer_autor
76542,60,Deputada Dayse Amarilio,PSB,3,relatou (parecer),2023-05-12,2023,33,9,9585,api_i8,,normalizar,9585,71883,GAB DEP DAYSE AMARILIO,Aprovado(a),merito_favoravel,"Diante dessas considerações, manifestamos voto pela APROVAÇÃO, no mérito, do Projeto de Lei nº 3.017/2022, no âmbito da Comissão de Educação, Saúde e Cultura.",parecer_autor
76543,25,Deputado João Cardoso ,AVANTE,3,relatou (parecer),2023-03-31,2023,33,9,9618,api_i8,,normalizar,9618,66184,GAB DEP JOÃO CARDOSO,Aprovado(a),sem_clausula,,parecer_autor
76544,66,Deputado Thiago Manzoni,PL,3,relatou (parecer),2023-06-15,2023,33,9,9618,api_i8,,normalizar,9618,78715,GAB DEP THIAGO MANZONI,Aprovado(a),admissivel,"Em razão do exposto, e nada havendo qualquer reparo a apontar quanto aos aspectos de juridicidade, legalidade, regimentalidade, manifestamos nosso voto pela ADMISSIBILIDADE do Projeto de Decreto Legislativo nº 289/2022 no âmbito desta Comissão de Constituição e Justiça.",parecer_autor
76545,61,Deputada Doutora Jane,REPUBLICANOS,3,relatou (parecer),2023-06-19,2023,33,9,9649,api_i8,,normalizar,9649,79046,GAB DEP DOUTORA JANE,Aprovado(a),merito_favoravel,"Pelo até aqui exposto, no âmbito desta Comissão de Desenvolvimento Econômico Sustentável, Ciência, Tecnologia, Meio Ambiente e Turismo, manifestamos voto pela APROVAÇÃO, no mérito, do Projeto de Lei nº 3022, de 2022.",parecer_autor
76546,59,Deputado Pastor Daniel de Castro,PP,3,relatou (parecer),2023-04-04,2023,33,9,9661,api_i8,,normalizar,9661,66903,GAB DEP PR DANIEL DE CASTRO,Aprovado(a),merito_favoravel,"Diante do exposto, somos pela APROVAÇÃO, no mérito, do Projeto de Lei nº 3025/2022, no âmbito da Comissão de Assuntos Sociais.",parecer_autor
76547,62,Deputado Joaquim Roriz Neto,PL,3,relatou (parecer),2023-08-29,2023,33,9,9661,api_i8,,normalizar,9661,86213,GAB DEP JOAQUIM RORIZ NETO,Aprovado(a),admissivel_com_ressalva,"Dessa forma, tendo em vista que a proposição possuir carácter meritório, bem como aperfeiçoa a prestação de política pública constitucional, voto, no âmbito da Comissão de Econmia Orçamento e Finanças, pela ADMISSIBILIDADE e APROVAÇÃO do projeto de lei nº 3025/2022, de autoria do Deputado Jorge Vianna, na forma de sua redação original.",parecer_autor
76548,68,Deputado Gabriel Magno,PT,3,relatou (parecer),2023-03-08,2023,33,9,9661,api_i8,,normalizar,9661,61331,GAB DEP GABRIEL MAGNO,,,,parecer_autor
76549,60,Deputada Dayse Amarilio,PSB,3,relatou (parecer),2023-08-28,2023,33,9,9676,api_i8,,normalizar,9676,86104,GAB DEP DAYSE AMARILIO,Aprovado(a),merito_favoravel,"Assim, manifestamos voto, nesta Comissão de Assuntos Sociais, pela APROVAÇÃO do Projeto de Lei nº 3060 de 2022, com a Emenda Modificativa n° 1 na forma da subemenda proposta.",parecer_autor
76550,68,Deputado Gabriel Magno,PT,3,relatou (parecer),2023-04-24,2023,33,9,9676,api_i8,,normalizar,9676,68998,GAB DEP GABRIEL MAGNO,Aprovado(a),merito_favoravel,"Assim, pelos motivos expostos, votamos pela APROVAÇÃO, no mérito, do Projeto de Lei no 3.060, de 2022, com a Emenda nº 1, nesta Comissão de Educação, Saúde e Cultura.",parecer_autor
76551,64,Deputada Paula Belmonte,INVÁLIDO,3,relatou (parecer),2023-04-10,2023,33,9,9684,api_i8,,normalizar,9684,67220,GAB DEP PAULA BELMONTE,Aprovado(a),merito_favoravel,"Diante do exposto, manifestamos voto pela APROVAÇÃO do Projeto de Lei nº 3.026/2022, quanto ao mérito, no âmbito desta Comissão de Desenvolvimento Econômico Sustentável, Ciência, Tecnologia, Meio Ambiente e Turismo.",parecer_autor
76552,60,Deputada Dayse Amarilio,PSB,3,relatou (parecer),2023-08-07,2023,33,9,9694,api_i8,,normalizar,9694,83104,GAB DEP DAYSE AMARILIO,Não apreciado(a),merito_favoravel,"Pelo exposto, manifestamo-nos pela aprovação, no mérito, do Projeto de Lei Complementar nº 137/2022 nesta Comissão de Assuntos Sociais.",parecer_autor
76553,66,Deputado Thiago Manzoni,PL,3,relatou (parecer),2023-10-27,2023,33,9,9700,api_i8,,normalizar,9700,99446,GAB DEP THIAGO MANZONI,Não apreciado(a),merito_favoravel,"Assim, pelos motivos expostos, votamos pela aprovação, no mérito, do Projeto de Lei no 3.053, de 2022, nesta Comissão de Educação, Saúde e Cultura, nos termos do Substitutivo anexo.",parecer_autor
76554,30,Deputado Martins Machado,REPUBLICANOS,3,relatou (parecer),2023-04-25,2023,33,9,9710,api_i8,,normalizar,9710,69094,GAB DEP MARTINS MACHADO,Aprovado(a),merito_favoravel,"Diante do exposto, considerando atendido o interesse público, preenchidos os requisitos de conveniência, oportunidade e necessidade, votamos no âmbito desta CAS, pela APROVAÇÃO no mérito, do PL nº 3.029/2022.",parecer_autor
76555,57,Deputado Ricardo Vale,PT,3,relatou (parecer),2023-12-06,2023,33,9,9710,api_i8,,normalizar,9710,106730,GAB DEP RICARDO VALE,Aprovado(a),merito_favoravel,"Por isso, voto pela aprovação do Projeto de Lei nº 3.029, de 2022.",parecer_autor
76556,23,Deputado Iolando,MDB,3,relatou (parecer),2023-06-19,2023,33,9,9762,api_i8,,normalizar,9762,79107,GAB DEP IOLANDO,Aprovado(a),admissivel,"ta), o numeral 30, referente ao dia do mês, não pode ser escrito por extenso entre parêntesis, pois isso está vedado pelo inciso IV do art. 50 da Lei Complementar nº 13/1996. Diante dessas ponderações, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 3.046/2022, no âmbito da CCJ.",parecer_autor
76557,60,Deputada Dayse Amarilio,PSB,3,relatou (parecer),2023-04-04,2023,33,9,9762,api_i8,,normalizar,9762,66885,GAB DEP DAYSE AMARILIO,Aprovado(a),merito_favoravel,"sco de doença e de outros agravos e ao acesso universal e igualitário às ações e serviços para sua promoção, proteção e recuperação.” Assim, considerando que a proposição se reveste de mérito, relevância e oportunidade, manifestamos voto pela APROVAÇÃO, no mérito, do Projeto de Lei nº 3.046 de 2022, nesta Comissão de Educação, Saúde e Cultura.",parecer_autor
76558,57,Deputado Ricardo Vale,PT,3,relatou (parecer),2023-06-07,2023,33,9,9767,api_i8,,normalizar,9767,77477,GAB DEP RICARDO VALE,Aprovado(a),merito_favoravel,"Diante disso, creio que o Projeto de Lei ora analisado atende aos critérios de relevância e viabilidade, necessários à sua aprovação, razão pela qual, no mérito, voto pela APROVAÇÃO do Projeto de Lei nº 3.037/2023 do Deputado Chico Vigilante.",parecer_autor
76559,64,Deputada Paula Belmonte,INVÁLIDO,3,relatou (parecer),2023-10-16,2023,33,9,9767,api_i8,,normalizar,9767,97329,GAB DEP PAULA BELMONTE,Aprovado(a),merito_favoravel,"Diante do exposto, manifestamos voto pela APROVAÇÃO do Projeto de Lei nº 3.037/2022, quanto ao mérito, no âmbito desta Comissão de Desenvolvimento Econômico Sustentável, Ciência, Tecnologia, Meio Ambiente e Turismo.",parecer_autor
76560,30,Deputado Martins Machado,REPUBLICANOS,3,relatou (parecer),2023-11-27,2023,33,9,9771,api_i8,,normalizar,9771,104891,GAB DEP MARTINS MACHADO,Não apreciado(a),sem_clausula,,parecer_autor
76561,60,Deputada Dayse Amarilio,PSB,3,relatou (parecer),2023-05-24,2023,33,9,9772,api_i8,,normalizar,9772,74812,GAB DEP DAYSE AMARILIO,Aprovado(a),merito_favoravel,"Diante dessas considerações, manifestamos voto pela APROVAÇÃO, no mérito, do Projeto de Lei nº 138 de 2023, nesta Comissão de Assuntos Sociais.",parecer_autor
76562,34,Deputado Roosevelt Vilela,PL,3,relatou (parecer),2023-04-14,2023,33,9,9830,api_i8,,normalizar,9830,68265,GAB DEP ROOSEVELT VILELA,Aprovado(a),merito_favoravel,"Ante o exposto, manifestamo-nos, no âmbito desta Comissão de Segurança, quanto ao mérito, pela aprovação do Projeto de Lei nº 3.045, de 2022.",parecer_autor
76563,66,Deputado Thiago Manzoni,PL,3,relatou (parecer),2023-08-22,2023,33,9,9830,api_i8,,normalizar,9830,85164,GAB DEP THIAGO MANZONI,Aprovado(a),admissivel,"paro a ser empreendido, concluímos que o Projeto de Lei ora analisado está de acordo com a constitucionalidade, juridicidade, legalidade, regimentalidade, técnica legislativa e redação, razão pela qual se manifesta voto pela ADMISSIBILIDADE do Projeto de Lei nº 3045/2022.",parecer_autor
76564,15,Deputado Chico Vigilante,PT,3,relatou (parecer),2023-10-19,2023,33,9,9846,api_i8,,normalizar,9846,98020,GAB DEP CHICO VIGILANTE,Aprovado(a),admissivel,"Com essas considerações, manifestamos voto pela ADMISSIBILIDADE CONSTITUCIONAL E JURÍDICA do Projeto de Lei nº 3.050/2022, com a emenda da CESC e a emenda de relator anexa.",parecer_autor
76565,57,Deputado Ricardo Vale,PT,3,relatou (parecer),2023-04-25,2023,33,9,9846,api_i8,,normalizar,9846,69177,GAB DEP RICARDO VALE,Aprovado(a),merito_favoravel,"Pelas razões expostas, considero que projeto reforça o contido no ECA e voto, no mérito, pela APROVAÇÃO do Projeto de Lei nº 3050/2023, acrescentando-se a Emenda anexa.",parecer_autor
76566,60,Deputada Dayse Amarilio,PSB,3,relatou (parecer),2023-08-16,2023,33,9,9869,api_i8,,normalizar,9869,84702,GAB DEP DAYSE AMARILIO,Aprovado(a),merito_favoravel,"Diante do exposto, no âmbito desta Comissão de Assuntos Sociais, o nosso voto é pela APROVAÇÃO, no mérito, do Projeto de Decreto Legislativo n° 294 de 2022.",parecer_autor
76567,59,Deputado Pastor Daniel de Castro,PP,3,relatou (parecer),2023-08-03,2023,33,9,9873,api_i8,,normalizar,9873,82801,GAB DEP PR DANIEL DE CASTRO,Não apreciado(a),merito_favoravel,"Sob os critérios desta Comissão de Assuntos Sociais, somos, pela APROVAÇÃO do Projeto de Decreto Legislativo nº 296/2022, de autoria do nobre deputado ROBÉRIO NEGREIROS, tratando-se de justa e honrosa homenagem a um ilustre cidadão com relevantes serviços aos moradores dessa Capital.",parecer_autor
76568,15,Deputado Chico Vigilante,PT,3,relatou (parecer),2023-09-19,2023,33,9,9890,api_i8,,normalizar,9890,91203,GAB DEP CHICO VIGILANTE,Aprovado(a),merito_contrario,"Ante o exposto, somos pela REJEIÇÃO do Projeto de Lei no 3.071/2022, no âmbito desta Comissão de Defesa do Consumidor.",parecer_autor
76569,62,Deputado Joaquim Roriz Neto,PL,3,relatou (parecer),2023-03-27,2023,33,9,9890,api_i8,,normalizar,9890,65145,GAB DEP JOAQUIM RORIZ NETO,Aprovado(a),merito_favoravel,"Por todo exposto, na análise desta Comissão de Desenvolvimento Econômico, Sustentável, Ciência, Tecnologia, Meio Ambiente e Turismo, somos pela APROVAÇÃO do Projeto de Lei nº 3.071, de 2022, de autoria de vários Deputados.",parecer_autor
76570,64,Deputada Paula Belmonte,INVÁLIDO,3,relatou (parecer),2023-06-22,2023,33,9,9925,api_i8,,normalizar,9925,79804,GAB DEP PAULA BELMONTE,Não apreciado(a),admissivel,"Diante do exposto, vota-se, no âmbito desta CEOF, pela admissibilidade do PL nº 3.067, de 2022, nos termos do art. 64, II, “a”, e §2º, do RICLDF.",parecer_autor
76571,68,Deputado Gabriel Magno,PT,3,relatou (parecer),2023-10-04,2023,33,9,9926,api_i8,,normalizar,9926,94828,GAB DEP GABRIEL MAGNO,Não apreciado(a),merito_favoravel,"Diante do exposto, no âmbito da Comissão de Educação, Saúde e Cultura, manifestamos voto pela aprovação, no mérito, do Projeto de Lei nº 313/2023.",parecer_autor
76572,57,Deputado Ricardo Vale,PT,3,relatou (parecer),2023-10-26,2023,33,9,9927,api_i8,,normalizar,9927,99242,GAB DEP RICARDO VALE,Aprovado(a),merito_favoravel,"Por essas razões, considerando que o Projeto de Lei do Deputado Chico Vigilante se alinha com essas diretrizes, no mérito, voto pela APROVAÇÃO do Projeto de Lei nº 3.064, de 2022.",parecer_autor
76573,68,Deputado Gabriel Magno,PT,3,relatou (parecer),2023-08-25,2023,33,9,9928,api_i8,,normalizar,9928,85704,GAB DEP GABRIEL MAGNO,Não apreciado(a),merito_favoravel,"Diante do exposto, no âmbito desta CESC, manifestamos voto pela aprovação, no mérito, do Projeto de Lei nº 2710/2022.",parecer_autor
76574,23,Deputado Iolando,MDB,3,relatou (parecer),2023-11-14,2023,33,9,9929,api_i8,,normalizar,9929,103418,GAB DEP IOLANDO,Aprovado(a),admissivel,"Diante do exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 3.066/2022, no âmbito da Comissão de Constituição e Justiça, com o acolhimento da emenda modificativa anexa.",parecer_autor
76575,57,Deputado Ricardo Vale,PT,3,relatou (parecer),2023-08-03,2023,33,9,9929,api_i8,,normalizar,9929,82823,GAB DEP RICARDO VALE,Não apreciado(a),merito_favoravel,"ráveis à tolerância política, ideológica e democrática, e luta contra a intolerância política, de todas as formas promocionais possíveis, com a utilização de tecnologias e meios de comunicação disponíveis.” Sendo assim, voto pela APROVAÇÃO, no mérito, do Projeto de Lei nº 3066/2023.",parecer_autor
76576,33,Deputado Robério Negreiros,PSD,3,relatou (parecer),2023-11-17,2023,33,9,9930,api_i8,,normalizar,9930,103678,GAB DEP ROBÉRIO NEGREIROS,Aprovado(a),admissivel,"Diante do exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 3.063/2022, no âmbito da Comissão de Constituição e Justiça, nos termos do Substitutivo anexo.",parecer_autor
76577,57,Deputado Ricardo Vale,PT,3,relatou (parecer),2023-08-03,2023,33,9,9930,api_i8,,normalizar,9930,82826,GAB DEP RICARDO VALE,Não apreciado(a),merito_favoravel,"Sendo assim, voto pela APROVAÇÃO, no mérito, do Projeto de Lei nº 3.063/2023, com a emenda anexa.",parecer_autor
76578,26,Deputado Jorge Vianna,INVÁLIDO,3,relatou (parecer),2023-08-09,2023,33,9,9934,api_i8,,normalizar,9934,83491,GAB DEP JORGE VIANNA,Aprovado(a),merito_favoravel,"Considerando a importância da presente proposição ora apresentada, voto pela Aprovação do projeto de lei nº 3061/2023, medida que dará mais celeridade nos atendimentos dos consumidores das instituições financeiras.",parecer_autor
76579,17,Deputado Daniel Donizet,MDB,3,relatou (parecer),2023-06-15,2023,33,9,9937,api_i8,,normalizar,9937,78790,GAB DEP DANIEL DONIZET,Aprovado(a),merito_favoravel,"Diante do exposto, no âmbito desta Comissão de Desenvolvimento Econômico Sustentável, Ciência, Tecnologia, Meio Ambiente e Turismo - CDESCTMAT, no mérito, manifestamos voto pela APROVAÇÃO do Projeto de Lei n. 3.069, de 2022, bem como das Emendas 1, 5, 7, 8, 9, 10 e 11, na forma da Emenda n. 13 (Substitutivo), com rejeição das demais emendas apresentadas.",parecer_autor
