sk_ato,chave_deputado,nome_na_api,partido_ultimo,tipo_ato,nome_tipo_ato,data,ano,sessao_legislativa,legislatura,id_objeto,fonte,valor_centavos,regra_chave,proposicao_id,documento_id,comissao_sigla,verdict_estrutural,verdict_prosa,clausula,via
76269,30,Deputado Martins Machado,REPUBLICANOS,3,relatou (parecer),2022-04-04,2022,32,8,5708,api_i8,,normalizar,5708,38444,GAB DEP MARTINS MACHADO,,,,parecer_autor
76270,30,Deputado Martins Machado,REPUBLICANOS,3,relatou (parecer),2022-04-04,2022,32,8,5757,api_i8,,normalizar,5757,38442,GAB DEP MARTINS MACHADO,,,,parecer_autor
76271,30,Deputado Martins Machado,REPUBLICANOS,3,relatou (parecer),2022-04-04,2022,32,8,5854,api_i8,,normalizar,5854,38437,GAB DEP MARTINS MACHADO,,,,parecer_autor
76272,23,Deputado Iolando,MDB,3,relatou (parecer),2022-10-28,2022,32,8,5857,api_i8,,normalizar,5857,50640,GAB DEP IOLANDO,,,,parecer_autor
76273,30,Deputado Martins Machado,REPUBLICANOS,3,relatou (parecer),2022-09-08,2022,32,8,5864,api_i8,,normalizar,5864,49352,GAB DEP MARTINS MACHADO,,,,parecer_autor
76274,33,Deputado Robério Negreiros,PSD,3,relatou (parecer),2022-05-03,2022,32,8,5864,api_i8,,normalizar,5864,41205,GAB DEP ROBÉRIO NEGREIROS,,,,parecer_autor
76275,17,Deputado Daniel Donizet,MDB,3,relatou (parecer),2022-05-16,2022,32,8,6017,api_i8,,normalizar,6017,42979,GAB DEP DANIEL DONIZET,,,,parecer_autor
76276,25,Deputado João Cardoso ,AVANTE,3,relatou (parecer),2022-04-04,2022,32,8,6017,api_i8,,normalizar,6017,38464,GAB DEP JOÃO CARDOSO,,,,parecer_autor
76277,30,Deputado Martins Machado,REPUBLICANOS,3,relatou (parecer),2022-03-18,2022,32,8,6020,api_i8,,normalizar,6020,36245,GAB DEP MARTINS MACHADO,,,,parecer_autor
76278,33,Deputado Robério Negreiros,PSD,3,relatou (parecer),2022-05-03,2022,32,8,6024,api_i8,,normalizar,6024,41273,GAB DEP ROBÉRIO NEGREIROS,,,,parecer_autor
76279,25,Deputado João Cardoso ,AVANTE,3,relatou (parecer),2022-06-24,2022,32,8,6058,api_i8,,normalizar,6058,46162,GAB DEP JOÃO CARDOSO,,,,parecer_autor
76280,23,Deputado Iolando,MDB,3,relatou (parecer),2022-06-10,2022,32,8,6073,api_i8,,normalizar,6073,45110,GAB DEP IOLANDO,,,,parecer_autor
76281,30,Deputado Martins Machado,REPUBLICANOS,3,relatou (parecer),2022-04-04,2022,32,8,6076,api_i8,,normalizar,6076,38432,GAB DEP MARTINS MACHADO,,,,parecer_autor
76282,25,Deputado João Cardoso ,AVANTE,3,relatou (parecer),2022-03-21,2022,32,8,6124,api_i8,,normalizar,6124,36352,GAB DEP JOÃO CARDOSO,,,,parecer_autor
76283,24,Deputada Jaqueline Silva,MDB,3,relatou (parecer),2022-11-30,2022,32,8,6126,api_i8,,normalizar,6126,53313,GAB DEP JAQUELINE SILVA,,,,parecer_autor
76284,30,Deputado Martins Machado,REPUBLICANOS,3,relatou (parecer),2022-04-29,2022,32,8,6126,api_i8,,normalizar,6126,40865,GAB DEP MARTINS MACHADO,,,,parecer_autor
76285,33,Deputado Robério Negreiros,PSD,3,relatou (parecer),2022-09-12,2022,32,8,6141,api_i8,,normalizar,6141,49443,GAB DEP ROBÉRIO NEGREIROS,,,,parecer_autor
76286,30,Deputado Martins Machado,REPUBLICANOS,3,relatou (parecer),2022-04-05,2022,32,8,6278,api_i8,,normalizar,6278,38519,GAB DEP MARTINS MACHADO,,,,parecer_autor
76287,33,Deputado Robério Negreiros,PSD,3,relatou (parecer),2022-05-16,2022,32,8,6278,api_i8,,normalizar,6278,42995,GAB DEP ROBÉRIO NEGREIROS,,,,parecer_autor
76288,25,Deputado João Cardoso ,AVANTE,3,relatou (parecer),2022-04-05,2022,32,8,6302,api_i8,,normalizar,6302,38547,GAB DEP JOÃO CARDOSO,,,,parecer_autor
76289,25,Deputado João Cardoso ,AVANTE,3,relatou (parecer),2022-04-05,2022,32,8,6304,api_i8,,normalizar,6304,38555,GAB DEP JOÃO CARDOSO,,,,parecer_autor
76290,30,Deputado Martins Machado,REPUBLICANOS,3,relatou (parecer),2022-03-17,2022,32,8,6460,api_i8,,normalizar,6460,36176,GAB DEP MARTINS MACHADO,,,,parecer_autor
76291,33,Deputado Robério Negreiros,PSD,3,relatou (parecer),2022-05-03,2022,32,8,6784,api_i8,,normalizar,6784,41201,GAB DEP ROBÉRIO NEGREIROS,,,,parecer_autor
76292,30,Deputado Martins Machado,REPUBLICANOS,3,relatou (parecer),2022-06-09,2022,32,8,6826,api_i8,,normalizar,6826,45015,GAB DEP MARTINS MACHADO,,,,parecer_autor
76293,33,Deputado Robério Negreiros,PSD,3,relatou (parecer),2022-05-16,2022,32,8,6908,api_i8,,normalizar,6908,42992,GAB DEP ROBÉRIO NEGREIROS,,,,parecer_autor
76294,25,Deputado João Cardoso ,AVANTE,3,relatou (parecer),2022-09-01,2022,32,8,6948,api_i8,,normalizar,6948,49170,GAB DEP JOÃO CARDOSO,,,,parecer_autor
76295,30,Deputado Martins Machado,REPUBLICANOS,3,relatou (parecer),2022-08-11,2022,32,8,6972,api_i8,,normalizar,6972,48310,GAB DEP MARTINS MACHADO,,,,parecer_autor
76296,23,Deputado Iolando,MDB,3,relatou (parecer),2022-05-18,2022,32,8,7074,api_i8,,normalizar,7074,43066,GAB DEP IOLANDO,,,,parecer_autor
76297,23,Deputado Iolando,MDB,3,relatou (parecer),2022-09-19,2022,32,8,7076,api_i8,,normalizar,7076,49595,GAB DEP IOLANDO,,,,parecer_autor
76298,33,Deputado Robério Negreiros,PSD,3,relatou (parecer),2022-05-06,2022,32,8,7165,api_i8,,normalizar,7165,41588,GAB DEP ROBÉRIO NEGREIROS,,,,parecer_autor
76299,33,Deputado Robério Negreiros,PSD,3,relatou (parecer),2022-05-03,2022,32,8,7175,api_i8,,normalizar,7175,41171,GAB DEP ROBÉRIO NEGREIROS,,,,parecer_autor
76300,33,Deputado Robério Negreiros,PSD,3,relatou (parecer),2022-05-03,2022,32,8,7177,api_i8,,normalizar,7177,41196,GAB DEP ROBÉRIO NEGREIROS,,,,parecer_autor
76301,33,Deputado Robério Negreiros,PSD,3,relatou (parecer),2022-05-03,2022,32,8,7178,api_i8,,normalizar,7178,41195,GAB DEP ROBÉRIO NEGREIROS,,,,parecer_autor
76302,30,Deputado Martins Machado,REPUBLICANOS,3,relatou (parecer),2022-04-29,2022,32,8,7179,api_i8,,normalizar,7179,40863,GAB DEP MARTINS MACHADO,,,,parecer_autor
76303,33,Deputado Robério Negreiros,PSD,3,relatou (parecer),2022-05-03,2022,32,8,7190,api_i8,,normalizar,7190,41187,GAB DEP ROBÉRIO NEGREIROS,,,,parecer_autor
76304,33,Deputado Robério Negreiros,PSD,3,relatou (parecer),2022-05-03,2022,32,8,7191,api_i8,,normalizar,7191,41180,GAB DEP ROBÉRIO NEGREIROS,,,,parecer_autor
76305,33,Deputado Robério Negreiros,PSD,3,relatou (parecer),2022-05-03,2022,32,8,7192,api_i8,,normalizar,7192,41156,GAB DEP ROBÉRIO NEGREIROS,,,,parecer_autor
76306,30,Deputado Martins Machado,REPUBLICANOS,3,relatou (parecer),2022-04-29,2022,32,8,7200,api_i8,,normalizar,7200,40862,GAB DEP MARTINS MACHADO,,,,parecer_autor
76307,30,Deputado Martins Machado,REPUBLICANOS,3,relatou (parecer),2022-04-29,2022,32,8,7201,api_i8,,normalizar,7201,40861,GAB DEP MARTINS MACHADO,,,,parecer_autor
76308,30,Deputado Martins Machado,REPUBLICANOS,3,relatou (parecer),2022-04-29,2022,32,8,7202,api_i8,,normalizar,7202,40858,GAB DEP MARTINS MACHADO,,,,parecer_autor
76309,30,Deputado Martins Machado,REPUBLICANOS,3,relatou (parecer),2022-04-29,2022,32,8,7203,api_i8,,normalizar,7203,40857,GAB DEP MARTINS MACHADO,,,,parecer_autor
76310,30,Deputado Martins Machado,REPUBLICANOS,3,relatou (parecer),2022-04-29,2022,32,8,7204,api_i8,,normalizar,7204,40854,GAB DEP MARTINS MACHADO,,,,parecer_autor
76311,30,Deputado Martins Machado,REPUBLICANOS,3,relatou (parecer),2022-04-29,2022,32,8,7206,api_i8,,normalizar,7206,40864,GAB DEP MARTINS MACHADO,,,,parecer_autor
76312,33,Deputado Robério Negreiros,PSD,3,relatou (parecer),2022-05-03,2022,32,8,7207,api_i8,,normalizar,7207,41198,GAB DEP ROBÉRIO NEGREIROS,,,,parecer_autor
76313,33,Deputado Robério Negreiros,PSD,3,relatou (parecer),2022-05-03,2022,32,8,7208,api_i8,,normalizar,7208,41200,GAB DEP ROBÉRIO NEGREIROS,,,,parecer_autor
76314,17,Deputado Daniel Donizet,MDB,3,relatou (parecer),2022-10-19,2022,32,8,7253,api_i8,,normalizar,7253,50221,GAB DEP DANIEL DONIZET,,,,parecer_autor
76315,30,Deputado Martins Machado,REPUBLICANOS,3,relatou (parecer),2022-04-29,2022,32,8,7269,api_i8,,normalizar,7269,40878,GAB DEP MARTINS MACHADO,,,,parecer_autor
76316,24,Deputada Jaqueline Silva,MDB,3,relatou (parecer),2022-11-22,2022,32,8,7696,api_i8,,normalizar,7696,52353,GAB DEP JAQUELINE SILVA,,,,parecer_autor
76317,25,Deputado João Cardoso ,AVANTE,3,relatou (parecer),2022-06-29,2022,32,8,7751,api_i8,,normalizar,7751,46739,GAB DEP JOÃO CARDOSO,,,,parecer_autor
76318,15,Deputado Chico Vigilante,PT,3,relatou (parecer),2022-09-16,2022,32,8,7772,api_i8,,normalizar,7772,49549,GAB DEP CHICO VIGILANTE,,,,parecer_autor
76319,30,Deputado Martins Machado,REPUBLICANOS,3,relatou (parecer),2022-05-19,2022,32,8,7785,api_i8,,normalizar,7785,43269,GAB DEP MARTINS MACHADO,,,,parecer_autor
76320,33,Deputado Robério Negreiros,PSD,3,relatou (parecer),2022-08-03,2022,32,8,7904,api_i8,,normalizar,7904,47828,GAB DEP ROBÉRIO NEGREIROS,,,,parecer_autor
76321,22,Deputado Hermeto,MDB,3,relatou (parecer),2022-08-08,2022,32,8,7996,api_i8,,normalizar,7996,48007,GAB DEP HERMETO,,,,parecer_autor
76322,30,Deputado Martins Machado,REPUBLICANOS,3,relatou (parecer),2022-06-21,2022,32,8,8021,api_i8,,normalizar,8021,45816,GAB DEP MARTINS MACHADO,,,,parecer_autor
76323,30,Deputado Martins Machado,REPUBLICANOS,3,relatou (parecer),2022-08-11,2022,32,8,8023,api_i8,,normalizar,8023,48302,GAB DEP MARTINS MACHADO,,,,parecer_autor
76324,25,Deputado João Cardoso ,AVANTE,3,relatou (parecer),2022-09-01,2022,32,8,8036,api_i8,,normalizar,8036,49182,GAB DEP JOÃO CARDOSO,,,,parecer_autor
76325,23,Deputado Iolando,MDB,3,relatou (parecer),2022-11-08,2022,32,8,8050,api_i8,,normalizar,8050,51008,GAB DEP IOLANDO,,,,parecer_autor
76326,30,Deputado Martins Machado,REPUBLICANOS,3,relatou (parecer),2022-08-11,2022,32,8,8094,api_i8,,normalizar,8094,48303,GAB DEP MARTINS MACHADO,,,,parecer_autor
76327,33,Deputado Robério Negreiros,PSD,3,relatou (parecer),2022-07-11,2022,32,8,8160,api_i8,,normalizar,8160,47505,GAB DEP ROBÉRIO NEGREIROS,,,,parecer_autor
76328,24,Deputada Jaqueline Silva,MDB,3,relatou (parecer),2022-06-07,2022,32,8,8181,api_i8,,normalizar,8181,44904,GAB DEP JAQUELINE SILVA,,,,parecer_autor
76329,30,Deputado Martins Machado,REPUBLICANOS,3,relatou (parecer),2022-09-27,2022,32,8,8243,api_i8,,normalizar,8243,49865,GAB DEP MARTINS MACHADO,,,,parecer_autor
76330,30,Deputado Martins Machado,REPUBLICANOS,3,relatou (parecer),2022-08-12,2022,32,8,8253,api_i8,,normalizar,8253,48347,GAB DEP MARTINS MACHADO,,,,parecer_autor
76331,23,Deputado Iolando,MDB,3,relatou (parecer),2022-11-08,2022,32,8,8288,api_i8,,normalizar,8288,51010,GAB DEP IOLANDO,,,,parecer_autor
76332,34,Deputado Roosevelt Vilela,PL,3,relatou (parecer),2022-06-21,2022,32,8,8353,api_i8,,normalizar,8353,45609,GAB DEP ROOSEVELT VILELA,,,,parecer_autor
76333,30,Deputado Martins Machado,REPUBLICANOS,3,relatou (parecer),2022-08-09,2022,32,8,8374,api_i8,,normalizar,8374,48181,GAB DEP MARTINS MACHADO,,,,parecer_autor
76334,33,Deputado Robério Negreiros,PSD,3,relatou (parecer),2022-07-11,2022,32,8,8384,api_i8,,normalizar,8384,47513,GAB DEP ROBÉRIO NEGREIROS,,,,parecer_autor
76335,17,Deputado Daniel Donizet,MDB,3,relatou (parecer),2022-10-19,2022,32,8,8682,api_i8,,normalizar,8682,50223,GAB DEP DANIEL DONIZET,,,,parecer_autor
76336,25,Deputado João Cardoso ,AVANTE,3,relatou (parecer),2022-10-26,2022,32,8,8758,api_i8,,normalizar,8758,50495,GAB DEP JOÃO CARDOSO,,,,parecer_autor
76337,24,Deputada Jaqueline Silva,MDB,3,relatou (parecer),2022-11-29,2022,32,8,8823,api_i8,,normalizar,8823,53157,GAB DEP JAQUELINE SILVA,,,,parecer_autor
76338,24,Deputada Jaqueline Silva,MDB,3,relatou (parecer),2022-09-08,2022,32,8,8942,api_i8,,normalizar,8942,49339,GAB DEP JAQUELINE SILVA,,,,parecer_autor
76339,20,Deputado Fábio Felix,PSOL,3,relatou (parecer),2022-10-20,2022,32,8,8958,api_i8,,normalizar,8958,50283,GAB DEP FÁBIO FÉLIX,,,,parecer_autor
76340,24,Deputada Jaqueline Silva,MDB,3,relatou (parecer),2022-09-08,2022,32,8,8963,api_i8,,normalizar,8963,49336,GAB DEP JAQUELINE SILVA,,,,parecer_autor
76341,24,Deputada Jaqueline Silva,MDB,3,relatou (parecer),2022-08-18,2022,32,8,8964,api_i8,,normalizar,8964,48553,GAB DEP JAQUELINE SILVA,,,,parecer_autor
76342,23,Deputado Iolando,MDB,3,relatou (parecer),2022-09-19,2022,32,8,8969,api_i8,,normalizar,8969,49591,GAB DEP IOLANDO,,,,parecer_autor
76343,23,Deputado Iolando,MDB,3,relatou (parecer),2022-09-19,2022,32,8,9108,api_i8,,normalizar,9108,49596,GAB DEP IOLANDO,,,,parecer_autor
76344,24,Deputada Jaqueline Silva,MDB,3,relatou (parecer),2022-09-08,2022,32,8,9137,api_i8,,normalizar,9137,49338,GAB DEP JAQUELINE SILVA,,,,parecer_autor
76345,24,Deputada Jaqueline Silva,MDB,3,relatou (parecer),2022-09-15,2022,32,8,9187,api_i8,,normalizar,9187,49528,GAB DEP JAQUELINE SILVA,,,,parecer_autor
76346,17,Deputado Daniel Donizet,MDB,3,relatou (parecer),2022-10-19,2022,32,8,9268,api_i8,,normalizar,9268,50224,GAB DEP DANIEL DONIZET,,,,parecer_autor
76347,23,Deputado Iolando,MDB,3,relatou (parecer),2022-11-07,2022,32,8,9439,api_i8,,normalizar,9439,50903,GAB DEP IOLANDO,,,,parecer_autor
76348,34,Deputado Roosevelt Vilela,PL,3,relatou (parecer),2022-11-08,2022,32,8,9509,api_i8,,normalizar,9509,51181,GAB DEP ROOSEVELT VILELA,,,,parecer_autor
76349,30,Deputado Martins Machado,REPUBLICANOS,3,relatou (parecer),2022-12-05,2022,32,8,9618,api_i8,,normalizar,9618,53638,GAB DEP MARTINS MACHADO,,,,parecer_autor
76350,26,Deputado Jorge Vianna,INVÁLIDO,3,relatou (parecer),2022-11-29,2022,32,8,9831,api_i8,,normalizar,9831,53024,GAB DEP JORGE VIANNA,,,,parecer_autor
76351,68,Deputado Gabriel Magno,PT,3,relatou (parecer),2023-08-25,2023,33,9,4418,api_i8,,normalizar,4418,85686,GAB DEP GABRIEL MAGNO,Aprovado(a),merito_favoravel,"Diante do exposto, no âmbito desta CESC, manifestamos voto pela aprovação, no mérito, do Projeto de Lei nº 2710/2022.",parecer_autor
76352,20,Deputado Fábio Felix,PSOL,3,relatou (parecer),2023-02-17,2023,33,9,4491,api_i8,,normalizar,4491,59414,GAB DEP FÁBIO FÉLIX,,,,parecer_autor
76353,59,Deputado Pastor Daniel de Castro,PP,3,relatou (parecer),2023-03-13,2023,33,9,5292,api_i8,,normalizar,5292,61912,GAB DEP PR DANIEL DE CASTRO,,,,parecer_autor
76354,59,Deputado Pastor Daniel de Castro,PP,3,relatou (parecer),2023-05-31,2023,33,9,5439,api_i8,,normalizar,5439,76233,GAB DEP PR DANIEL DE CASTRO,Aprovado(a),merito_favoravel,"Sob os critérios desta Comissão de Assuntos Sociais, somos, pela APROVAÇÃO do Projeto de Decreto Legislativo nº 260/2022, de autoria do nobre deputado JOÃO CARDOSO, por tratar-se de justa e honrosa homenagem a uma ilustre cidadã com relevantes serviços à população desta Capital.",parecer_autor
76355,66,Deputado Thiago Manzoni,PL,3,relatou (parecer),2023-10-18,2023,33,9,5439,api_i8,,normalizar,5439,97784,GAB DEP THIAGO MANZONI,Aprovado(a),admissivel,"da Resolução nº 334/2023. O Projeto em tela foi apenas o primeiro do gênero apresentado pelo Deputado João Cardoso na condição de primeiro subscritor na sessão legislativa do ano de 2022. Pelo exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Decreto Legislativo nº 260/2022 no âmbito desta Comissão de Constituição e Justiça.",parecer_autor
76356,60,Deputada Dayse Amarilio,PSB,3,relatou (parecer),2023-06-30,2023,33,9,5442,api_i8,,normalizar,5442,81705,GAB DEP DAYSE AMARILIO,Aprovado(a),merito_favoravel,"Diante do exposto, no âmbito desta Comissão de Assuntos Sociais, o nosso voto é pela APROVAÇÃO do Projeto de Decreto Legislativo n° 261 de 2022.",parecer_autor
76357,66,Deputado Thiago Manzoni,PL,3,relatou (parecer),2023-10-19,2023,33,9,5442,api_i8,,normalizar,5442,97986,GAB DEP THIAGO MANZONI,Aprovado(a),admissivel,"o na condição de primeiro subscritor na sessão legislativa de 2021. Em razão do exposto, e nada havendo qualquer reparo a apontar quanto aos aspectos de juridicidade, legalidade, regimentalidade, manifestamos nosso voto pela ADMISSIBILIDADE do Projeto de Decreto Legislativo nº 261/2022 no âmbito desta Comissão de Constituição e Justiça.",parecer_autor
76358,62,Deputado Joaquim Roriz Neto,PL,3,relatou (parecer),2023-06-21,2023,33,9,5826,api_i8,,normalizar,5826,79589,GAB DEP JOAQUIM RORIZ NETO,Aprovado(a),merito_favoravel,"roíbam a soltura de fogos de artifício e artefatos pirotécnicos que produzam estampido.[2] Por todo exposto, no âmbito da Comissão de Desenvolvimento Econômico, Sustentável, Ciência, Tecnologia, Meio Ambiente e Turismo, somos pela APROVAÇÃO do Projeto de Lei nº 2.521, de 2022.",parecer_autor
76359,64,Deputada Paula Belmonte,INVÁLIDO,3,relatou (parecer),2023-03-02,2023,33,9,5874,api_i8,,normalizar,5874,60498,GAB DEP PAULA BELMONTE,,,,parecer_autor
76360,62,Deputado Joaquim Roriz Neto,PL,3,relatou (parecer),2023-08-14,2023,33,9,6020,api_i8,,normalizar,6020,84033,GAB DEP JOAQUIM RORIZ NETO,Não apreciado(a),admissivel,"Diante dessas considerações, vota-se, no âmbito da CEOF, pela admissibilidade do PL nº 2.550/2022, nos termos do art. 64, II, do RICLDF.",parecer_autor
76361,57,Deputado Ricardo Vale,PT,3,relatou (parecer),2023-03-14,2023,33,9,6024,api_i8,,normalizar,6024,62006,GAB DEP RICARDO VALE,,,,parecer_autor
76362,20,Deputado Fábio Felix,PSOL,3,relatou (parecer),2023-07-07,2023,33,9,6033,api_i8,,normalizar,6033,82109,GAB DEP FÁBIO FÉLIX,Aprovado(a),admissivel,"Portanto, a proposição reúne condições de constitucionalidade e juridicidade, motivo pelo qual nosso voto é pela admissibilidade do Projeto de Lei nº 2.473/2022.",parecer_autor
76363,62,Deputado Joaquim Roriz Neto,PL,3,relatou (parecer),2023-03-28,2023,33,9,6033,api_i8,,normalizar,6033,65558,GAB DEP JOAQUIM RORIZ NETO,Aprovado(a),merito_favoravel,"Por todo exposto, na análise desta Comissão de Desenvolvimento Econômico, Sustentável, Ciência, Tecnologia, Meio Ambiente e Turismo, somos pela APROVAÇÃO do Projeto de Lei nº 2.473, de 2022, de iniciativa do Deputado Iolando.",parecer_autor
76364,59,Deputado Pastor Daniel de Castro,PP,3,relatou (parecer),2023-03-22,2023,33,9,6035,api_i8,,normalizar,6035,64201,GAB DEP PR DANIEL DE CASTRO,Aprovado(a),merito_favoravel,"Frente ao exposto, manifestamo-nos pela APROVAÇÃO do Projeto de Lei 2474/2022, no âmbito da CAS.",parecer_autor
76365,25,Deputado João Cardoso ,AVANTE,3,relatou (parecer),2023-12-07,2023,33,9,6073,api_i8,,normalizar,6073,106812,GAB DEP JOÃO CARDOSO,Não apreciado(a),sem_clausula,,parecer_autor
76366,24,Deputada Jaqueline Silva,MDB,3,relatou (parecer),2023-11-06,2023,33,9,6124,api_i8,,normalizar,6124,101170,GAB DEP JAQUELINE SILVA,Aprovado(a),admissivel,"Ante o exposto, vota-se, no âmbito da CEOF, pela admissibilidade do PL nº 2.513/2022, com acolhimento da Emenda Supressiva nº 1 – CEOF, nos termos do art. 64, II, do RICLDF.",parecer_autor
76367,23,Deputado Iolando,MDB,3,relatou (parecer),2023-04-03,2023,33,9,6126,api_i8,,normalizar,6126,66838,GAB DEP IOLANDO,Aprovado(a),inadmissivel,"mentário, em descompasso, portanto, com o art. 8º da Lei Complementar nº 13/1996. Por todo o exposto, considerados os insanáveis óbices de ordem constitucional, jurídica e regimental apontados, resta-nos manifestar voto pela INADMISSIBILIDADE do Projeto de Lei n.º 2.490/2022.",parecer_autor
76368,26,Deputado Jorge Vianna,INVÁLIDO,3,relatou (parecer),2023-03-09,2023,33,9,6261,api_i8,,normalizar,6261,61486,GAB DEP JORGE VIANNA,,,,parecer_autor
76369,23,Deputado Iolando,MDB,3,relatou (parecer),2023-06-07,2023,33,9,6277,api_i8,,normalizar,6277,77546,GAB DEP IOLANDO,Aprovado(a),admissivel_com_ressalva,"Pelo exposto, nosso voto é pela ADMISSIBILIDADE do Projeto de Lei n° 2.507/2022, na forma do substitutivo da Comissão de Assuntos Sociais.",parecer_autor
76370,59,Deputado Pastor Daniel de Castro,PP,3,relatou (parecer),2023-02-16,2023,33,9,6277,api_i8,,normalizar,6277,59255,GAB DEP PR DANIEL DE CASTRO,,,,parecer_autor
76371,20,Deputado Fábio Felix,PSOL,3,relatou (parecer),2023-06-22,2023,33,9,6278,api_i8,,normalizar,6278,79842,GAB DEP FÁBIO FÉLIX,Aprovado(a),admissivel,"Diante de todo o exposto, manifestamo-nos pela admissibilidade do Projeto de Lei nº 2508/22, no âmbito da CCJ, com uma emenda supressiva.",parecer_autor
76372,61,Deputada Doutora Jane,REPUBLICANOS,3,relatou (parecer),2023-02-17,2023,33,9,6278,api_i8,,normalizar,6278,59372,GAB DEP DOUTORA JANE,,,,parecer_autor
76373,62,Deputado Joaquim Roriz Neto,PL,3,relatou (parecer),2023-08-14,2023,33,9,6279,api_i8,,normalizar,6279,84043,GAB DEP JOAQUIM RORIZ NETO,Aprovado(a),inadmissivel,"Diante do exposto, vota-se, no âmbito da CEOF, pela inadmissibilidade do PL nº 2.509/2022, nos termos do art. 64, II, e § 2º, do RICLDF.",parecer_autor
76374,15,Deputado Chico Vigilante,PT,3,relatou (parecer),2023-03-01,2023,33,9,6302,api_i8,,normalizar,6302,60194,GAB DEP CHICO VIGILANTE,,,,parecer_autor
76375,33,Deputado Robério Negreiros,PSD,3,relatou (parecer),2023-09-13,2023,33,9,6304,api_i8,,normalizar,6304,89909,GAB DEP ROBÉRIO NEGREIROS,Não apreciado(a),inadmissivel,"Pelo exposto, manifestamos voto pela INADMISSIBILIDADE do Projeto de Decreto Legislativo nº 253/2022 no âmbito desta Comissão de Constituição e Justiça.",parecer_autor
76376,30,Deputado Martins Machado,REPUBLICANOS,3,relatou (parecer),2023-03-23,2023,33,9,6305,api_i8,,normalizar,6305,64550,GAB DEP MARTINS MACHADO,Aprovado(a),merito_favoravel,"Sob os critérios desta Comissão de Assuntos Sociais, somos, no mérito, pela APROVAÇÃO do Projeto de Decreto Legislativo nº 251/2022, por tratar-se de justa e honrosa homenagem.",parecer_autor
76377,59,Deputado Pastor Daniel de Castro,PP,3,relatou (parecer),2023-03-22,2023,33,9,6306,api_i8,,normalizar,6306,64302,GAB DEP PR DANIEL DE CASTRO,Aprovado(a),merito_favoravel,"Sob os critérios desta Comissão de Assuntos Sociais, somos, no mérito, pela APROVAÇÃO do Projeto de Decreto Legislativo nº 250/2022, de autoria do nobre Deputado Delmasso, por tratar-se de justa e honrosa homenagem a um ilustre cidadão desta Capital.",parecer_autor
76378,25,Deputado João Cardoso ,AVANTE,3,relatou (parecer),2023-04-10,2023,33,9,6307,api_i8,,normalizar,6307,67277,GAB DEP JOÃO CARDOSO,Aprovado(a),sem_clausula,,parecer_autor
76379,67,Deputado Rogério Morro da Cruz,PSD,3,relatou (parecer),2023-04-11,2023,33,9,6403,api_i8,,normalizar,6403,67304,GAB DEP ROGÉRIO MORRO DA CRUZ,Aprovado(a),merito_favoravel,"Com efeito, ante tudo quanto exposto, estritamente no âmbito desta Comissão, somos pela APROVAÇÃO integral do Projeto de Lei nº 2514/2022.",parecer_autor
76380,63,Deputado Max Maciel,PSOL,3,relatou (parecer),2023-11-10,2023,33,9,6521,api_i8,,normalizar,6521,102061,GAB DEP MAX MACIEL,Aprovado(a),sem_clausula,,parecer_autor
76381,60,Deputada Dayse Amarilio,PSB,3,relatou (parecer),2023-03-17,2023,33,9,6524,api_i8,,normalizar,6524,63660,GAB DEP DAYSE AMARILIO,,,,parecer_autor
76382,60,Deputada Dayse Amarilio,PSB,3,relatou (parecer),2023-02-24,2023,33,9,6575,api_i8,,normalizar,6575,59746,GAB DEP DAYSE AMARILIO,,,,parecer_autor
76383,59,Deputado Pastor Daniel de Castro,PP,3,relatou (parecer),2023-03-13,2023,33,9,6620,api_i8,,normalizar,6620,61914,GAB DEP PR DANIEL DE CASTRO,,,,parecer_autor
76384,61,Deputada Doutora Jane,REPUBLICANOS,3,relatou (parecer),2023-05-02,2023,33,9,6620,api_i8,,normalizar,6620,70113,GAB DEP DOUTORA JANE,Aprovado(a),merito_favoravel,"re Secretaria de Segurança Pública, Polícia Civil e concessionárias /prestadoras de serviços públicos. ____________________________________________________________________________________________________ Ante o exposto, somos no âmbito desta Comissão de Segurança, pela APROVAÇÃO, no mérito, do Projeto de Lei nº 2.554, de 2022, na forma do Substitutivo anexo.",parecer_autor
76385,62,Deputado Joaquim Roriz Neto,PL,3,relatou (parecer),2023-12-04,2023,33,9,6620,api_i8,,normalizar,6620,106132,GAB DEP JOAQUIM RORIZ NETO,Não apreciado(a),admissivel_com_ressalva,"Assim, sob todos os critérios desta comissão, votamos pela ADMISSIBILIDADE do Projeto de Lei nº 2254, de 2022, na forma do Substitutivo da Comissão de Segurança.",parecer_autor
76386,66,Deputado Thiago Manzoni,PL,3,relatou (parecer),2023-12-04,2023,33,9,6620,api_i8,,normalizar,6620,106222,GAB DEP THIAGO MANZONI,Aprovado(a),admissivel_com_ressalva,"Antes o exposto, votamos pela ADMISSIBILIDADE do Projeto de Lei n.º 2.554, de 2022, e do Substitutivo da Comissão de Segurança, na forma da subemenda em anexo.",parecer_autor
