sk_ato,co_materia,tipo_votacao,materia_texto,id_proposicao,voto,data_evento,sk_sessao
83457,6385,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 129/2022,8942,SIM,2023-04-12,451
83458,6385,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 129/2022,8942,SIM,2023-04-12,451
83459,6385,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 129/2022,8942,SIM,2023-04-12,451
83460,6385,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 129/2022,8942,SIM,2023-04-12,451
83461,6385,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 129/2022,8942,SIM,2023-04-12,451
83462,6385,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 129/2022,8942,SIM,2023-04-12,451
83463,6385,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 129/2022,8942,SIM,2023-04-12,451
83464,6385,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 129/2022,8942,SIM,2023-04-12,451
83465,6385,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 129/2022,8942,SIM,2023-04-12,451
83466,6385,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 129/2022,8942,SIM,2023-04-12,451
83467,6390,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 141/2022,9950,SIM,2023-04-11,
83468,6390,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 141/2022,9950,SIM,2023-04-11,
83469,6390,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 141/2022,9950,SIM,2023-04-11,
83470,6390,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 141/2022,9950,SIM,2023-04-11,
83471,6390,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 141/2022,9950,SIM,2023-04-11,
83472,6390,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 141/2022,9950,SIM,2023-04-11,
83473,6390,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 141/2022,9950,SIM,2023-04-11,
83474,6390,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 141/2022,9950,SIM,2023-04-11,
83475,6390,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 141/2022,9950,SIM,2023-04-11,
83476,6390,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 141/2022,9950,SIM,2023-04-11,
83477,6390,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 141/2022,9950,SIM,2023-04-11,
83478,6390,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 141/2022,9950,SIM,2023-04-11,
83479,6390,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 141/2022,9950,SIM,2023-04-11,
83480,6390,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 141/2022,9950,SIM,2023-04-11,
83481,6390,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 141/2022,9950,SIM,2023-04-11,
83482,6390,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 141/2022,9950,SIM,2023-04-11,
83483,6390,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 141/2022,9950,SIM,2023-04-11,
83484,6390,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 141/2022,9950,SIM,2023-04-11,
83485,6390,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 141/2022,9950,SIM,2023-04-11,
83486,6391,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 141/2022,9950,SIM,2023-04-11,
83487,6391,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 141/2022,9950,SIM,2023-04-11,
83488,6391,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 141/2022,9950,SIM,2023-04-11,
83489,6391,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 141/2022,9950,SIM,2023-04-11,
83490,6391,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 141/2022,9950,SIM,2023-04-11,
83491,6391,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 141/2022,9950,SIM,2023-04-11,
83492,6391,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 141/2022,9950,SIM,2023-04-11,
83493,6391,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 141/2022,9950,SIM,2023-04-11,
83494,6391,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 141/2022,9950,SIM,2023-04-11,
83495,6391,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 141/2022,9950,SIM,2023-04-11,
83496,6391,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 141/2022,9950,SIM,2023-04-11,
83497,6391,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 141/2022,9950,SIM,2023-04-11,
83498,6391,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 141/2022,9950,SIM,2023-04-11,
83499,6391,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 141/2022,9950,SIM,2023-04-11,
83500,6391,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 141/2022,9950,SIM,2023-04-11,
83501,6391,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 141/2022,9950,SIM,2023-04-11,
83502,6391,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 141/2022,9950,SIM,2023-04-11,
83503,6391,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 141/2022,9950,SIM,2023-04-11,
83504,6396,NOMINAL,RECURSO Nº 1 /2023,,SIM,2023-03-01,430
83505,6396,NOMINAL,RECURSO Nº 1 /2023,,SIM,2023-03-01,430
83506,6396,NOMINAL,RECURSO Nº 1 /2023,,SIM,2023-03-01,430
83507,6396,NOMINAL,RECURSO Nº 1 /2023,,SIM,2023-03-01,430
83508,6396,NOMINAL,RECURSO Nº 1 /2023,,SIM,2023-03-01,430
83509,6396,NOMINAL,RECURSO Nº 1 /2023,,SIM,2023-03-01,430
83510,6396,NOMINAL,RECURSO Nº 1 /2023,,SIM,2023-03-01,430
83511,6396,NOMINAL,RECURSO Nº 1 /2023,,SIM,2023-03-01,430
83512,6396,NOMINAL,RECURSO Nº 1 /2023,,SIM,2023-03-01,430
83513,6396,NOMINAL,RECURSO Nº 1 /2023,,SIM,2023-03-01,430
83514,6396,NOMINAL,RECURSO Nº 1 /2023,,SIM,2023-03-01,430
83515,6396,NOMINAL,RECURSO Nº 1 /2023,,SIM,2023-03-01,430
83516,6396,NOMINAL,RECURSO Nº 1 /2023,,SIM,2023-03-01,430
83517,6397,NOMINAL,BLOCO REQUERIMENTOS 01.03.2023,,SIM,2023-03-01,430
83518,6397,NOMINAL,BLOCO REQUERIMENTOS 01.03.2023,,SIM,2023-03-01,430
83519,6397,NOMINAL,BLOCO REQUERIMENTOS 01.03.2023,,SIM,2023-03-01,430
83520,6397,NOMINAL,BLOCO REQUERIMENTOS 01.03.2023,,SIM,2023-03-01,430
83521,6397,NOMINAL,BLOCO REQUERIMENTOS 01.03.2023,,SIM,2023-03-01,430
83522,6397,NOMINAL,BLOCO REQUERIMENTOS 01.03.2023,,SIM,2023-03-01,430
83523,6397,NOMINAL,BLOCO REQUERIMENTOS 01.03.2023,,SIM,2023-03-01,430
83524,6397,NOMINAL,BLOCO REQUERIMENTOS 01.03.2023,,SIM,2023-03-01,430
83525,6397,NOMINAL,BLOCO REQUERIMENTOS 01.03.2023,,SIM,2023-03-01,430
83526,6397,NOMINAL,BLOCO REQUERIMENTOS 01.03.2023,,SIM,2023-03-01,430
83527,6397,NOMINAL,BLOCO REQUERIMENTOS 01.03.2023,,SIM,2023-03-01,430
83528,6397,NOMINAL,BLOCO REQUERIMENTOS 01.03.2023,,SIM,2023-03-01,430
83529,6397,NOMINAL,BLOCO REQUERIMENTOS 01.03.2023,,SIM,2023-03-01,430
83530,6397,NOMINAL,BLOCO REQUERIMENTOS 01.03.2023,,SIM,2023-03-01,430
83531,6399,NOMINAL,TURNO ÚNICO REQUERIMENTO Nº 217/2023,10940,SIM,2023-03-01,430
83532,6399,NOMINAL,TURNO ÚNICO REQUERIMENTO Nº 217/2023,10940,SIM,2023-03-01,430
83533,6399,NOMINAL,TURNO ÚNICO REQUERIMENTO Nº 217/2023,10940,SIM,2023-03-01,430
83534,6399,NOMINAL,TURNO ÚNICO REQUERIMENTO Nº 217/2023,10940,SIM,2023-03-01,430
83535,6399,NOMINAL,TURNO ÚNICO REQUERIMENTO Nº 217/2023,10940,SIM,2023-03-01,430
83536,6399,NOMINAL,TURNO ÚNICO REQUERIMENTO Nº 217/2023,10940,SIM,2023-03-01,430
83537,6399,NOMINAL,TURNO ÚNICO REQUERIMENTO Nº 217/2023,10940,SIM,2023-03-01,430
83538,6399,NOMINAL,TURNO ÚNICO REQUERIMENTO Nº 217/2023,10940,SIM,2023-03-01,430
83539,6399,NOMINAL,TURNO ÚNICO REQUERIMENTO Nº 217/2023,10940,SIM,2023-03-01,430
83540,6399,NOMINAL,TURNO ÚNICO REQUERIMENTO Nº 217/2023,10940,SIM,2023-03-01,430
83541,6399,NOMINAL,TURNO ÚNICO REQUERIMENTO Nº 217/2023,10940,SIM,2023-03-01,430
83542,6399,NOMINAL,TURNO ÚNICO REQUERIMENTO Nº 217/2023,10940,SIM,2023-03-01,430
83543,6399,NOMINAL,TURNO ÚNICO REQUERIMENTO Nº 217/2023,10940,SIM,2023-03-01,430
83544,6399,NOMINAL,TURNO ÚNICO REQUERIMENTO Nº 217/2023,10940,SIM,2023-03-01,430
83545,6399,NOMINAL,TURNO ÚNICO REQUERIMENTO Nº 217/2023,10940,SIM,2023-03-01,430
83546,6399,NOMINAL,TURNO ÚNICO REQUERIMENTO Nº 217/2023,10940,SIM,2023-03-01,430
83547,6599,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 13/2023,11316,SIM,2023-03-28,444
83548,6599,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 13/2023,11316,SIM,2023-03-28,444
83549,6599,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 13/2023,11316,SIM,2023-03-28,444
83550,6599,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 13/2023,11316,SIM,2023-03-28,444
83551,6599,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 13/2023,11316,SIM,2023-03-28,444
83552,6599,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 13/2023,11316,SIM,2023-03-28,444
83553,6599,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 13/2023,11316,SIM,2023-03-28,444
83554,6599,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 13/2023,11316,SIM,2023-03-28,444
83555,6599,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 13/2023,11316,SIM,2023-03-28,444
83556,6599,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 13/2023,11316,SIM,2023-03-28,444
83557,6599,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 13/2023,11316,SIM,2023-03-28,444
83558,6599,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 13/2023,11316,SIM,2023-03-28,444
83559,6599,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 13/2023,11316,SIM,2023-03-28,444
83560,6599,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 13/2023,11316,SIM,2023-03-28,444
83561,6600,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 13/2023,11316,SIM,2023-04-12,451
83562,6600,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 13/2023,11316,SIM,2023-04-12,451
83563,6600,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 13/2023,11316,SIM,2023-04-12,451
83564,6600,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 13/2023,11316,SIM,2023-04-12,451
83565,6600,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 13/2023,11316,SIM,2023-04-12,451
83566,6600,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 13/2023,11316,SIM,2023-04-12,451
83567,6600,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 13/2023,11316,SIM,2023-04-12,451
83568,6600,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 13/2023,11316,SIM,2023-04-12,451
83569,6600,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 13/2023,11316,SIM,2023-04-12,451
83570,6600,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 13/2023,11316,SIM,2023-04-12,451
83571,6600,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 13/2023,11316,SIM,2023-04-12,451
83572,6600,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 13/2023,11316,SIM,2023-04-12,451
83573,6600,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 13/2023,11316,SIM,2023-04-12,451
83574,6600,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 13/2023,11316,SIM,2023-04-12,451
83575,6600,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 13/2023,11316,SIM,2023-04-12,451
83576,6619,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 12/2023,11140,SIM,2023-03-28,444
83577,6619,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 12/2023,11140,SIM,2023-03-28,444
83578,6619,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 12/2023,11140,SIM,2023-03-28,444
83579,6619,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 12/2023,11140,SIM,2023-03-28,444
83580,6619,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 12/2023,11140,SIM,2023-03-28,444
83581,6619,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 12/2023,11140,SIM,2023-03-28,444
83582,6619,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 12/2023,11140,SIM,2023-03-28,444
83583,6619,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 12/2023,11140,SIM,2023-03-28,444
83584,6619,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 12/2023,11140,SIM,2023-03-28,444
83585,6619,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 12/2023,11140,SIM,2023-03-28,444
83586,6619,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 12/2023,11140,SIM,2023-03-28,444
83587,6619,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 12/2023,11140,SIM,2023-03-28,444
83588,6619,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 12/2023,11140,SIM,2023-03-28,444
83589,6619,NOMINAL,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 12/2023,11140,SIM,2023-03-28,444
83590,6621,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 12/2023,11140,SIM,2023-04-12,451
83591,6621,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 12/2023,11140,SIM,2023-04-12,451
83592,6621,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 12/2023,11140,SIM,2023-04-12,451
83593,6621,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 12/2023,11140,SIM,2023-04-12,451
83594,6621,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 12/2023,11140,SIM,2023-04-12,451
83595,6621,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 12/2023,11140,SIM,2023-04-12,451
83596,6621,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 12/2023,11140,SIM,2023-04-12,451
83597,6621,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 12/2023,11140,SIM,2023-04-12,451
83598,6621,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 12/2023,11140,SIM,2023-04-12,451
83599,6621,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 12/2023,11140,SIM,2023-04-12,451
83600,6621,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 12/2023,11140,SIM,2023-04-12,451
83601,6621,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 12/2023,11140,SIM,2023-04-12,451
83602,6621,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 12/2023,11140,SIM,2023-04-12,451
83603,6621,NOMINAL,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 12/2023,11140,SIM,2023-04-12,451
83604,6635,NOMINAL,TURNO ÚNICO MOÇÃO Nº 57/2023,,SIM,2023-03-21,
83605,6635,NOMINAL,TURNO ÚNICO MOÇÃO Nº 57/2023,,SIM,2023-03-21,
83606,6635,NOMINAL,TURNO ÚNICO MOÇÃO Nº 57/2023,,SIM,2023-03-21,
83607,6635,NOMINAL,TURNO ÚNICO MOÇÃO Nº 57/2023,,SIM,2023-03-21,
83608,6635,NOMINAL,TURNO ÚNICO MOÇÃO Nº 57/2023,,SIM,2023-03-21,
83609,6635,NOMINAL,TURNO ÚNICO MOÇÃO Nº 57/2023,,NAO,2023-03-21,
83610,6635,NOMINAL,TURNO ÚNICO MOÇÃO Nº 57/2023,,SIM,2023-03-21,
83611,6635,NOMINAL,TURNO ÚNICO MOÇÃO Nº 57/2023,,NAO,2023-03-21,
83612,6635,NOMINAL,TURNO ÚNICO MOÇÃO Nº 57/2023,,SIM,2023-03-21,
83613,6635,NOMINAL,TURNO ÚNICO MOÇÃO Nº 57/2023,,NAO,2023-03-21,
83614,6635,NOMINAL,TURNO ÚNICO MOÇÃO Nº 57/2023,,NAO,2023-03-21,
83615,6635,NOMINAL,TURNO ÚNICO MOÇÃO Nº 57/2023,,SIM,2023-03-21,
83616,6635,NOMINAL,TURNO ÚNICO MOÇÃO Nº 57/2023,,NAO,2023-03-21,
83617,6635,NOMINAL,TURNO ÚNICO MOÇÃO Nº 57/2023,,SIM,2023-03-21,
83618,6635,NOMINAL,TURNO ÚNICO MOÇÃO Nº 57/2023,,SIM,2023-03-21,
83619,6635,NOMINAL,TURNO ÚNICO MOÇÃO Nº 57/2023,,SIM,2023-03-21,
83620,6635,NOMINAL,TURNO ÚNICO MOÇÃO Nº 57/2023,,NAO,2023-03-21,
83621,6635,NOMINAL,TURNO ÚNICO MOÇÃO Nº 57/2023,,NAO,2023-03-21,
83622,6635,NOMINAL,TURNO ÚNICO MOÇÃO Nº 57/2023,,SIM,2023-03-21,
83623,6694,NOMINAL,TURNO ÚNICO PDL Nº 13/2023,11454,SIM,2023-06-27,
83624,6694,NOMINAL,TURNO ÚNICO PDL Nº 13/2023,11454,SIM,2023-06-27,
83625,6694,NOMINAL,TURNO ÚNICO PDL Nº 13/2023,11454,SIM,2023-06-27,
83626,6694,NOMINAL,TURNO ÚNICO PDL Nº 13/2023,11454,SIM,2023-06-27,
83627,6694,NOMINAL,TURNO ÚNICO PDL Nº 13/2023,11454,SIM,2023-06-27,
83628,6694,NOMINAL,TURNO ÚNICO PDL Nº 13/2023,11454,SIM,2023-06-27,
83629,6694,NOMINAL,TURNO ÚNICO PDL Nº 13/2023,11454,SIM,2023-06-27,
83630,6694,NOMINAL,TURNO ÚNICO PDL Nº 13/2023,11454,SIM,2023-06-27,
83631,6694,NOMINAL,TURNO ÚNICO PDL Nº 13/2023,11454,SIM,2023-06-27,
83632,6694,NOMINAL,TURNO ÚNICO PDL Nº 13/2023,11454,SIM,2023-06-27,
83633,6694,NOMINAL,TURNO ÚNICO PDL Nº 13/2023,11454,SIM,2023-06-27,
83634,6694,NOMINAL,TURNO ÚNICO PDL Nº 13/2023,11454,SIM,2023-06-27,
83635,6694,NOMINAL,TURNO ÚNICO PDL Nº 13/2023,11454,SIM,2023-06-27,
83636,6694,NOMINAL,TURNO ÚNICO PDL Nº 13/2023,11454,SIM,2023-06-27,
83637,6694,NOMINAL,TURNO ÚNICO PDL Nº 13/2023,11454,SIM,2023-06-27,
83638,6694,NOMINAL,TURNO ÚNICO PDL Nº 13/2023,11454,SIM,2023-06-27,
83639,6694,NOMINAL,TURNO ÚNICO PDL Nº 13/2023,11454,SIM,2023-06-27,
83640,6694,NOMINAL,TURNO ÚNICO PDL Nº 13/2023,11454,SIM,2023-06-27,
83641,6694,NOMINAL,TURNO ÚNICO PDL Nº 13/2023,11454,SIM,2023-06-27,
83642,6694,NOMINAL,TURNO ÚNICO PDL Nº 13/2023,11454,SIM,2023-06-27,
83643,6694,NOMINAL,TURNO ÚNICO PDL Nº 13/2023,11454,SIM,2023-06-27,
83644,6695,NOMINAL,TURNO ÚNICO PDL Nº 9/2023,11117,SIM,2023-06-27,
83645,6695,NOMINAL,TURNO ÚNICO PDL Nº 9/2023,11117,SIM,2023-06-27,
83646,6695,NOMINAL,TURNO ÚNICO PDL Nº 9/2023,11117,SIM,2023-06-27,
83647,6695,NOMINAL,TURNO ÚNICO PDL Nº 9/2023,11117,SIM,2023-06-27,
83648,6695,NOMINAL,TURNO ÚNICO PDL Nº 9/2023,11117,SIM,2023-06-27,
83649,6695,NOMINAL,TURNO ÚNICO PDL Nº 9/2023,11117,SIM,2023-06-27,
83650,6695,NOMINAL,TURNO ÚNICO PDL Nº 9/2023,11117,SIM,2023-06-27,
83651,6695,NOMINAL,TURNO ÚNICO PDL Nº 9/2023,11117,SIM,2023-06-27,
83652,6695,NOMINAL,TURNO ÚNICO PDL Nº 9/2023,11117,SIM,2023-06-27,
83653,6695,NOMINAL,TURNO ÚNICO PDL Nº 9/2023,11117,SIM,2023-06-27,
83654,6695,NOMINAL,TURNO ÚNICO PDL Nº 9/2023,11117,SIM,2023-06-27,
83655,6695,NOMINAL,TURNO ÚNICO PDL Nº 9/2023,11117,SIM,2023-06-27,
83656,6695,NOMINAL,TURNO ÚNICO PDL Nº 9/2023,11117,SIM,2023-06-27,
83657,6695,NOMINAL,TURNO ÚNICO PDL Nº 9/2023,11117,SIM,2023-06-27,
83658,6695,NOMINAL,TURNO ÚNICO PDL Nº 9/2023,11117,SIM,2023-06-27,
83659,6695,NOMINAL,TURNO ÚNICO PDL Nº 9/2023,11117,SIM,2023-06-27,
83660,6695,NOMINAL,TURNO ÚNICO PDL Nº 9/2023,11117,SIM,2023-06-27,
83661,6695,NOMINAL,TURNO ÚNICO PDL Nº 9/2023,11117,SIM,2023-06-27,
83662,6695,NOMINAL,TURNO ÚNICO PDL Nº 9/2023,11117,SIM,2023-06-27,
83663,6695,NOMINAL,TURNO ÚNICO PDL Nº 9/2023,11117,SIM,2023-06-27,
83664,6695,NOMINAL,TURNO ÚNICO PDL Nº 9/2023,11117,SIM,2023-06-27,
83665,6758,NOMINAL,VETO PARCIAL AO PLC Nº 113/2022.,7247,NAO,2023-04-04,
83666,6758,NOMINAL,VETO PARCIAL AO PLC Nº 113/2022.,7247,NAO,2023-04-04,
83667,6758,NOMINAL,VETO PARCIAL AO PLC Nº 113/2022.,7247,NAO,2023-04-04,
83668,6758,NOMINAL,VETO PARCIAL AO PLC Nº 113/2022.,7247,NAO,2023-04-04,
83669,6758,NOMINAL,VETO PARCIAL AO PLC Nº 113/2022.,7247,NAO,2023-04-04,
83670,6758,NOMINAL,VETO PARCIAL AO PLC Nº 113/2022.,7247,SIM,2023-04-04,
83671,6758,NOMINAL,VETO PARCIAL AO PLC Nº 113/2022.,7247,NAO,2023-04-04,
83672,6758,NOMINAL,VETO PARCIAL AO PLC Nº 113/2022.,7247,NAO,2023-04-04,
83673,6758,NOMINAL,VETO PARCIAL AO PLC Nº 113/2022.,7247,NAO,2023-04-04,
83674,6758,NOMINAL,VETO PARCIAL AO PLC Nº 113/2022.,7247,NAO,2023-04-04,
83675,6758,NOMINAL,VETO PARCIAL AO PLC Nº 113/2022.,7247,NAO,2023-04-04,
83676,6758,NOMINAL,VETO PARCIAL AO PLC Nº 113/2022.,7247,NAO,2023-04-04,
83677,6758,NOMINAL,VETO PARCIAL AO PLC Nº 113/2022.,7247,NAO,2023-04-04,
83678,6758,NOMINAL,VETO PARCIAL AO PLC Nº 113/2022.,7247,NAO,2023-04-04,
83679,6758,NOMINAL,VETO PARCIAL AO PLC Nº 113/2022.,7247,NAO,2023-04-04,
83680,6758,NOMINAL,VETO PARCIAL AO PLC Nº 113/2022.,7247,NAO,2023-04-04,
83681,6758,NOMINAL,VETO PARCIAL AO PLC Nº 113/2022.,7247,NAO,2023-04-04,
83682,6758,NOMINAL,VETO PARCIAL AO PLC Nº 113/2022.,7247,NAO,2023-04-04,
83683,6758,NOMINAL,VETO PARCIAL AO PLC Nº 113/2022.,7247,SIM,2023-04-04,
83684,6758,NOMINAL,VETO PARCIAL AO PLC Nº 113/2022.,7247,NAO,2023-04-04,
83685,6794,NOMINAL,PARECER DA CESC AO PROC 04/2023,,SIM,2023-04-11,
83686,6794,NOMINAL,PARECER DA CESC AO PROC 04/2023,,SIM,2023-04-11,
83687,6794,NOMINAL,PARECER DA CESC AO PROC 04/2023,,SIM,2023-04-11,
83688,6794,NOMINAL,PARECER DA CESC AO PROC 04/2023,,SIM,2023-04-11,
83689,6794,NOMINAL,PARECER DA CESC AO PROC 04/2023,,SIM,2023-04-11,
83690,6794,NOMINAL,PARECER DA CESC AO PROC 04/2023,,ABSTENCAO,2023-04-11,
83691,6794,NOMINAL,PARECER DA CESC AO PROC 04/2023,,SIM,2023-04-11,
83692,6794,NOMINAL,PARECER DA CESC AO PROC 04/2023,,SIM,2023-04-11,
83693,6794,NOMINAL,PARECER DA CESC AO PROC 04/2023,,SIM,2023-04-11,
83694,6794,NOMINAL,PARECER DA CESC AO PROC 04/2023,,SIM,2023-04-11,
83695,6794,NOMINAL,PARECER DA CESC AO PROC 04/2023,,SIM,2023-04-11,
83696,6794,NOMINAL,PARECER DA CESC AO PROC 04/2023,,SIM,2023-04-11,
83697,6794,NOMINAL,PARECER DA CESC AO PROC 04/2023,,ABSTENCAO,2023-04-11,
83698,6794,NOMINAL,PARECER DA CESC AO PROC 04/2023,,SIM,2023-04-11,
83699,6794,NOMINAL,PARECER DA CESC AO PROC 04/2023,,SIM,2023-04-11,
83700,6794,NOMINAL,PARECER DA CESC AO PROC 04/2023,,SIM,2023-04-11,
83701,6794,NOMINAL,PARECER DA CESC AO PROC 04/2023,,SIM,2023-04-11,
83702,6794,NOMINAL,PARECER DA CESC AO PROC 04/2023,,SIM,2023-04-11,
83703,6794,NOMINAL,PARECER DA CESC AO PROC 04/2023,,SIM,2023-04-11,
83704,6794,NOMINAL,PARECER DA CESC AO PROC 04/2023,,SIM,2023-04-11,
83705,6794,NOMINAL,PARECER DA CESC AO PROC 04/2023,,SIM,2023-04-11,
83706,6797,NOMINAL,BLOCO REQUERIMENTOS E MOÇÕES 19.04.2023,,SIM,2023-04-19,454
