sk_ato,co_materia,tipo_votacao,materia_texto,id_proposicao,voto,data_evento,sk_sessao
80071,2464,NOMINAL,PL 1576/2025 - 1º TURNO,151122,SIM,2025-06-24,
80072,2464,NOMINAL,PL 1576/2025 - 1º TURNO,151122,SIM,2025-06-24,
80073,2464,NOMINAL,PL 1576/2025 - 1º TURNO,151122,SIM,2025-06-24,
80074,2464,NOMINAL,PL 1576/2025 - 1º TURNO,151122,ABSTENCAO,2025-06-24,
80075,2464,NOMINAL,PL 1576/2025 - 1º TURNO,151122,SIM,2025-06-24,
80076,2464,NOMINAL,PL 1576/2025 - 1º TURNO,151122,SIM,2025-06-24,
80077,2464,NOMINAL,PL 1576/2025 - 1º TURNO,151122,SIM,2025-06-24,
80078,2466,NOMINAL,BLOCO DE REQUERIMENTOS E MOÇÕES 24.06.2025,,SIM,2025-06-24,
80079,2466,NOMINAL,BLOCO DE REQUERIMENTOS E MOÇÕES 24.06.2025,,SIM,2025-06-24,
80080,2466,NOMINAL,BLOCO DE REQUERIMENTOS E MOÇÕES 24.06.2025,,SIM,2025-06-24,
80081,2466,NOMINAL,BLOCO DE REQUERIMENTOS E MOÇÕES 24.06.2025,,SIM,2025-06-24,
80082,2466,NOMINAL,BLOCO DE REQUERIMENTOS E MOÇÕES 24.06.2025,,SIM,2025-06-24,
80083,2466,NOMINAL,BLOCO DE REQUERIMENTOS E MOÇÕES 24.06.2025,,SIM,2025-06-24,
80084,2466,NOMINAL,BLOCO DE REQUERIMENTOS E MOÇÕES 24.06.2025,,SIM,2025-06-24,
80085,2466,NOMINAL,BLOCO DE REQUERIMENTOS E MOÇÕES 24.06.2025,,SIM,2025-06-24,
80086,2466,NOMINAL,BLOCO DE REQUERIMENTOS E MOÇÕES 24.06.2025,,SIM,2025-06-24,
80087,2466,NOMINAL,BLOCO DE REQUERIMENTOS E MOÇÕES 24.06.2025,,SIM,2025-06-24,
80088,2466,NOMINAL,BLOCO DE REQUERIMENTOS E MOÇÕES 24.06.2025,,SIM,2025-06-24,
80089,2466,NOMINAL,BLOCO DE REQUERIMENTOS E MOÇÕES 24.06.2025,,SIM,2025-06-24,
80090,2466,NOMINAL,BLOCO DE REQUERIMENTOS E MOÇÕES 24.06.2025,,SIM,2025-06-24,
80091,2466,NOMINAL,BLOCO DE REQUERIMENTOS E MOÇÕES 24.06.2025,,SIM,2025-06-24,
80092,2466,NOMINAL,BLOCO DE REQUERIMENTOS E MOÇÕES 24.06.2025,,SIM,2025-06-24,
80093,2466,NOMINAL,BLOCO DE REQUERIMENTOS E MOÇÕES 24.06.2025,,SIM,2025-06-24,
80094,2466,NOMINAL,BLOCO DE REQUERIMENTOS E MOÇÕES 24.06.2025,,SIM,2025-06-24,
80095,2504,NOMINAL,PL 1847/2025 - 1º TURNO,153541,SIM,2025-08-07,
80096,2504,NOMINAL,PL 1847/2025 - 1º TURNO,153541,SIM,2025-08-07,
80097,2504,NOMINAL,PL 1847/2025 - 1º TURNO,153541,NAO,2025-08-07,
80098,2504,NOMINAL,PL 1847/2025 - 1º TURNO,153541,NAO,2025-08-07,
80099,2504,NOMINAL,PL 1847/2025 - 1º TURNO,153541,SIM,2025-08-07,
80100,2504,NOMINAL,PL 1847/2025 - 1º TURNO,153541,SIM,2025-08-07,
80101,2504,NOMINAL,PL 1847/2025 - 1º TURNO,153541,SIM,2025-08-07,
80102,2504,NOMINAL,PL 1847/2025 - 1º TURNO,153541,SIM,2025-08-07,
80103,2504,NOMINAL,PL 1847/2025 - 1º TURNO,153541,SIM,2025-08-07,
80104,2504,NOMINAL,PL 1847/2025 - 1º TURNO,153541,SIM,2025-08-07,
80105,2504,NOMINAL,PL 1847/2025 - 1º TURNO,153541,SIM,2025-08-07,
80106,2504,NOMINAL,PL 1847/2025 - 1º TURNO,153541,SIM,2025-08-07,
80107,2504,NOMINAL,PL 1847/2025 - 1º TURNO,153541,SIM,2025-08-07,
80108,2504,NOMINAL,PL 1847/2025 - 1º TURNO,153541,SIM,2025-08-07,
80109,2504,NOMINAL,PL 1847/2025 - 1º TURNO,153541,SIM,2025-08-07,
80110,2506,NOMINAL,PL 1847/2025 - 2º TURNO,153541,SIM,2025-08-07,
80111,2506,NOMINAL,PL 1847/2025 - 2º TURNO,153541,SIM,2025-08-07,
80112,2506,NOMINAL,PL 1847/2025 - 2º TURNO,153541,NAO,2025-08-07,
80113,2506,NOMINAL,PL 1847/2025 - 2º TURNO,153541,NAO,2025-08-07,
80114,2506,NOMINAL,PL 1847/2025 - 2º TURNO,153541,SIM,2025-08-07,
80115,2506,NOMINAL,PL 1847/2025 - 2º TURNO,153541,SIM,2025-08-07,
80116,2506,NOMINAL,PL 1847/2025 - 2º TURNO,153541,SIM,2025-08-07,
80117,2506,NOMINAL,PL 1847/2025 - 2º TURNO,153541,SIM,2025-08-07,
80118,2506,NOMINAL,PL 1847/2025 - 2º TURNO,153541,SIM,2025-08-07,
80119,2506,NOMINAL,PL 1847/2025 - 2º TURNO,153541,SIM,2025-08-07,
80120,2506,NOMINAL,PL 1847/2025 - 2º TURNO,153541,SIM,2025-08-07,
80121,2506,NOMINAL,PL 1847/2025 - 2º TURNO,153541,SIM,2025-08-07,
80122,2506,NOMINAL,PL 1847/2025 - 2º TURNO,153541,SIM,2025-08-07,
80123,2506,NOMINAL,PL 1847/2025 - 2º TURNO,153541,SIM,2025-08-07,
80124,2506,NOMINAL,PL 1847/2025 - 2º TURNO,153541,SIM,2025-08-07,
80125,2507,NOMINAL,PL 1872/2025 - 1º TURNO,153690,SIM,2025-08-12,
80126,2507,NOMINAL,PL 1872/2025 - 1º TURNO,153690,SIM,2025-08-12,
80127,2507,NOMINAL,PL 1872/2025 - 1º TURNO,153690,SIM,2025-08-12,
80128,2507,NOMINAL,PL 1872/2025 - 1º TURNO,153690,SIM,2025-08-12,
80129,2507,NOMINAL,PL 1872/2025 - 1º TURNO,153690,SIM,2025-08-12,
80130,2507,NOMINAL,PL 1872/2025 - 1º TURNO,153690,SIM,2025-08-12,
80131,2507,NOMINAL,PL 1872/2025 - 1º TURNO,153690,SIM,2025-08-12,
80132,2507,NOMINAL,PL 1872/2025 - 1º TURNO,153690,SIM,2025-08-12,
80133,2507,NOMINAL,PL 1872/2025 - 1º TURNO,153690,SIM,2025-08-12,
80134,2507,NOMINAL,PL 1872/2025 - 1º TURNO,153690,ABSTENCAO,2025-08-12,
80135,2507,NOMINAL,PL 1872/2025 - 1º TURNO,153690,SIM,2025-08-12,
80136,2507,NOMINAL,PL 1872/2025 - 1º TURNO,153690,SIM,2025-08-12,
80137,2507,NOMINAL,PL 1872/2025 - 1º TURNO,153690,SIM,2025-08-12,
80138,2507,NOMINAL,PL 1872/2025 - 1º TURNO,153690,SIM,2025-08-12,
80139,2507,NOMINAL,PL 1872/2025 - 1º TURNO,153690,SIM,2025-08-12,
80140,2507,NOMINAL,PL 1872/2025 - 1º TURNO,153690,SIM,2025-08-12,
80141,2507,NOMINAL,PL 1872/2025 - 1º TURNO,153690,SIM,2025-08-12,
80142,2556,NOMINAL,BLOCO DE PDLS DE 12/08/2025 - TURNO ÚNICO,,SIM,2025-08-12,
80143,2556,NOMINAL,BLOCO DE PDLS DE 12/08/2025 - TURNO ÚNICO,,SIM,2025-08-12,
80144,2556,NOMINAL,BLOCO DE PDLS DE 12/08/2025 - TURNO ÚNICO,,SIM,2025-08-12,
80145,2556,NOMINAL,BLOCO DE PDLS DE 12/08/2025 - TURNO ÚNICO,,SIM,2025-08-12,
80146,2556,NOMINAL,BLOCO DE PDLS DE 12/08/2025 - TURNO ÚNICO,,SIM,2025-08-12,
80147,2556,NOMINAL,BLOCO DE PDLS DE 12/08/2025 - TURNO ÚNICO,,SIM,2025-08-12,
80148,2556,NOMINAL,BLOCO DE PDLS DE 12/08/2025 - TURNO ÚNICO,,SIM,2025-08-12,
80149,2556,NOMINAL,BLOCO DE PDLS DE 12/08/2025 - TURNO ÚNICO,,SIM,2025-08-12,
80150,2556,NOMINAL,BLOCO DE PDLS DE 12/08/2025 - TURNO ÚNICO,,SIM,2025-08-12,
80151,2556,NOMINAL,BLOCO DE PDLS DE 12/08/2025 - TURNO ÚNICO,,SIM,2025-08-12,
80152,2556,NOMINAL,BLOCO DE PDLS DE 12/08/2025 - TURNO ÚNICO,,SIM,2025-08-12,
80153,2556,NOMINAL,BLOCO DE PDLS DE 12/08/2025 - TURNO ÚNICO,,SIM,2025-08-12,
80154,2556,NOMINAL,BLOCO DE PDLS DE 12/08/2025 - TURNO ÚNICO,,SIM,2025-08-12,
80155,2556,NOMINAL,BLOCO DE PDLS DE 12/08/2025 - TURNO ÚNICO,,SIM,2025-08-12,
80156,2556,NOMINAL,BLOCO DE PDLS DE 12/08/2025 - TURNO ÚNICO,,SIM,2025-08-12,
80157,2556,NOMINAL,BLOCO DE PDLS DE 12/08/2025 - TURNO ÚNICO,,SIM,2025-08-12,
80158,2556,NOMINAL,BLOCO DE PDLS DE 12/08/2025 - TURNO ÚNICO,,SIM,2025-08-12,
80159,2596,NOMINAL,PDL Nº 346/2025 - TURNO ÚNICO,153780,SIM,2025-08-19,
80160,2596,NOMINAL,PDL Nº 346/2025 - TURNO ÚNICO,153780,SIM,2025-08-19,
80161,2596,NOMINAL,PDL Nº 346/2025 - TURNO ÚNICO,153780,SIM,2025-08-19,
80162,2596,NOMINAL,PDL Nº 346/2025 - TURNO ÚNICO,153780,SIM,2025-08-19,
80163,2596,NOMINAL,PDL Nº 346/2025 - TURNO ÚNICO,153780,SIM,2025-08-19,
80164,2596,NOMINAL,PDL Nº 346/2025 - TURNO ÚNICO,153780,SIM,2025-08-19,
80165,2596,NOMINAL,PDL Nº 346/2025 - TURNO ÚNICO,153780,SIM,2025-08-19,
80166,2596,NOMINAL,PDL Nº 346/2025 - TURNO ÚNICO,153780,SIM,2025-08-19,
80167,2596,NOMINAL,PDL Nº 346/2025 - TURNO ÚNICO,153780,SIM,2025-08-19,
80168,2596,NOMINAL,PDL Nº 346/2025 - TURNO ÚNICO,153780,SIM,2025-08-19,
80169,2596,NOMINAL,PDL Nº 346/2025 - TURNO ÚNICO,153780,SIM,2025-08-19,
80170,2596,NOMINAL,PDL Nº 346/2025 - TURNO ÚNICO,153780,SIM,2025-08-19,
80171,2596,NOMINAL,PDL Nº 346/2025 - TURNO ÚNICO,153780,SIM,2025-08-19,
80172,2596,NOMINAL,PDL Nº 346/2025 - TURNO ÚNICO,153780,SIM,2025-08-19,
80173,2596,NOMINAL,PDL Nº 346/2025 - TURNO ÚNICO,153780,SIM,2025-08-19,
80174,2596,NOMINAL,PDL Nº 346/2025 - TURNO ÚNICO,153780,SIM,2025-08-19,
80175,2596,NOMINAL,PDL Nº 346/2025 - TURNO ÚNICO,153780,SIM,2025-08-19,
80176,2596,NOMINAL,PDL Nº 346/2025 - TURNO ÚNICO,153780,SIM,2025-08-19,
80177,2596,NOMINAL,PDL Nº 346/2025 - TURNO ÚNICO,153780,SIM,2025-08-19,
80178,2596,NOMINAL,PDL Nº 346/2025 - TURNO ÚNICO,153780,SIM,2025-08-19,
80179,2598,NOMINAL,PL Nº 1882/2025 - 1º TURNO,153779,NAO,2025-08-19,
80180,2598,NOMINAL,PL Nº 1882/2025 - 1º TURNO,153779,NAO,2025-08-19,
80181,2598,NOMINAL,PL Nº 1882/2025 - 1º TURNO,153779,SIM,2025-08-19,
80182,2598,NOMINAL,PL Nº 1882/2025 - 1º TURNO,153779,SIM,2025-08-19,
80183,2598,NOMINAL,PL Nº 1882/2025 - 1º TURNO,153779,NAO,2025-08-19,
80184,2598,NOMINAL,PL Nº 1882/2025 - 1º TURNO,153779,NAO,2025-08-19,
80185,2598,NOMINAL,PL Nº 1882/2025 - 1º TURNO,153779,SIM,2025-08-19,
80186,2598,NOMINAL,PL Nº 1882/2025 - 1º TURNO,153779,SIM,2025-08-19,
80187,2598,NOMINAL,PL Nº 1882/2025 - 1º TURNO,153779,SIM,2025-08-19,
80188,2598,NOMINAL,PL Nº 1882/2025 - 1º TURNO,153779,SIM,2025-08-19,
80189,2598,NOMINAL,PL Nº 1882/2025 - 1º TURNO,153779,SIM,2025-08-19,
80190,2598,NOMINAL,PL Nº 1882/2025 - 1º TURNO,153779,SIM,2025-08-19,
80191,2598,NOMINAL,PL Nº 1882/2025 - 1º TURNO,153779,NAO,2025-08-19,
80192,2598,NOMINAL,PL Nº 1882/2025 - 1º TURNO,153779,SIM,2025-08-19,
80193,2598,NOMINAL,PL Nº 1882/2025 - 1º TURNO,153779,NAO,2025-08-19,
80194,2598,NOMINAL,PL Nº 1882/2025 - 1º TURNO,153779,SIM,2025-08-19,
80195,2598,NOMINAL,PL Nº 1882/2025 - 1º TURNO,153779,NAO,2025-08-19,
80196,2598,NOMINAL,PL Nº 1882/2025 - 1º TURNO,153779,SIM,2025-08-19,
80197,2598,NOMINAL,PL Nº 1882/2025 - 1º TURNO,153779,SIM,2025-08-19,
80198,2598,NOMINAL,PL Nº 1882/2025 - 1º TURNO,153779,SIM,2025-08-19,
80199,2598,NOMINAL,PL Nº 1882/2025 - 1º TURNO,153779,SIM,2025-08-19,
80200,2598,NOMINAL,PL Nº 1882/2025 - 1º TURNO,153779,SIM,2025-08-19,
80201,2599,NOMINAL,PL Nº 1882/2025 - 2º TURNO,153779,NAO,2025-08-19,
80202,2599,NOMINAL,PL Nº 1882/2025 - 2º TURNO,153779,NAO,2025-08-19,
80203,2599,NOMINAL,PL Nº 1882/2025 - 2º TURNO,153779,SIM,2025-08-19,
80204,2599,NOMINAL,PL Nº 1882/2025 - 2º TURNO,153779,SIM,2025-08-19,
80205,2599,NOMINAL,PL Nº 1882/2025 - 2º TURNO,153779,NAO,2025-08-19,
80206,2599,NOMINAL,PL Nº 1882/2025 - 2º TURNO,153779,NAO,2025-08-19,
80207,2599,NOMINAL,PL Nº 1882/2025 - 2º TURNO,153779,SIM,2025-08-19,
80208,2599,NOMINAL,PL Nº 1882/2025 - 2º TURNO,153779,SIM,2025-08-19,
80209,2599,NOMINAL,PL Nº 1882/2025 - 2º TURNO,153779,SIM,2025-08-19,
80210,2599,NOMINAL,PL Nº 1882/2025 - 2º TURNO,153779,SIM,2025-08-19,
80211,2599,NOMINAL,PL Nº 1882/2025 - 2º TURNO,153779,SIM,2025-08-19,
80212,2599,NOMINAL,PL Nº 1882/2025 - 2º TURNO,153779,SIM,2025-08-19,
80213,2599,NOMINAL,PL Nº 1882/2025 - 2º TURNO,153779,NAO,2025-08-19,
80214,2599,NOMINAL,PL Nº 1882/2025 - 2º TURNO,153779,SIM,2025-08-19,
80215,2599,NOMINAL,PL Nº 1882/2025 - 2º TURNO,153779,NAO,2025-08-19,
80216,2599,NOMINAL,PL Nº 1882/2025 - 2º TURNO,153779,SIM,2025-08-19,
80217,2599,NOMINAL,PL Nº 1882/2025 - 2º TURNO,153779,NAO,2025-08-19,
80218,2599,NOMINAL,PL Nº 1882/2025 - 2º TURNO,153779,SIM,2025-08-19,
80219,2599,NOMINAL,PL Nº 1882/2025 - 2º TURNO,153779,SIM,2025-08-19,
80220,2599,NOMINAL,PL Nº 1882/2025 - 2º TURNO,153779,SIM,2025-08-19,
80221,2599,NOMINAL,PL Nº 1882/2025 - 2º TURNO,153779,SIM,2025-08-19,
80222,2600,NOMINAL,"PL Nº 1882/2025 - PARECER 2º TURNO CDESCTMAT, CEOF E CCJ",153779,NAO,2025-08-19,
80223,2600,NOMINAL,"PL Nº 1882/2025 - PARECER 2º TURNO CDESCTMAT, CEOF E CCJ",153779,NAO,2025-08-19,
80224,2600,NOMINAL,"PL Nº 1882/2025 - PARECER 2º TURNO CDESCTMAT, CEOF E CCJ",153779,SIM,2025-08-19,
80225,2600,NOMINAL,"PL Nº 1882/2025 - PARECER 2º TURNO CDESCTMAT, CEOF E CCJ",153779,SIM,2025-08-19,
80226,2600,NOMINAL,"PL Nº 1882/2025 - PARECER 2º TURNO CDESCTMAT, CEOF E CCJ",153779,NAO,2025-08-19,
80227,2600,NOMINAL,"PL Nº 1882/2025 - PARECER 2º TURNO CDESCTMAT, CEOF E CCJ",153779,NAO,2025-08-19,
80228,2600,NOMINAL,"PL Nº 1882/2025 - PARECER 2º TURNO CDESCTMAT, CEOF E CCJ",153779,SIM,2025-08-19,
80229,2600,NOMINAL,"PL Nº 1882/2025 - PARECER 2º TURNO CDESCTMAT, CEOF E CCJ",153779,SIM,2025-08-19,
80230,2600,NOMINAL,"PL Nº 1882/2025 - PARECER 2º TURNO CDESCTMAT, CEOF E CCJ",153779,SIM,2025-08-19,
80231,2600,NOMINAL,"PL Nº 1882/2025 - PARECER 2º TURNO CDESCTMAT, CEOF E CCJ",153779,SIM,2025-08-19,
80232,2600,NOMINAL,"PL Nº 1882/2025 - PARECER 2º TURNO CDESCTMAT, CEOF E CCJ",153779,SIM,2025-08-19,
80233,2600,NOMINAL,"PL Nº 1882/2025 - PARECER 2º TURNO CDESCTMAT, CEOF E CCJ",153779,SIM,2025-08-19,
80234,2600,NOMINAL,"PL Nº 1882/2025 - PARECER 2º TURNO CDESCTMAT, CEOF E CCJ",153779,NAO,2025-08-19,
80235,2600,NOMINAL,"PL Nº 1882/2025 - PARECER 2º TURNO CDESCTMAT, CEOF E CCJ",153779,SIM,2025-08-19,
80236,2600,NOMINAL,"PL Nº 1882/2025 - PARECER 2º TURNO CDESCTMAT, CEOF E CCJ",153779,NAO,2025-08-19,
80237,2600,NOMINAL,"PL Nº 1882/2025 - PARECER 2º TURNO CDESCTMAT, CEOF E CCJ",153779,SIM,2025-08-19,
80238,2600,NOMINAL,"PL Nº 1882/2025 - PARECER 2º TURNO CDESCTMAT, CEOF E CCJ",153779,NAO,2025-08-19,
80239,2600,NOMINAL,"PL Nº 1882/2025 - PARECER 2º TURNO CDESCTMAT, CEOF E CCJ",153779,SIM,2025-08-19,
80240,2600,NOMINAL,"PL Nº 1882/2025 - PARECER 2º TURNO CDESCTMAT, CEOF E CCJ",153779,SIM,2025-08-19,
80241,2600,NOMINAL,"PL Nº 1882/2025 - PARECER 2º TURNO CDESCTMAT, CEOF E CCJ",153779,SIM,2025-08-19,
80242,2600,NOMINAL,"PL Nº 1882/2025 - PARECER 2º TURNO CDESCTMAT, CEOF E CCJ",153779,SIM,2025-08-19,
80243,2601,NOMINAL,PDL 321/2025 - TURNO ÚNICO,152042,SIM,2025-08-26,
80244,2601,NOMINAL,PDL 321/2025 - TURNO ÚNICO,152042,SIM,2025-08-26,
80245,2601,NOMINAL,PDL 321/2025 - TURNO ÚNICO,152042,SIM,2025-08-26,
80246,2601,NOMINAL,PDL 321/2025 - TURNO ÚNICO,152042,SIM,2025-08-26,
80247,2601,NOMINAL,PDL 321/2025 - TURNO ÚNICO,152042,SIM,2025-08-26,
80248,2601,NOMINAL,PDL 321/2025 - TURNO ÚNICO,152042,SIM,2025-08-26,
80249,2601,NOMINAL,PDL 321/2025 - TURNO ÚNICO,152042,SIM,2025-08-26,
80250,2601,NOMINAL,PDL 321/2025 - TURNO ÚNICO,152042,SIM,2025-08-26,
80251,2601,NOMINAL,PDL 321/2025 - TURNO ÚNICO,152042,SIM,2025-08-26,
80252,2601,NOMINAL,PDL 321/2025 - TURNO ÚNICO,152042,SIM,2025-08-26,
80253,2601,NOMINAL,PDL 321/2025 - TURNO ÚNICO,152042,SIM,2025-08-26,
80254,2601,NOMINAL,PDL 321/2025 - TURNO ÚNICO,152042,SIM,2025-08-26,
80255,2601,NOMINAL,PDL 321/2025 - TURNO ÚNICO,152042,SIM,2025-08-26,
80256,2601,NOMINAL,PDL 321/2025 - TURNO ÚNICO,152042,SIM,2025-08-26,
80257,2601,NOMINAL,PDL 321/2025 - TURNO ÚNICO,152042,SIM,2025-08-26,
80258,2601,NOMINAL,PDL 321/2025 - TURNO ÚNICO,152042,SIM,2025-08-26,
80259,2601,NOMINAL,PDL 321/2025 - TURNO ÚNICO,152042,SIM,2025-08-26,
80260,2601,NOMINAL,PDL 321/2025 - TURNO ÚNICO,152042,SIM,2025-08-26,
80261,2617,NOMINAL,BLOCO DE PDLS DE 26/08/2025 - TURNO ÚNICO,,SIM,2025-08-26,
80262,2617,NOMINAL,BLOCO DE PDLS DE 26/08/2025 - TURNO ÚNICO,,SIM,2025-08-26,
80263,2617,NOMINAL,BLOCO DE PDLS DE 26/08/2025 - TURNO ÚNICO,,SIM,2025-08-26,
80264,2617,NOMINAL,BLOCO DE PDLS DE 26/08/2025 - TURNO ÚNICO,,SIM,2025-08-26,
80265,2617,NOMINAL,BLOCO DE PDLS DE 26/08/2025 - TURNO ÚNICO,,SIM,2025-08-26,
80266,2617,NOMINAL,BLOCO DE PDLS DE 26/08/2025 - TURNO ÚNICO,,SIM,2025-08-26,
80267,2617,NOMINAL,BLOCO DE PDLS DE 26/08/2025 - TURNO ÚNICO,,SIM,2025-08-26,
80268,2617,NOMINAL,BLOCO DE PDLS DE 26/08/2025 - TURNO ÚNICO,,SIM,2025-08-26,
80269,2617,NOMINAL,BLOCO DE PDLS DE 26/08/2025 - TURNO ÚNICO,,SIM,2025-08-26,
80270,2617,NOMINAL,BLOCO DE PDLS DE 26/08/2025 - TURNO ÚNICO,,SIM,2025-08-26,
80271,2617,NOMINAL,BLOCO DE PDLS DE 26/08/2025 - TURNO ÚNICO,,SIM,2025-08-26,
80272,2617,NOMINAL,BLOCO DE PDLS DE 26/08/2025 - TURNO ÚNICO,,SIM,2025-08-26,
80273,2617,NOMINAL,BLOCO DE PDLS DE 26/08/2025 - TURNO ÚNICO,,SIM,2025-08-26,
80274,2617,NOMINAL,BLOCO DE PDLS DE 26/08/2025 - TURNO ÚNICO,,SIM,2025-08-26,
80275,2626,NOMINAL,PLC 62/2025 - 1º TURNO,150533,SIM,2025-09-09,
80276,2626,NOMINAL,PLC 62/2025 - 1º TURNO,150533,SIM,2025-09-09,
80277,2626,NOMINAL,PLC 62/2025 - 1º TURNO,150533,SIM,2025-09-09,
80278,2626,NOMINAL,PLC 62/2025 - 1º TURNO,150533,SIM,2025-09-09,
80279,2626,NOMINAL,PLC 62/2025 - 1º TURNO,150533,SIM,2025-09-09,
80280,2626,NOMINAL,PLC 62/2025 - 1º TURNO,150533,SIM,2025-09-09,
80281,2626,NOMINAL,PLC 62/2025 - 1º TURNO,150533,SIM,2025-09-09,
80282,2626,NOMINAL,PLC 62/2025 - 1º TURNO,150533,SIM,2025-09-09,
80283,2626,NOMINAL,PLC 62/2025 - 1º TURNO,150533,SIM,2025-09-09,
80284,2626,NOMINAL,PLC 62/2025 - 1º TURNO,150533,SIM,2025-09-09,
80285,2626,NOMINAL,PLC 62/2025 - 1º TURNO,150533,SIM,2025-09-09,
80286,2626,NOMINAL,PLC 62/2025 - 1º TURNO,150533,SIM,2025-09-09,
80287,2626,NOMINAL,PLC 62/2025 - 1º TURNO,150533,SIM,2025-09-09,
80288,2626,NOMINAL,PLC 62/2025 - 1º TURNO,150533,SIM,2025-09-09,
80289,2626,NOMINAL,PLC 62/2025 - 1º TURNO,150533,SIM,2025-09-09,
80290,2627,NOMINAL,PLC 62/2025 - 2º TURNO,150533,SIM,2025-09-09,
80291,2627,NOMINAL,PLC 62/2025 - 2º TURNO,150533,SIM,2025-09-09,
80292,2627,NOMINAL,PLC 62/2025 - 2º TURNO,150533,SIM,2025-09-09,
80293,2627,NOMINAL,PLC 62/2025 - 2º TURNO,150533,SIM,2025-09-09,
80294,2627,NOMINAL,PLC 62/2025 - 2º TURNO,150533,SIM,2025-09-09,
80295,2627,NOMINAL,PLC 62/2025 - 2º TURNO,150533,SIM,2025-09-09,
80296,2627,NOMINAL,PLC 62/2025 - 2º TURNO,150533,SIM,2025-09-09,
80297,2627,NOMINAL,PLC 62/2025 - 2º TURNO,150533,SIM,2025-09-09,
80298,2627,NOMINAL,PLC 62/2025 - 2º TURNO,150533,SIM,2025-09-09,
80299,2627,NOMINAL,PLC 62/2025 - 2º TURNO,150533,SIM,2025-09-09,
80300,2627,NOMINAL,PLC 62/2025 - 2º TURNO,150533,SIM,2025-09-09,
80301,2627,NOMINAL,PLC 62/2025 - 2º TURNO,150533,SIM,2025-09-09,
80302,2627,NOMINAL,PLC 62/2025 - 2º TURNO,150533,SIM,2025-09-09,
80303,2627,NOMINAL,PLC 62/2025 - 2º TURNO,150533,SIM,2025-09-09,
80304,2627,NOMINAL,PLC 62/2025 - 2º TURNO,150533,SIM,2025-09-09,
80305,2632,NOMINAL,PLC 79/2025 - 1º TURNO,154023,SIM,2025-09-16,
80306,2632,NOMINAL,PLC 79/2025 - 1º TURNO,154023,SIM,2025-09-16,
80307,2632,NOMINAL,PLC 79/2025 - 1º TURNO,154023,SIM,2025-09-16,
80308,2632,NOMINAL,PLC 79/2025 - 1º TURNO,154023,SIM,2025-09-16,
80309,2632,NOMINAL,PLC 79/2025 - 1º TURNO,154023,SIM,2025-09-16,
80310,2632,NOMINAL,PLC 79/2025 - 1º TURNO,154023,SIM,2025-09-16,
80311,2632,NOMINAL,PLC 79/2025 - 1º TURNO,154023,SIM,2025-09-16,
80312,2632,NOMINAL,PLC 79/2025 - 1º TURNO,154023,SIM,2025-09-16,
80313,2632,NOMINAL,PLC 79/2025 - 1º TURNO,154023,SIM,2025-09-16,
80314,2632,NOMINAL,PLC 79/2025 - 1º TURNO,154023,SIM,2025-09-16,
80315,2632,NOMINAL,PLC 79/2025 - 1º TURNO,154023,SIM,2025-09-16,
80316,2632,NOMINAL,PLC 79/2025 - 1º TURNO,154023,SIM,2025-09-16,
80317,2632,NOMINAL,PLC 79/2025 - 1º TURNO,154023,SIM,2025-09-16,
80318,2632,NOMINAL,PLC 79/2025 - 1º TURNO,154023,SIM,2025-09-16,
80319,2632,NOMINAL,PLC 79/2025 - 1º TURNO,154023,SIM,2025-09-16,
80320,2632,NOMINAL,PLC 79/2025 - 1º TURNO,154023,SIM,2025-09-16,
80321,2632,NOMINAL,PLC 79/2025 - 1º TURNO,154023,SIM,2025-09-16,
80322,2633,NOMINAL,PLC 79/2025 - 2º TURNO,154023,SIM,2025-09-16,
80323,2633,NOMINAL,PLC 79/2025 - 2º TURNO,154023,SIM,2025-09-16,
80324,2633,NOMINAL,PLC 79/2025 - 2º TURNO,154023,SIM,2025-09-16,
80325,2633,NOMINAL,PLC 79/2025 - 2º TURNO,154023,SIM,2025-09-16,
80326,2633,NOMINAL,PLC 79/2025 - 2º TURNO,154023,SIM,2025-09-16,
80327,2633,NOMINAL,PLC 79/2025 - 2º TURNO,154023,SIM,2025-09-16,
80328,2633,NOMINAL,PLC 79/2025 - 2º TURNO,154023,SIM,2025-09-16,
80329,2633,NOMINAL,PLC 79/2025 - 2º TURNO,154023,SIM,2025-09-16,
80330,2633,NOMINAL,PLC 79/2025 - 2º TURNO,154023,SIM,2025-09-16,
80331,2633,NOMINAL,PLC 79/2025 - 2º TURNO,154023,SIM,2025-09-16,
80332,2633,NOMINAL,PLC 79/2025 - 2º TURNO,154023,SIM,2025-09-16,
80333,2633,NOMINAL,PLC 79/2025 - 2º TURNO,154023,SIM,2025-09-16,
80334,2633,NOMINAL,PLC 79/2025 - 2º TURNO,154023,SIM,2025-09-16,
80335,2633,NOMINAL,PLC 79/2025 - 2º TURNO,154023,SIM,2025-09-16,
80336,2633,NOMINAL,PLC 79/2025 - 2º TURNO,154023,SIM,2025-09-16,
80337,2633,NOMINAL,PLC 79/2025 - 2º TURNO,154023,SIM,2025-09-16,
80338,2633,NOMINAL,PLC 79/2025 - 2º TURNO,154023,SIM,2025-09-16,
80339,2634,NOMINAL,BLOCO DE VETOS DE 09/09/2025,,NAO,2025-09-09,
80340,2634,NOMINAL,BLOCO DE VETOS DE 09/09/2025,,NAO,2025-09-09,
80341,2634,NOMINAL,BLOCO DE VETOS DE 09/09/2025,,NAO,2025-09-09,
